"fid","type","year","place"
"9HT5-F68","Birth","1441","Farleigh Hungerford, Somerset, England"
"LVQC-P1R","Birth","1446","Heytesbury, Wiltshire, England"
"LZ2C-ZDP","Birth","1448","West Wycombe, Buckinghamshire, England"
"L5ZD-7ZC","Birth","1458","Exbury, Hampshire, England"
"KLG2-8D4","Birth","1461",NA
"MDM3-1X7","Birth","1460","Long Sutton, Lincolnshire, England"
"GZTN-S3J","Birth","1447","Penshurst, Kent, England"
"G8D1-KB4","Birth","1454","Wangford, Suffolk, England"
"GDF1-SYH","Birth","1459","Leicestershire, England"
"GF14-VXD","Birth","1459","Penshurst, Kent, England"
"L1K6-11C","Birth","1412","Leighton, Shropshire, England"
"L1KX-WLG","Birth","1414","Stapleton, Shropshire, England"
"LH16-K64","Birth","1414","Clopton, Gloucestershire, England"
"LH16-KVG","Birth","1420","Clopton, Gloucestershire, England"
"G96G-M8V","Birth","1412","Chartley Castle, Staffordshire, England"
"93MS-FRL","Birth","1411","Chartley Castle, Staffordshire, England"
"LTLK-XPQ","Birth","1370","Burwell, Cambridgeshire, England"
"LH7K-6XT","Birth","1403","Wrockwardine, Shropshire, England"
"LTN4-LXW","Birth","1385","Parham, Suffolk, England"
"27SZ-5ZZ","Birth","1407","Parham, Sussex, England"
"LTP8-N3M","Birth","1395","Castle Harlsey, Yorkshire, England"
"L5XM-BHZ","Birth","1400","Raby, Durham, England"
"G31W-R4H","Birth","1424","Hawridge, Buckinghamshire, England"
"GCZM-JCG","Birth","1428","Hawridge, Buckinghamshire, England"
"GN73-ZX5","Birth","1437",NA
"GJ1K-MGF","Birth","1443","Devon, England"
"9CZ9-6NK","Birth","1435","Spencercombe (Devonshire) England"
"M6SJ-QLS","Birth","1431",NA
"K2X3-7TP","Birth","1410","Gorinchem,  Holland, Netherlands"
"LWNH-NQL","Birth","1415","Leerbroek, Zederik, South Holland, Netherlands"
"GFW2-7G1","Birth","1420",NA
"KZSM-QH9","Birth","1420","Middelkoop, Zuid-Holland, Nederland"
"KGKV-MY6","Birth","1424",NA
"G7VF-HFC","Birth","1400",", , Yorkshire, England, United Kingdom"
"G7VF-QZF","Birth","1420","Chester, Cheshire West and Chester district, Cheshire, England, United Kingdom"
"LZ6B-CHQ","Birth","1442","Davenport, Cheshire, England"
"KL2Q-5XF","Birth","1453","Henbury, Cheshire, England"
"GZ5N-54P","Birth","1404","Northampton, Northamptonshire, England"
"L7LJ-43S","Birth","1404","Northamptonshire, England"
"L1FK-V4L","Birth","1458","Yorkshire, England"
"MB2L-BPS","Birth","1460","Yorkshire, England"
"99VF-S3N","Birth","1450","Yorkshire, England, United Kingdom"
"M14M-NH4","Birth",NA,"England"
"LQ5Y-7L1","Birth","1447","Eaton, Cheshire, England"
"2L39-R5D","Birth","1450","Flintshire, Wales"
"LTLL-YWN","Birth","1457","Witnesham, Suffolk, England"
"LTLG-H3K","Birth","1454","Ilketshall St Andrew, Suffolk, England"
"LTLG-D4C","Birth","1385","England"
"L4BR-MJP","Birth","1431","Biddenden, Kent, England, United Kingdom"
"L4BR-MK2","Birth","1435","Biddenden, Kent, England"
"LCP2-1XR","Birth","1444","Brockhill at Saltwood, Shepway, Kent, England"
"L6JX-4R4","Birth","1445","Baylham, Suffolk, England"
"LDZ2-52R","Birth","1398","Somerset, England"
"L6RY-DPP","Birth","1411","Saredon, Staffordshire, England"
"GDGT-2M1","Birth","1420","Brimpton, Somerset, England"
"LK64-L4L","Birth","1418","Somerset, England"
"GM92-S21","Birth","1420","Somerton, Babergh district, Suffolk, England, United Kingdom"
"9VD8-CJH","Birth","1415","Stansfield, West Suffolk district, Suffolk, England, United Kingdom"
"GL6T-H8C","Birth","1443",NA
"GSNJ-3L6","Birth","1427","Brabourne, Kent, England, United Kingdom"
"L1PT-T2T","Birth","1432","Easton, South Norfolk district, Norfolk, England, United Kingdom"
"9M1P-DQB","Birth","1445","Laxfield, Mid Suffolk district, Suffolk, England, United Kingdom"
"G43L-WVW","Birth","1391","Frodesley, Shropshire, England"
"L7G5-RQV","Birth","1389","Frodesley, Shropshire, England"
"9ZC9-JGK","Birth","1372","Moreton Corbet, Shropshire, England, United Kingdom"
"LNZF-XN8","Birth","1385","Broncroft Castle, Craven Arms, Shropshire, England"
"GQT7-VR8","Birth","1456","Yorkshire, England, United Kingdom"
"GL1H-TG9","Birth","1457","Yorkshire, England"
"KP98-BJY","Birth","1456","Crossland Hill, Yorkshire, England"
"GNZ3-XPL","Birth","1455","Yorkshire, England"
"LV9R-S82","Birth","1452","Morton, Derbyshire, England"
"LVNF-RB4","Birth","1457","Berkeley, Gloucestershire, England, United Kingdom"
"GGQT-7XH","Birth","1360","Rossvik Husby rekbaren"
"GGQT-228","Birth","1365","Sodermanland Sweden"
"M6HP-5CZ","Birth","1357","Sweden"
"M6HP-5H5","Birth","1359","Sweden"
"LD5Z-Q25","Birth","1360","Sweden"
"LD5Z-QPK","Birth","1375","Södermanland, Sweden"
"LD5Z-W5Z","Birth","1370","Sweden"
"LD5Z-WT2","Birth","1370","Sweden"
"KLMZ-MPW","Birth","1416","Honungaby, Vallby, Uppland, Sverige"
"KLMZ-SNL","Birth","1390",NA
"LRKH-ZP7","Marriage","1399",NA
"G9T9-HZ7","Death of Parent","1399",NA
"MMT5-TLP","Birth of Child","1405","Dala, Gudhem, Skaraborg, Sweden"
"K8ZH-T34","Birth of Child","1405","Dala, Gudhem, Skaraborg, Sweden"
"L9PW-ZSV","Death of Parent","1417","Sweden"
"GCWN-S6W","Death",NA,NA
"L9P8-NGP","Death","1442",NA
"LCX6-LBB","Death",NA,NA
"LYFR-GTS","Death",NA,NA
"LVL6-2NF","Birth","1377","Råda, Skaraborg, Västra Götaland, Sweden"
"LHF9-6N1","Birth of Child","1405","of Skofteby,Vestergotland,Sweden"
"MW9B-K88","Birth of Child","1405","of Skofteby,Vestergotland,Sweden"
"LT7X-WBY","Birth","1405","Sweden"
"GSVK-7BQ","Birth","1400","Götaland, Jönköping, Sweden"
"KFY1-8G9","Death of Parent","1382",NA
"LD5Z-ZDC","Marriage","1392",NA
"M8LS-PJY","Birth","1370","Sweden"
"GDQN-8RR","Birth","1381","Sweden"
"K8PW-C1P","Death",NA,NA
"KZXG-9T2","Death",NA,NA
"M29F-25K","Birth","1364","Odense, Fyn, Denmark"
"218J-3ZW","Birth","1360","Schleswig, Schleswig-Flensburg, Schleswig-Holstein, Germany"
"LKNB-1KS","Birth","1405",NA
"LKNB-1KH","Birth of Child","1432",NA
"LZ12-HCV","Birth","1420",NA
"LZ12-HCK","Birth of Child","1450",NA
"LR6F-431","Birth","1430",NA
"LR6F-82Z","Birth","1432",NA
"LKW7-DZX","Birth","1440",NA
"LKW7-DC5","Birth","1450","Genderen, North Brabant, Netherlands"
"LR6F-4GC","Birth","1416",NA
"LR6F-CP4","Birth of Child","1446",NA
"G3N9-H66","Birth","1426","Skalmsjö, Anundsjö, Västernorrland, Sverige"
"G3NM-YZ5","Birth","1430","Sweden"
"G3NM-1JS","Birth","1440","Skalmsjö Anundsjö, Västernorrland, Sverige"
"G3NM-1JQ","Birth","1445","Sweden"
"GGSB-M5P","Birth","1360",NA
"GGZW-G5J","Birth","1411","Kankarmasku, Turku pori, Finland"
"GJG4-G2G","Birth","1371","Villnäs, Turku ja Pori, Finland"
"GGZW-J1K","Birth","1365","Älvsborg, Älvsborgs län, Norrbottens län, Sverige"
"GQP8-T2R","Birth","1400","Kastelholm, Åland, Finland"
"G3Y3-BVK","Birth","1400","Kastelholm, Åland, Finland"
"KGS3-TQF","Birth","1383","Askainen, Masku, Turku Pori, Finland"
"GQPD-STX","Birth","1387","Sydänmaa, Karuna, Turku Pori, Finland"
"GMDW-443","Birth","1410","Turku,Finland"
"GMD7-17Y","Birth","1410","Turku, Turku Pori, Finland"
"GMDW-Z9C","Birth","1390","Finland"
"GQPD-4ZM","Birth","1410","Hvittis, Turku, Pori, Finland"
"G77R-9V4","Birth","1400","Stora Kopparberg, Dalarnas län, Sverige"
"LTX6-TZF","Birth","1400","Stockholm, Sverige"
"GM2L-111","Birth","1400","Grangärde, Dalarna, Sverige"
"G7RB-ZN3","Birth","1405","Grangärde, Dalarna, Sweden"
"GK5Q-Y8F","Birth","1420","Uppland, Sweden"
"GK5Q-KHV","Birth","1420","Gamla, Uppsala, Uppland, Severige"
"GX8T-4ZP","Birth","1450","Pommeren, Germany"
"K2S7-1G5","Birth","1465","Pomerania, Prussia, Germany"
"G3J3-GZW","Birth","1397","Dumfries, Dumfriesshire, Scotland"
"G355-XS7","Birth","1397","Rock Hall, Dumfries-shire, Scotland"
"L7JR-GNR","Birth","1400","Scotland"
"L7JR-L6H","Birth","1395","Gadgirth, Ayrshire, Scotland"
"GZF5-4MH","Birth","1330","Craigdarroch, Dumfries and Galloway, Scotland, United Kingdom"
"GZF5-HVZ","Birth","1345","Closeburn, Dumfries and Galloway, Scotland, United Kingdom"
"LBD8-5DW","Birth","1401","Torthorwald, Kirkmichael, Dumfries, Scotland"
"G95Q-ZV6","Birth","1401","Torthorwald, Dumfriesshire, Scotland"
"G8W5-P6H","Birth","1394","Paisley, Renfrewshire, Scotland"
"GH1Y-XCM","Birth","1402","Henderland, Peeblesshire, Scotland"
"LB9W-M3M","Birth","1392","Cowthally Castle, Carnwath, Lanarkshire, Scotland"
"9HXV-P6B","Birth","1397","Stonehouse, Lanarkshire, Scotland, United Kingdom"
"LBGS-DXH","Birth","1405","Kilmarnock, Renfrewshire, Scotland"
"GDNL-TNW","Birth","1395","Kilmarnock, Ayrshire, Scotland"
"G7H6-79Q","Birth of Child","1403","Calderwood, East Kilbride, Lanarkshire, Scotland"
"LVJ5-WC4","Birth","1416","Castle Hill, Renfrewshire, Scotland"
"GKWM-3FW","Birth","1330","Rowallan, Ayrshire, Scotland"
"LDQR-SSB","Birth","1330","Rowallan, Kilmarnock, Ayrshire, Scotland"
"LDZ5-HMY","Birth","1368","Ardrossan, Ayrshire, Scotland"
"L6R9-BS8","Birth","1380","Dunbartonshire, Scotland"
"GH5Q-1HZ","Birth","1385","Newbigging, Lanarkshire, Scotland"
"GG8V-F3H","Birth","1394","Wemyss, Fife, Scotland"
"G6F6-9BH","Birth","1395","Kinross-shire, Scotland"
"LT24-8RC","Birth","1395","Amisfield, Dumfries-shire, Scotland"
"GLFF-4W4","Birth",NA,"Johnstone, Dumfriesshire, Scotland"
"GLNY-XCV","Birth of Child","1445","Johnstone, Dumfriesshire, Scotland"
"GKVV-WTG","Birth","1425","Fife, Scotland"
"LKJ7-1TG","Birth","1434","Moncrieffe, Perthshire, Scotland, United Kingdom"
"LYL9-KQ8","Birth","1425","Kilmarnock, Ayrshire, Scotland"
"G82D-4GP","Birth","1419","East Kilbride, Lanarkshire, Scotland"
"LRHJ-CT3","Birth","1436","Terregles, Dumfriesshire, Scotland, United Kingdom"
"LC5Y-GG2","Birth","1443","Sanquhar Castle, Dumfriesshire, Scotland"
"LVJR-DFK","Birth","1447","Torthorwald, Dumfries-shire, Scotland, United Kingdom"
"GJCK-BYC","Birth","1437","Scotland, United Kingdom"
"GVQH-TTZ","Birth","1428","Home, Berwickshire, Scotland"
"GG6G-Y9T","Birth","1430","Prestonkirk, East Lothian, Scotland"
"GNRD-KXC","Birth","1450","Haddington, Haddingtonshire, Scotland"
"GNRD-VD3","Birth","1450","Midlothian, Scotland"
"G8B1-HQY","Birth","1469","Scotland"
"G25Q-CDY","Birth","1469","Scotland"
"GJYB-HSL","Death",NA,NA
"L511-7KV","Birth","1334","Cadzow, Lanarkshire, Scotland"
"LL72-Q52","Birth","1335","Galston, Ayrshire, Scotland"
"GLKL-M2M","Birth","1325","Dalkeith, Midlothian, Scotland"
"LZDQ-MTT","Birth","1335","Dunbar Castle, East Lothian, Scotland"
"L2ZQ-GC9","Birth","1346","Stirling, Stirlingshire, Scotland"
"L1V6-YRY","Birth","1355","Renfrewshire, Scotland"
"GLKK-TFG","Birth","1350","Lothian, , Scotland, United Kingdom"
"GK6F-5BG","Birth",NA,"Innermeath, Perthshire, Scotland"
"G3Q5-9ML","Birth","1385","Egmond-Binnen, Egmond, Noord-Holland, Netherlands"
"G2TD-MLZ","Birth","1389","Giessenlanden, South Holland, Netherlands"
"GVF6-8NH","Birth","1373","Cleves, Holy Roman Empire"
"LN1T-2HQ","Birth","1393","Dijon, Côte-d'Or, Duché de Bourgogne, Kingdom of France"
"GJ5R-DFJ","Birth","1370","Scotland, United Kingdom"
"GJ5R-DJ2","Birth","1375","Scotland, United Kingdom"
"GJ5R-ZLK","Birth","1399","Dunblane, Stirling, Scotland"
"GDMF-KK2","Birth","1403","Keir, Dumfriesshire, Scotland, United Kingdom"
"GZ4V-G4Q","Birth","1372","Balgregie, Fife, Scotland"
"L17Q-8LG","Birth","1372","Scotland"
"GHTP-394","Birth","1384","Raith, Fifeshire, Scotland"
