"fid","type","year","place"
"LZNG-5VG","Birth","1192","Katzenelnbogen, Unterlahnkreis, Hesse-Nassau, Prussia, Germany"
"LHNX-MZ8","Birth","1205","Holy Roman Empire"
"LHK4-7LQ","Birth","1140","Oettingen, Oettingen in Bayern, Donau-Ries, Bayern, Deutschland"
"LHK4-726","Birth","1170","Andechs, Starnberg, Bayern, Deutschland"
"LHN6-2LL","Birth","1194","<Of, Hirschberg, Oberpfalz, Bavaria>"
"LHNL-7PP","Birth","1198","Hirschberg, Oberpfalz, Bavaria, Tyskland"
"LWYB-N1P","Birth","1209",NA
"L5F6-SNR","Birth","1157",NA
"G924-MX3","Birth","1172","Ortenburg,,Landkreis Passau,BAYERN,DEUTSCHLAND,"
"2S3P-N69","Birth","1180","Ortenberg, Bohemia"
"GL7N-Q9S","Birth","1179",NA
"KCZ3-KR7","Birth","1189","Vohburg,Oberbayern,Bavaria"
"KGCG-TSL","Death of Parent","1151","Viborg, Denmark"
"GLGQ-75Q","Death",NA,NA
"2Z3Z-WVH","Birth",NA,"Sjælland, Denmark"
"GLGQ-H14","Birth of Child","1172","Møn, Præstø, Denmark"
"K2TD-5Z1","Birth","1162","Europe"
"GLGQ-H16","Marriage","1180","Europe"
"GNV4-88D","Death",NA,NA
"KHL7-JL9","Birth","1179","Augsburg, Bayern, Deutschland"
"LW54-PVJ","Birth","1200","Augsburg, Schwaben, Bayern, Germany"
"LJT2-TW3","Birth","1214","Augsburg, Schwaben, Bayern, Deutschland"
"LTP2-ZZJ","Birth","1220","Augsburg, Augsburg, Schwaben, Bavaria, Germany"
"KZXM-P7T","Birth","1218","Augsburg, Schwaben, Bayern, Germany"
"L2QH-93Z","Birth","1222","Augsburg, Augsburg, Bayern, Deutschland"
"G893-8FY","Birth","1220","Augsburg, Schwahem, Germany"
"GQL2-MHS","Birth","1230","Germany"
"LV96-SFX","Birth","1224","Ulm, Stadtkreis, Baden-Württemberg, Germany"
"LTKJ-XKB","Birth","1226","Ulm, Stadtkreis, Baden-Württemberg, Germany"
"GQL2-M4Y","Birth","1210","Augsburg, Augsburg, Bavaria, Germany"
"GQL2-M4T","Birth","1215","Germany"
"GGWD-LNK","Birth","1180","Augsburg, Schwaben, Bayern, Germany"
"GGKX-T7J","Birth","1200",NA
"L2PF-XNV","Birth","1193","Ausburg, Bayen, Deutschland"
"GM9G-RSP","Birth","1195","Deutschland"
"KJ4M-GM3","Birth","1199","Augsburg, Augsburg, Schwaben, Bavaria, Germany"
"G7F7-57D","Birth","1215","Augsburg, Augsburg, Bayern, Deutschland"
"KC12-WPN","Birth","1196","Wolfhagen, Landkreis Kassel, Hesse."
"K8KG-P2Y","Birth","1209","Of Wolfhagen, Hessen, Germany"
"L67V-9RZ","Birth","1215","Rosdorf, Niedersachsen, Germany"
"GK4B-VPW","Birth of Child","1235","Of Wolfhagen, Hessen, Germany"
"L7JZ-LVD","Birth","1180","Schoenfeld bei Grossenhain, Saxony, Germany"
"L7LV-V52","Birth","1188","Schoenfeld bei Grossenhain, Saxony, Germany"
"2781-37X","Birth","1210",NA
"9NRV-X1C","Birth","1220",NA
"LHVK-K48","Birth","1220","Yorkshire, England"
"GX1Z-FY2","Birth","1220","Hull, Yorkshire, England, United Kingdom"
"9M7W-Z6Z","Death",NA,NA
"9CCM-RL3","Birth","1115","Ottendon, Oxfordshire, England"
"MCV2-5PG","Birth","1025","Neuchatel, Switzerland"
"M87S-526","Birth","1026","Circa 1026   Neuchâtel, Neuchâtel, Switzerland"
"LYZ9-HQJ","Birth","1017","Rheinfelden,Swabia,,Germany"
"MYBX-C2G","Birth","1050","Schwaben, Chemnitzer, Sachsen, Germany"
"L1TH-CHT","Birth","0990","Faucigny, 74122, Haute Savoie, Rhône-Alpes, France"
"L1TH-WV2","Birth","0995","Faucigny, Haute-Savoie, Rhône-Alpes, France"
"9SM1-17D","Birth","1022","Schwaben, Kelheim, Bayern, Germany"
"G94J-CX3","Birth","1005","Domène, Isère, Auvergne-Rhône-Alpes, France"
"GQTC-2K3","Birth","1021","Albon- d'Ardèche, Ardèche, Rhône-Alpes, France"
"GMFF-4CK","Birth","1040","Domène, Isère, Auvergne-Rhône-Alpes, France"
"GC4M-G24","Birth","1042","Neuchâtel, Switzerland"
"GZRV-D3W","Birth","1030","Neuchâtel, Canton de Neuchâtel, Suisse"
"LCM7-WVD","Birth","1050","Glane, France"
"G84M-Z4B","Birth","1052","Walperswil, Seeland, Bern, Suisse"
"MWRM-L2T","Birth","1056","Besançon, Doubs, Franche-Comté, France"
"KHHM-6D7","Birth","1052","Sarine, Fribourg, Switzerland"
"GV2K-742","Birth","1060",NA
"G2Q7-TMN","Birth","1005","Urach, Oberamt Urach, Württemberg, Deutschland"
"GXZS-56B","Birth","1052","Urach, Neustadt, Baden, Germany"
"L8P6-YWQ","Birth","1057","Zähringen, Amt Freiburg, Baden"
"G6RX-6V9","Birth","1065","Rheinfelden, Aargau, Schweiz"
"G7PM-8QD","Birth","1070","Frohburg, Leipzig, Saxony, Germany"
"G6TT-VPQ","Birth","1066","of Burgogne, France"
"GGQ7-N2K","Birth","1042","Normandy, France"
"G2L1-QS1","Birth","1046","Sauqueville, Seine-Maritime, Upper Normandy, France"
"G2LB-XB9","Birth","1060","Oxford, Oxfordshire, England"
"9Z8K-YM6","Birth","1057","Ewyas Harold, Herefordshire, England"
"97T7-SHD","Birth","1071","Blacon, Cheshire, England"
"LKQ7-KBR","Birth","1075","Wiltshire, England"
"G2KS-C2D","Birth","1087","Portchester, Hampshire, England"
"GVB1-QLW","Birth","1050","Metz, Moselle, Alsace-Champagne-Ardenne-Lorraine, France."
"GV2Z-PTJ","Birth","1055","Saint Germain de Montgommerie, Normandy, France"
"GNXR-8BW","Birth","1060","Bourn, Cambridgeshire, England"
"GNXR-VDW","Birth","1059","Fécamp, Seine-Maritime, Haute-Normandie, France"
"G3RW-Q69","Birth","1100",NA
"GH7B-GTK","Birth","1104","Barley, Royston, Hertfordshire, England"
"GWXJ-QSD","Death",NA,NA
"GWXJ-3FP","Death",NA,NA
"GSKL-TVF","Birth","1012","Berkeley, Gloucestershire, England"
"GSKG-9X9","Birth","1020","Berkeley, Gloucestershire, England"
"9HB6-BRQ","Birth","1106","Swynnerton, Staffordshire, England"
"L6YZ-2QN","Birth","1103","Pembroke, Pembrokeshire, Wales"
"LYJT-1N7","Birth","1110","Wales"
"GW9Z-GVC","Birth","1133",",Kent,England."
"G3HY-234","Birth","1117","Wheldrake, Yorkshire, England"
"GMPV-RV6","Birth","1120","East Riding, Yorkshire, England"
"GXF1-11C","Birth","1105","of Wootton, Isle of Wight, Hampshire, England"
"GXF1-11D","Birth","1115",NA
"949H-RPM","Birth","1070","Avranches, Manche, Normandy, France"
"9493-LZK","Birth","1060",NA
"G8QT-1QZ","Birth","1095","Somerset, England"
"G25F-HH4","Birth","1045","Dol-de-Bretagne, Ille-et-Vilaine, Brittany, France"
"G25F-8MV","Birth","1042","Fougères, Ille-et-Vilaine, Brittany, France"
"GD2S-X3X","Birth","0995","France"
"GV3N-G18","Marriage","1015","Europe"
"MYV9-GS4","Birth","1110","Saint-Omer, Nord-Pas-De-Calais, France"
"K87K-5W7","Birth","1126","Kibblestone, Staffordshire, England"
"MHY8-KS9","Birth","1123","Cottingham, Yorkshire, England"
"LZ2H-2B2","Birth","1095","Clophill, Bedfordshire, England"
"LW6L-S6X","Birth","1109","Wishford Magna, Wiltshire, England"
"G6TX-FDN","Birth","1075","Folkingham, Lincolnshire, England"
"LC2D-GVB","Birth","1090","Willington, Derbyshire, England"
"9QQG-SJ8","Birth","1095",", DERBYSHIRE, ENGLAND"
"9QQM-S1K","Birth","1098","IMMERSMERE, WILTSHIRE, ENGLAND"
"9QQG-SVS","Birth","1100",", Wiltshire, England"
"G8CR-K72","Birth","1096","Cambernon, Manche, Normandy, France, "
"9CW5-J43","Birth","1097","Bristol, Gloucestershire, England"
"99MZ-TDT","Birth","1112","Bristol, Gloucestershire, England"
"GGK7-Y14","Birth of Child","1130","Bristol, Gloucestershire, England"
"934R-ZBH","Birth","1099","St.Mewan, Cornwall, England, UK"
"G7YG-7SW","Birth","1103","Trenowyth, Cornwall, England, UK"
"G2L1-177","Birth","1128","Raby, Durham, England"
"G2NV-7GL","Birth","1130","Raby Keverstone Castle, Branchpeth, Durham, England"
"LRMF-HB6","Birth","1090","West Dean, Gloucestershire, England"
"G7BD-13G","Birth","1094","France"
"LYWP-9HZ","Birth","1065","Ivry La Bataille, Eure, Normandy, France"
"LYKJ-3D4","Birth","1079","Breteuil, Eure, Normandy, France"
"LY2R-4FW","Birth","1040","Coutances, Normandy, France"
"GDRP-LW1","Death",NA,NA
"G66H-56G","Birth","1111","Sydenham Damerel, Devon, England"
"G66H-VJK","Birth","1115","Sydenham Damerel, Devon, England"
"L6QD-FWD","Birth","1085","Cravin, Yorkshire, England"
"GC4H-YNN","Birth","1088","Skipton, Yorkshire, England"
"KNH6-GSX","Birth","1100","Essex, England"
"KNHX-6RM","Birth","1105",", , Essex, England, United Kingdom"
"LKLR-LPT","Birth","1090",NA
"LBJ5-Q7J","Birth","1111","Of Brabourne, Kent, England"
"GLWF-MD3","Birth","1113","of Calverley, Yorkshire, England"
"LH56-S87","Birth","1180","Devonshire, England"
"GMGK-ZRX","Birth","1125","Stoke D'Abernon, Surrey, England"
"GVCM-Y6V","Birth of Child","1150","Stoke D'Abernon, Surrey, England"
"L2WK-3PW","Birth","1082","Berwick, Dorset, England"
"L2WK-QM8","Birth","1103","Berwick, Dorset, England"
"GZW7-VJ9","Birth","1100",NA
"GLPP-83X","Birth","1105","England"
"GXFS-C8D","Birth","1115","Netherlands"
"GXT2-1H7","Birth","1117","Netherlands"
"GCS6-6FP","Birth","1150","Wraxall, Somerset, England"
"9NRC-T71","Birth","1155","Preston, Lancashire, England"
"GV16-GND","Birth","1130","Devon, England"
"GK4Z-RF4","Birth","1040","Raleigh, Devon, England"
"GK48-W2F","Birth","1040","Nettlecombe, Somerset, England, United Kingdom"
"M8NQ-LCW","Birth","1036","Saint-Martin-d'Aubigny, Manche, Normandie, Francia"
"LBFC-H6J","Birth","1044","Aubigny, Allier, Auvergne, France"
"GGLY-4XK","Birth","1030","Arrow, Warwickshire, England, United Kingdom"
"GGLT-1DD","Birth","1052",NA
"GGZK-LW8","Birth","1050",NA
"GGZK-XS5","Birth","1052",NA
"G661-CDN","Birth","1170","Chudleigh, Devon, England"
"LVTL-TC2","Birth","1070","Chudleigh, Devon, England"
"GDZF-G5G","Birth","1165","Cockington, Devon, England"
"G8C8-HDF","Birth","1155","England"
"G8YQ-C7Y","Birth","1150",NA
"GGPR-4ZZ","Birth","1110","Berry Pomeroy, Devon, England"
"GGP5-YV6","Birth","1114","Blaenllyfni, Brecon, Wales"
"GGPY-HJS","Birth","1120","Vitre, Ille-et-Vilaine, Bretagne, France"
"GGPY-D83","Birth","1130","Burton, Northamptonshire, England"
"GHVP-FYG","Birth","1110","Waldexote, Devonshire, England"
"G2SK-JYV","Birth","1116","Devon, England, United Kingdom"
"GVB9-D8N","Birth","1130",NA
"GVB9-HJG","Birth","1133",NA
"GFN2-HRN","Birth","1126","Thurleigh, Bedfordshire, England"
"G3DR-38K","Birth","1128","Bromholm, Bacton, Norfolk, England"
"GLWL-WKH","Birth","1140","Armston, Northamptonshire, England"
"GLWL-DD1","Birth","1148","Of Grove, Nottinghamshire, England"
"93Q9-WFY","Birth","1175","Caio, Carmarthenshire, Wales"
"G6NK-KC4","Birth","1180","Wales"
"G4JS-LLN","Birth","1201","Glamorganshire, Wales"
"KL76-7WK","Birth","1204","Ystrad, Glamorganshire, Wales"
"M1XK-NLY","Birth","1200","Llanddewi, Glamorgan, Wales"
"GN8M-HLB","Birth","1208",", Glamorgan, , Wales"
"GXC8-DKF","Birth","1160","Wales"
"GXC8-Q1P","Birth","1160","Wales"
"GNQ2-86R","Birth","1205",NA
"9WPR-7JT","Birth","1200","Abertant & Blodwell in Mechain is y Coed, Wales"
"GJ4K-D1K","Birth","1233","Gwynedd, Wales"
"GJ4T-4G1","Birth","1265","Glyn, Cardinganshire, Wales, United Kingdom"
"G6NR-BBT","Birth","1280","Denbighshire, Wales, United Kingdom"
"KCZS-64Z","Birth","1199","of Clwyd,Wales"
"9331-4TM","Birth","1250","Montgomeryshire, Wales"
"GJ4T-JVM","Birth","1270","Cardiganshire, Wales, United Kingdom"
"G6NT-94X","Birth","1265","Wales, United Kingdom"
"9H8X-N9W","Birth","1210","Glasbury, Breconshire, , Wales"
"L7FV-1H2","Birth","1210","Wales"
"937C-498","Birth","1311","of Pen-pont,Llansbyddyd,Breconshire,Wales"
"G6F2-2J6","Birth","1315","Penpont, Breconshire, Wales, United Kingdom"
"937N-4L2","Birth",NA,"of,Llanllyfni,Anglesey,Wales"
"L1HJ-GMN","Birth","1395","Denbighshire, Wales"
"G699-7S9","Marriage","1425","Wales"
"937J-DPX","Birth","1345","Pwll, Carmarthenshire, Wales"
"G6CZ-MX9","Birth","1349","Pwll, Carmarthenshire, Wales"
"GDSQ-97S","Birth","1180","Fife, Scotland"
"GDS3-Y7P","Birth","1158","Haddingtonshire, Scotland"
"GQRC-YY3","Death",NA,NA
"94RF-1L7","Birth","1135",NA
"GSXL-6F8","Birth","1160","Great Fulford, Devonshire, England"
"GN2P-ZH7","Birth","1152","Great Fulford, Devon, England, United Kingdom"
"L616-RXP","Birth","1185","Fulford Park, Devon, England"
"G6TB-31X","Birth","1045","Geraardsbergen, East Flanders, Belgium"
"GXCT-F4D","Birth","1046","Belgium"
"LYLM-S7Z","Birth","1050","Falaise, Calvados, Basse-Normandie, France"
"GZZ5-RJJ","Birth","1055","Normandy, France"
"KJPL-T1Q","Birth","1206","Modbury, Devon, England"
"GKJM-GWR","Birth of Child","1232","Modbury, Devonshire, England"
"LHQY-6SL","Birth","1195","Shavington cum Gresty, Cheshire, England"
"K1TD-KCM","Birth","1225","Cheshire, England"
"GG2S-FXZ","Birth","1230","Cheshire, England"
"LKW3-9CX","Birth","1223","of  Lostock Gralam, Cheshire, England"
"G7FK-XKJ","Birth","1220","Brown Manor, Treborough, Williton, Somerset, England"
"G24B-479","Birth","1220","Somerset, England"
"M695-8HJ","Birth","1175","Stoke Talmage, Oxfordshire, England"
"M695-8HB","Birth","1179","Bury Saint Edmunds, Suffolk, England"
"LH58-DZV","Birth","1185","Suffolk, England"
"GKGW-W3C","Birth","1185","Suffolk, England"
"G98D-3RZ","Birth","1140",NA
"G71W-FX4","Death",NA,NA
"LYV5-5HF","Birth","1183","Shepton Montague, Somerset, England"
"LRS4-C2D","Birth","1194","West Lulworth, Dorset, England"
"LVVC-XDD","Birth","1195","Shepton Montagu, Somerset, England"
"9S86-M64","Birth","1075","England"
"GGTN-134","Birth","1075","England"
"KPQX-336","Birth","1100","Buildwas, Shropshire, England"
"GGTF-PN3","Birth","1100","England"
"LTM3-PYK","Birth","1066","Bury St Edmunds, Suffolk, England"
"LTGG-DN6","Birth","1064","Suffolk, England"
"LRHG-VVD","Birth","1068","Pembroke, Pembrokeshire, Wales"
"G6BH-89P","Birth","1070","Wales"
"G8TR-Z86","Birth","1120","Kent, England"
"GN53-KP3","Birth","1125","Europe"
"LZK6-6QY","Birth","1085","Carleton, Lancashire, England, United Kingdom"
"G6KS-BXQ","Birth","1089","Lincolnshire, England, United Kingdom"
"GM7C-6X1","Birth","1070","Lostock Gralam, Cheshire, England"
"L413-3V6","Birth","1079",NA
"GMY1-CZ6","Birth","1020","France"
"G2P3-7XY","Birth","1018","Bec-de-Mortagne, Pays de Caux, Normandy, France"
"LZ8N-57B","Birth","1020","Merleberge, Normandy, France"
"LZ8N-5SL","Birth of Child","1042","Herefordshire, England"
"GNCY-D39","Birth","1133","West Hall, High Legh, Cheshire, England"
"GNCY-5S8","Birth","1145","High Legh, Cheshire, England"
"GCGW-FNG","Birth","1148","Baguley, Cheshire, England"
"995Y-1YC","Birth","1152","of Boothes, Chester, Eng."
"LV7T-37D","Birth","1098","Caen, Calvados, Basse-Normandie, France"
"LKMG-KVW","Birth","1103","Rufford, Lancashire, England"
"GG67-2VY","Birth","1080","Lancaster Castle, Coupland, Cumberland, England"
"GG67-CJ1","Birth","1090","Lancaster, Yorkshire, England"
"LDLH-4Q5","Birth","1090","Sudeley, Gloucestershire, England"
"G2V6-T2K","Death",NA,NA
"MDCY-KKS","Birth","1140","Corbin Hall, Stafford, England"
"9WB9-4TZ","Birth","1140",", Stafford, England"
"GZPN-6D2","Birth","1154","Laxfield, Suffolk, England"
"GVNK-TK9","Birth","1152","Laxfield, Suffolk, England"
"93Q3-XQZ","Birth",NA,"of,,Montgomeryshire,Wales"
"L1VT-H59","Birth","1452","Wales"
"KCND-Z7X","Birth","1452","Wales, United Kingdom"
"9CWN-P68","Birth","1452","Wales, United Kingdom"
"2MT8-H86","Birth","1215","of,Caeo cmt,Carmarthenshire,Wales"
"GFMR-4F1","Birth","1219","Caio, Carmarthenshire, Wales"
"933B-J7M","Birth",NA,"of,Llifon,Anglesey,Wales"
"937V-N38","Birth","1400",NA
"LCRW-FFX","Birth","1415","Fife, Scotland"
"933G-L7C","Birth",NA,"of Shocklach,Malpas,Cheshire,England"
"93Q4-3Y1","Birth","1320","Plas Maen, Hope, Flintshire, Wales"
"MH24-XKV","Birth","1400","Loughor, Glamorganshire, Wales"
"MH24-XK1","Birth","1400","Loughor, Glamorganshire, Wales"
"G67N-1HR","Birth","1425","Glamorgan, Wales"
"GF91-KCF","Birth","1425","Glamorgan, Wales"
"93QH-SRC","Birth","1288","Caernarfonshire, Wales"
"LHFP-FN7","Birth","1390","of Garthgarmon,Llanrwst,Denbighshire,Wales"
"L4J9-XVZ","Birth","1365","of Meisgyn,Penychen,Glamorganshire,Wales"
"KVVZ-GRM","Birth","1350","Ystrad-ffin, Carmarthenshire, Wales, United Kingdom"
"93QM-KQM","Birth","1357","Meisgyn, Penychen, Glamorganshire, Wales"
"93Q7-4NT","Birth","1290","of Gwidigada, Cantref Mawr, Carmarthenshire, Wales"
"L2CX-BH4","Birth","1290","Carmarthenshire, Wales"
"937K-K1L","Birth",NA,"of,,Carmarthenshire,Wales"
"937K-KP9","Birth",NA,"of,Llywel,Breconshire,Wales"
"LZG3-YRX","Birth","1182","Carnwyllion, Carmarthenshire,, Wales"
"93QW-M25","Birth","1358","of,,Carmarthenshire,Wales"
"GKB7-W97","Birth","1359","Llanwinio, Carmarthenshire, Wales, United Kingdom"
"KG43-29G","Birth","1354","of,Cantref Selyf,Breconshire,Wales"
"G6HF-7GW","Birth","1358","Cantref, Breconshire, Wales"
"G2B9-YZS","Birth","1270","Wales, United Kingdom"
"G2B9-LB4","Birth of Child","1300","Wales, United Kingdom"
"946T-K4H","Birth","1320","of Meifod,Montgomery,Wales"
"943F-PQ6","Birth","1324","of Machen, Glamorgan, Wales"
"L6L6-V9Q","Birth","1225","Upton Castle, Pembroke, Wales"
"27CG-CVD","Birth","1237","Roch Castle, Pembrokeshire, Wales"
"K29P-YB2","Birth","1272","Of Roche Castle"
"GJ9V-RNT","Birth","1272","Wales"
"L8PV-3MH","Birth","1652","Penmaen, Merionethshire, Wales"
"K29P-YBP","Birth","1272","Haroldston West, Pembrokeshire, Wales, United Kingdom"
"K29P-YB5","Birth","1272","Glyncorrwg, Glamorganshire, Wales, United Kingdom"
"K29P-YBR","Birth","1272","Wales, United Kingdom"
"K29P-YBT","Birth","1272",NA
"G2H9-8XH","Birth","1270","Glyntawe, Breconshire, Wales"
"G6CJ-31L","Birth","1274","Wales"
"LCJV-6JN","Birth","1150","Carmarthenshire, Wales"
"LKJT-KXC","Birth","1085","Cardiganshire, Wales"
"GFQQ-PJF","Birth","1104","Hereford, Herefordshire, England"
"933B-7XS","Birth","1230","Llanfair Tlhrn, Uwch Aled, Denbighshire, Wales"
"93QM-CWG","Birth","1226","Denbighshire, Wales"
"LYFV-X6P","Birth","1160","Wiltshire, England, United Kingdom"
"GL54-5K9","Birth","1160","Wiltshire, England"
"KN41-HS4","Birth","1167","CHESTER, CHESHIRE, ENGLAND"
"KHW1-VR7","Birth","1279","Fenne,Devon,Eng"
"MY7W-7KF","Birth","1282","Of Fenne,Devon,Eng"
"M4JV-CCV","Birth","1274","<Fenne,Devon,Eng>"
"GQC5-FZ9","Birth","1125","Penrhos, Montgomeryshire, Wales"
"G9XQ-SZY","Birth","1137","Silkstone, Yorkshire, England, United Kingdom"
"LYKX-733","Birth","1127","Beverston, Gloucestershire, England"
"LYKX-CXG","Birth","1135","England"
"GWGB-LVC","Birth","1140","Somerset, England"
"GZFF-D73","Birth","1145","North Cadbury, Somerset, England"
"9CDH-9GY","Birth","1168","Felbrigg, Norfolk, England"
"9CDH-9PS","Birth","1172","Beeston Regis, Erpingham, Norfolk, England"
"G72N-LHL","Birth","1140","Thorpe Manor, Tattershall, Lincolnshire, England"
"MDZR-9FH","Birth","1140","Norfolk, England"
"LRFJ-FCN","Birth","1144","Norfolkshire, , , England"
"G2PK-XZ6","Birth","1090","England"
"GL4R-MJP","Birth","1090","England"
"GF3S-587","Birth",NA,"London, Middlesex, England"
"GFNN-9B9","Birth","1145","London, England"
