"fid","type","year","place"
"G9GC-QGM","Birth","1456","Castletown, Kildrought, Kilkenny, Leinster, Ireland"
"GVWZ-R1B","Birth","1390","Ireland"
"GVW8-Q7N","Birth","1400","Ireland"
"LJL3-GY1","Birth","1420","Knocktopher Castle, Ballytarsna, Polestown, County Kilkenny, Ireland"
"G4FJ-H1P","Birth","1415","County Clare, Ireland"
"L1NT-R5R","Birth","1396","Ferns, County Wexford, Ireland"
"GNV6-S45","Birth","1410","of , , Ireland"
"LZL1-7LR","Birth","1440","Fermoy, Cork, Munster, Ireland"
"L1WP-FTF","Birth","1475","Ireland"
"GVHD-JCP","Birth","1423","Ennis, County Clare, Ireland"
"GVWZ-RXK","Birth","1430","Clanricarde, Galway, Ireland"
"LDF2-QTX","Birth","1409","Newcastle, County Meath, Ireland"
"LCV2-SX6","Birth","1412","Newcastle, County Meath, Ireland"
"GNV6-Q9G","Birth","1410","Welles, Lincolnshire, England"
"G9YN-Q4M","Birth","1415","Crickstown, County Meath, Ireland"
"LV41-JHQ","Birth","1400",", Meath, Leinster, Ireland"
"KLYH-S2Y","Birth","1404",", Meath, Leinster, Ireland"
"LZKL-N7Q","Birth","1419","Dullardstown, Meath, Leinster, Ireland"
"LDJG-4RV","Birth","1428","Dullardstown, Meath, Leinster, Ireland"
"G4ZH-4VX","Birth","1424","Crickstown, County Meath, Ireland"
"LHKM-26Y","Birth","1428","Roebuck, Dublin, Ireland"
"LZJQ-GQL","Birth","1385","Gormanston Castle, Meath, Ireland"
"GCGP-FMK","Birth","1405","Gormanston, Meath, Ireland"
"LR37-QT5","Birth","1396","Sefton, Lancashire, England"
"21JJ-XXJ","Birth","1397","Eccleston, Lancashire, England"
"LVC3-NHK","Birth","1422","Balgriffin, County Dublin, Ireland"
"GKYN-H3K","Birth","1425","Balgriffin, County Dublin, Ireland"
"LHJP-NP4","Birth","1418","Artane, County Dublin, Ireland"
"973X-7DK","Birth","1418","Rathmore, County Meath, Ireland"
"GZVW-3CG","Birth","1404","Northamptonshire, England"
"GK31-YF9","Birth","1415",NA
"LHDY-CXN","Birth","1344","Shanid Castle, County Limerick, Ireland"
"GK3G-Y1T","Birth","1350","County Kilkenny, Ireland"
"GX1T-D11","Birth","1364","Clanricarde, Galway, Ireland"
"GD7C-W8D","Birth","1370","Warwick, Warwickshire, England"
"G6JS-J4G","Birth","1365","Barrymore Castle, Cork, Cork, Ireland"
"G6J9-G7S","Birth","1367","Desmond, Kerry, Ireland"
"LL43-HYH","Birth","1375","Fermoy, Cork, Munster, Ireland"
"M52Y-4PT","Birth","1377","Desmond, Kerry, Munster, Ireland"
"LKDY-WT2","Birth","1389","Connaught Bridge, County Kildare, Ireland"
"LKXD-BGQ","Birth","1394","Connaught Bridge, Kildare, Leinster, Ireland"
"LLQW-ZL5","Birth","1442","Membury, Devon, England"
"L87P-K59","Birth","1446","Fry Hall, North Molton, Devonshire, England, United Kingdom"
"L1WQ-Y8J","Birth","1435","Hole, Devon, England"
"LRZ5-N6Z","Birth","1450","Devon, England"
"G2BC-B3S","Birth","1420",NA
"G2BZ-HVT","Birth","1423",", Cumberland, England"
"LJVS-J47","Birth","1426","Oldenburg, Oldenburg, Schleswig-Holstein, Germany"
"GKT4-7NJ","Birth","1430","Kurfürstentum Brandenburg, Holy Roman Empire"
"LR81-SXV","Birth","1441","Meißen, Meißen, Saxony, Germany"
"MY8T-7WK","Birth","1443","München, Bavaria, Germany"
"LVGB-FYC","Birth","1415","London, England"
"GXSH-ZFQ","Birth","1425","England"
"LKRV-2NB","Birth","1445","Kinlet, Shropshire, England"
"LB2F-KM3","Birth","1458","Croft, Herefordshire, England"
"M4HT-MGK","Birth","1441","Ashbourne, Derbyshire, England"
"LCMD-4SV","Birth","1446","Barlow, Derbyshire, England"
"LZP9-RBC","Birth","1432","Norbury, Derbyshire, England"
"GM21-QZP","Birth","1455","Etwall Ash, Derbyshire, England"
"GJWY-QW6","Birth","1454","Kelby, North Kesteven district, Lincolnshire, England, United Kingdom"
"GJWY-SJ5","Birth","1463","Horsted Keynes, Mid Sussex district, West Sussex, England, United Kingdom"
"GZKG-HZ3","Birth","1439","Bedale, Yorkshire, England"
"LH3Q-VK2","Birth","1457","Langton, Malton, North Yorkshire, England, United Kingdom"
"G6YL-LC5","Birth","1429","Masham, Yorkshire, England"
"MTD1-3W8","Birth","1436","Greystoke, Cumbria, England"
"G3T7-3SR","Birth","1472","Seaborough, Somerset, England"
"L5TD-37C","Birth","1480","Staverton, Devon, England"
"LJ1D-8NH","Birth","1474","Loseley House, Surrey, England"
"LDWV-C4D","Birth","1488","Guildford Saint Mary, Guildford, Surrey, England"
"LRTK-PVL","Birth","1475","Tibenham, South Norfolk district, Norfolk, England"
"LRTK-PV6","Birth","1475","Tibenham, South Norfolk district, Norfolk, England"
"G9NX-Z6F","Birth","1483",", , Kent, England, United Kingdom"
"GLM6-5W1","Birth","1483","Sportplatz, Halsbach, Landkreis Altötting, Bayern, Deutschland"
"G2MF-SL2","Birth","1454","Etherstone Castle, Adderstone, Northumberland, England"
"LKMB-8J7","Birth","1445","England, United Kingdom"
"K8YT-3B2","Birth","1435","Shrewsbury, Shropshire, England"
"GHRW-5GB","Birth","1437","England"
"LDQV-JSS","Birth","1463",NA
"G3J6-41X","Birth","1465","Yattendon, Berkshire, England"
"G4L5-Y4Q","Birth","1465","Titchmarsh, Northamptonshire, England"
"LY2S-B45","Birth","1418","Bolton, Yorkshire, England"
"L2M5-T52","Birth","1420","Masham, Yorkshire, England"
"LY51-MJ4","Birth","1407","Wichenford, Worcestershire, England"
"G8CR-T9P","Birth","1420","Wichenford, Worcestershire, England"
"GWBS-QTJ","Birth","1440","Somerset, England"
"LVXN-2JM","Birth","1437","Dedham, , Essex, England"
"LVXN-229","Birth","1438","Dedham, , Essex, England"
"GS9B-95L","Birth","1414","Grayrigg Manor, Grayrigg, Westmorland, England"
"L15K-SFX","Birth","1412","Middleton, Westmorland, England"
"L6G7-DD6","Birth","1442","Brockdish, Norfolk, England"
"LT6B-5P1","Birth","1445","Norwich, , Norfolk, England"
"MZ1M-VFJ","Birth","1445","England"
"GW1L-QFF","Birth","1445","Graton,Sudbury,Suffolk,England."
"GZW4-HYN","Death",NA,NA
"LVX6-55B","Birth","1440",", , Suffolk, England, United Kingdom"
"LVX6-RXN","Birth","1445","Wix, Tendring district, Essex, England, United Kingdom"
"LVX6-TXN","Birth","1440","Wix, Tendring district, Essex, England, United Kingdom"
"G9Q1-S2F","Birth","1438","Ipswich, Ipswich district, Suffolk, England, United Kingdom"
"LB4N-8QB","Birth","1419","Lawshall, Suffolk, England"
"GV45-7ZT","Birth","1422",NA
"GDSF-W1B","Birth","1450","Lavenham, Suffolk, England"
"L51B-YTG","Birth","1450","Ardleigh, Tendring, Essex, England"
"MCCS-51D","Birth","1458","Great Bromley, Tendering, Essex, England"
"GQFL-SVL","Birth","1460","Great Bromley, Tendring, Essex, England"
"G96J-KFM","Birth","1468","Great Bromley, Tendring, Essex, England"
"L6PD-4V9","Birth","1423","Dedham, Colchester Borough, Essex, England, United Kingdom"
"G2KN-FFK","Birth","1420","Dedham, Colchester district, Essex, England, United Kingdom"
"GMBS-91J","Birth","1430","Steyning, Horsham District, West Sussex, England"
"GMB9-Y2C","Birth","1429","Steyning, Horsham District, West Sussex, England"
"GQ1Q-8M3","Birth","1420","Sussex, England"
"GQ17-M3F","Birth","1420","England"
"KDWS-P7P","Birth","1408","Of Little Livermore, Suffolk,England"
"LV6M-GGB","Birth","1410","Suffolk, England"
"LYTN-VD7","Birth","1422","Yaxley, Suffolk, England"
"LKKM-WGH","Birth","1436","Yaxley, Suffolk, England"
"GQ6S-B5V","Birth","1444","Kent, England"
"GQ63-9N7","Birth","1446","Yaxley, Suffolk, England"
"MDRW-S73","Birth","1432","Parham, Suffolk, England, United Kingdom"
"LHSQ-SMG","Birth","1490","Wortham, Mid Suffolk district, Suffolk, England, United Kingdom"
"G93X-W3F","Birth","1444","Thornham Magna, Suffolk, England"
"GS2C-9HS","Birth","1442","Thornham Magna, Suffolk, England"
"L2N6-N65","Birth","1420","Thirsk, Yorkshire, England"
"GWWX-1FT","Birth","1434","Bescot, Staffordshire, England"
"L41Y-Y7Z","Birth","1445","Kirton, Lincolnshire, England"
"GZ53-MT3","Birth","1449","Lincolnshire, England"
"GX9B-GDR","Birth","1440","Bedfordshire, England"
"GHT3-YNG","Birth","1445","Eyeworth, Bedfordshire, England"
"G4F1-3W7","Birth","1450","Essex, England, United Kingdom"
"GM33-W94","Birth","1463","Longnor, Shropshire, England"
"LCTV-P76","Birth","1467","Longnor, Shropshire, England"
"LWFV-4XT","Birth","1454","Duddeston cum Nechells, Warwickshire, England"
"LVNJ-6NT","Birth","1454","England, United Kingdom"
"GMQV-Y1T","Birth","1444","Middleton, Lancashire, England"
"94KY-PT6","Birth","1444","Blackburn, Lancashire, England"
"G3FT-9QX","Birth","1478","Betchworth, Surrey, England, United Kingdom"
"GST8-W4L","Birth","1475","Horley, Surrey, England"
"LDQV-854","Birth","1476","Warwickshire, England"
"LDQV-8PK","Birth","1480","Essex, England"
"GHZR-TM7","Birth","1470","Horley, Surrey, England"
"GSTL-ZY2","Birth","1477","Stamford, Lincolnshire, England"
"G3XJ-8XM","Birth","1485","Horsham, Horsham District, West Sussex, England, United Kingdom"
"GGPH-72J","Birth","1485","Sussex, England"
"M7RB-MNR","Birth","1390","Staffordshire, England, United Kingdom"
"G3J7-WJT","Birth","1386","Bobbing, Kent, England"
"LZJY-5MJ","Birth","1386","Of,,, England"
"LZJY-P15","Birth","1390","Of,,, England"
"G61S-5HR","Birth","1370","Somerset, England, United Kingdom"
"LTF6-3Q2","Birth","1455","Westmill, Hertfordshire, England, United Kingdom"
"LVFW-PN5","Birth","1462","England, United Kingdom"
"L8SH-N2K","Birth","1449","Beeston, Cheshire, England"
"LY6P-GTP","Birth","1450","Utkinton, Cheshire, England"
"LZPH-WSJ","Birth","1456","Lea by Nantwich, Cheshire, England"
"LZPH-W3Z","Birth","1457","Hatton, Cheshire, England"
"GQ5R-PX5","Birth","1425","Hertfordshire, England"
"GFPW-L33","Birth","1430","Albury, Hertfordshire, England"
"L2RR-HCN","Birth","1440","Wales"
"GWHK-WLC","Birth","1440","Lleyn, Caernarvonshire, Wales"
"LHKL-B8C","Birth","1480","England"
"LHKL-BX6","Birth","1481","England"
"K8VX-7B4","Birth","1452","Altofts, Yorks, Eng"
"K41F-2VX","Birth","1468","Warmfield, Yorks, Eng"
"G33K-KDL","Birth","1445","Dodington, Gloucestershire, England"
"LZ8H-XQG","Birth","1445","Higham, Suffolk, England"
"G7MR-X5T","Birth","1450","Ricksmanworth, Buckinghamshire, England"
"LVNH-32D","Birth","1460","England"
"GWP9-33T","Birth","1456","Aston Clinton, Buckinghamshire, England"
"LH73-V7C","Birth","1392","Devon, England"
"GVMX-VNZ","Birth","1396","Preston, Somerset, England"
"GVB3-5VQ","Birth","1375","Stourton, Wiltshire, England"
"LYPC-RPX","Birth","1394","Devon, England"
"GG6M-XQ5","Birth","1375",NA
"GG6M-884","Birth","1375",NA
"LLQL-6DK","Birth","1390","Somerset, England"
"LZT6-814","Birth","1401","Blackford, Somerset, England"
"GKSV-XFL","Birth","1370","Fauntleroy's Marsh Manor, Sherborne, Dorset, England, United Kingdom"
"LV9H-LDB","Birth","1375","Purbeck, Dorset, England, United Kingdom"
"L2MK-8Z4","Birth","1402","Kingsbridge, Devon, England, United Kingdom"
"LRR4-JTS","Birth","1410","England"
"GF1B-TCN","Birth","1420","Trelowarren Estate, Lizard, Cornwall, England"
"LTPF-HN8","Birth","1430","Mevagissey, Cornwall, England"
"9SFJ-YW1","Birth","1423","Tournay,,Cornwall,England"
"L1F2-WQ2","Birth","1424","Plymouth, Devon, England"
"LZGT-642","Birth","1448","Presteigne with Discoed, Radnorshire, Wales"
"GM1F-9R8","Birth","1450","Hereford, Herefordshire Unitary Authority, Herefordshire, England"
"LZGT-6CR","Birth","1443","Hertfordshire, England"
"LBHC-157","Birth","1450","Herefordshire, England"
"GGM1-VDD","Birth","1440",NA
"G8W5-KHM","Birth","1452","Presteigne, Radnorshire, Wales, United Kingdom"
"GZFS-XCG","Birth","1452","Wales, United Kingdom"
"MVM1-991","Birth","1470","Hertfordshire, England, United Kingdom"
"G7PC-5WY","Birth","1472","Dilwyn, Dilwyn, Herefordshire, England"
"GXSF-2RQ","Birth","1427","Colesville, Warwickshire, England"
"GHZ4-RK6","Birth","1435","Hornington, Wiltshire, England"
"G73T-KG7","Birth","1455","Barton Court, Berkshire, England"
"G73T-GZF","Birth","1472","Cole Orton, Leicestershire, England"
"LY7V-FT6","Birth","1435","Walden, Essex, England"
"LZRR-PFH","Birth","1432","Lillingstone Lovell, Buckinghamshire, England"
"L2XF-2PF","Birth","1470","Oxford, Oxfordshire, England"
"L2XF-253","Birth","1470","Oxford, Oxfordshire, England"
"G7MV-QF2","Birth","1479","Bolton, Lancashire, England, United Kingdom"
"G2D6-J7V","Birth of Child","1515",NA
"GLW5-V3M","Birth","1480","Clifton, Lancashire, England"
"GLW5-229","Birth","1482","Clifton, Lancashire, England"
"KLQC-HH5","Birth","1489","Farnworth, Lancashire, England"
"KZ5L-84J","Birth","1503","Farnworth, Lancashire, England"
"GCQH-HK9","Birth","1465","Blakiston, Durham, England"
"GVNW-W23","Birth","1466",NA
"G8TQ-KS7","Birth","1473","Whytehill, , Durham, England"
"GKKW-7Z2","Birth","1462","Yorkshire, England"
"GKYY-CQR","Birth of Child","1505","Gibside, Durham, England"
"GKYT-K14","Birth of Child","1505","Gibside, Durham, England"
"GKYY-9NS","Birth of Child","1503","Of, Durham, Engl"
"GKYT-Y3K","Birth of Child","1503","Of, Durham, Engl"
"LL9G-LFJ","Birth","1476","Benenden, Kent, England"
"L56B-N71","Birth","1492","Hawkhurst, Kent, England"
"MTCH-CZD","Death",NA,NA
"LC2C-TXF","Birth","1441","Berrynarbor, Devon, England"
"GS6M-G3F","Birth","1453","Spain"
"GGL6-SB3","Birth","1465","Berrynarbor, Devon, England"
"LTS2-2M5","Birth","1466",NA
"9HYX-KL5","Birth","1460","Glamorgan, Wales"
"937S-Q4P","Birth","1465","Glamorgan, Wales"
"LZXD-HFH","Birth","1465","Glamorgan, Wales"
"LZXD-HFZ","Birth","1470","Llandegai, Caernarfonshire, Wales"
"9F3J-G8V","Birth","1463","Prys y Gedwyn, Gower, Gwlad Morgan, Wales"
"K4F1-G7P","Birth","1465","Glamorgan, Wales"
"KHC2-D26","Birth","1475","Glamorgan, Wales"
"9F3J-GZG","Birth","1477","Glamorgan, Wales, United Kingdom"
"G7TZ-LQP","Birth","1455","England, United Kingdom"
"937Q-N8Y","Birth","1559","of Glyn-nedd,Cadoxton,Glamorganshire,Wales"
"LYQB-5VZ","Birth","1474","Meisgyn, Pen y lan, Glamorgan, Wales, United Kingdom"
"93QV-G58","Birth",NA,"of Llwyn Dafydd,Llandysiliogogo,Cardiganshire,Wales"
"9HYX-3LH","Death",NA,NA
"GKS7-RB7","Birth","1500",NA
"2HKB-8QG","Birth","1420","Kildonan,Kilmory, North Ayrshire, Ayrshire and Arran, Scotland, United Kingdom"
"LQ5V-DMH","Birth","1430","Ayr, Scotland, United Kingdom"
"99QF-SZF","Birth","1452","Cathcart House, Cathcart, Renfrewshire, Scotland"
"LZLC-DYX","Birth","1460","Drumlanrig Castle, Dumfriesshire, Scotland"
"KG3M-JP6","Birth","1455","Carleton, Ayrshire, Scotland"
"4K4B-N19","Birth","1460","Gadgirth, Ayrshire, Scotland"
"GCF6-LVW","Birth","1470","Dumfries and Galloway, Scotland"
"L1KG-25D","Birth","1472","Cockpool, Dumfriesshire, Scotland"
"GDNB-6KN","Birth","1460","Scotland"
"GDNB-FCB","Birth","1470","Scotland"
"GG28-VNG","Birth","1466","Cathcart, Renfrewshire, Scotland"
"LTM8-83T","Birth","1465","Lochow, Argyllshire, Scotland"
"LYTF-5PX","Birth","1459","Darnley Castle, Renfrewshire, Scotland"
"LWFL-KQB","Birth","1376","Wales"
"L87Y-9YQ","Birth","1391","Wales"
"937V-M6J","Birth","1400","of,Llangadwaladr,Anglesey,Wales"
"G6PR-F3J","Birth","1404","Llangadwaladr, Anglesey, Wales"
"933T-X7T","Birth","1413","of,Twrcelyn cmt,Anglesey,Wales"
"GDP5-SVB","Birth","1413","Anglesey, Wales"
"GLY1-NG9","Birth","1385","Llanwnda, Caernarvonshire, Wales"
"GZD8-R4J","Birth","1399","Montgomery, Montgomeryshire, Wales"
"GJC7-2QB","Birth","1405","Wales"
"GC9L-H72","Birth","1407","Penwyn, Caernarvonshire, Wales"
"LTXY-DDX","Birth","1395","Vienna, , Wien, Austria"
"LTXY-HVZ","Birth","1395","Vienna, , Wien, Austria"
"LVZF-YPL","Birth","1410","Glynllifon, Caernarvonshire, Wales"
"937V-PGK","Birth","1394","Marchwiel, Denbighshire, Wales"
"LBF8-VB6","Birth","1404","Montgomeryshire, Wales"
"G6PV-Y6K","Birth","1408","Bristol, Gloucestershire, England"
"99FT-85D","Birth","1380","Wales"
"LV4J-B7Q","Birth","1372","Frostenden, Suffolk, England"
"L4QZ-K7H","Birth","1374","Anlaby, Yorkshire, England, United Kingdom"
"GCSR-ZK7","Birth","1420","Hamerton, Wiggleworth, Yorkshire"
"G7X6-Z3B","Birth","1414","Hamerton, Yorkshire, England"
"LT4K-87C","Birth","1403","Otterburn, Yorkshire, England"
"GWYX-GKY","Birth","1408","Beamsley, Yorkshire, England"
"GSKV-JJD","Birth","1430","Suffolk, England"
"GSKV-X85","Birth","1430","Suffolk, England"
"LBSM-WZV","Birth","1440","Belgrave, Leicestershire, England"
"LTXG-1J7","Birth","1442","Montgomery, Montgomeryshire, Wales"
"G49F-F2T","Birth","1452","Wigston Magna, Leicestershire, England, United Kingdom"
"GLVM-V5L","Birth","1455","Leicestershire, England"
"GQTZ-K3X","Birth","1420","Millom, Cumberland, England"
"GX4H-NXW","Birth","1430","Alnwick, Northumberland, England"
"LT7P-QJQ","Birth","1431","Salisbury, Wiltshire, England"
"LZLP-R19","Birth","1441","Borough Green, Kent, England"
"GNHN-PB7","Birth","1460","Ticehurst, East Sussex, England, United Kingdom"
"94FS-VTP","Birth","1464",", , Warwickshire, England, United Kingdom"
"LYSQ-4NG","Birth","1450","Watton at Stone, Hertfordshire, England"
"LYSQ-HQ9","Birth","1460","Tamworth Castle, Baddesley, Staffordshire, England"
"GQ3V-G48","Birth","1455","Kent, England"
"G2JM-BGQ","Birth","1464","Bexley, London, England, United Kingdom"
"LRDB-KKK","Birth","1459","Watton, Hertfordshire, England"
"LVBM-MG1","Birth","1459","Gipping Hall, Stowmarket, Suffolk, England"
"LH8T-H53","Birth","1440","Worleston, Cheshire, England, United Kingdom"
"LH8T-HR6","Birth","1444","Shropshire, England, United Kingdom"
"LTSK-WH5","Birth","1420","Fenny-Bentley, Derbyshire, England"
"L2G4-GDY","Birth","1422","Arclid, Cheshire, England"
"LVZW-LM7","Birth","1475","Sherford, Devon, England, UK"
"LVZW-LSH","Birth","1475","Sherford, Devon, England, UK"
"LHGL-3WX","Birth","1455","Long Stratton, Norfolk, England"
"GX1P-WQ1","Birth","1465","Long Stratton, Norfolk, England"
"LYJZ-818","Birth","1446","Athelhampton, Dorset, England"
"L2RY-ZYF","Birth","1449","Hinton St George, Somerset, England"
"GGLP-KC2","Birth","1446","Athelhampton, Dorset, England"
"G8J8-TJD","Birth","1469","Bishop's Lynn, Norfolk, England"
"G8J8-RXZ","Birth",NA,"Gronigon, Hollande"
"M6CM-732","Birth","1470","England"
"M6CM-7QC","Marriage","1492","Croston,Lancashire,England"
"LVF6-X59","Birth","1423","Angmering, Sussex, England"
"274Q-VGX","Birth","1433","Angmering, Sussex, England"
"G7D7-XTL","Birth","1439","Caron-uwch-clawdd, Cardiganshire, Wales"
"GJZ6-PVB","Birth","1439","St Clement, Cornwall, England"
"GLX4-56N","Birth","1390",NA
"GLX4-HHD","Birth","1375","Lincolnshire, England, United Kingdom"
"GMNH-FKP","Birth","1425","Little Baddow, Essex, England"
"GVT5-K92","Birth","1425","Sawbridgeworth, Hertfordshire, England"
"G2Z1-CR7","Birth","1418","Denbighshire, Wales"
"GLH1-QCV","Birth","1418",NA
"GW4L-3Z3","Birth","1442","Dumfries,Dumfries and Galloway,,Scotland"
"LR5H-VRH","Birth","1435","Cardiff, Glamorgan, Wales"
"G7K6-WMY","Birth","1425","Durham, Durham, Durham, England, United Kingdom"
"G3BP-M3L","Birth","1430",", , , England, United Kingdom"
"KFK5-35P","Birth","1440","Wales"
"KFK5-QJB","Birth","1450","Henllan, Denbighshire, Wales"
"LR5Q-YJQ","Birth","1430","Calverley, Yorkshire, England"
"M4CT-B4P","Birth","1435","Yorkshire, England"
"G92Z-HN8","Birth","1440","Howley, Yorkshire, England"
"M3VV-MW8","Birth","1440","Yorkshire, England"
"LZYZ-4GD","Birth","1399","Ashton Hall, Lancaster, Lancashire, England"
"GSF8-KG9","Birth","1395","Ashbourne, Derbyshire, England"
"G94Y-Y61","Birth","1394","Sudeley, Gloucestershire, England"
"MQG8-PQY","Birth","1393","England"
"K2V9-RHY","Birth","1402","Yorkshire, England, United Kingdom"
"K2V9-5TS","Birth","1417","Woodsome, Yorkshire, England"
"G7JN-7SD","Birth","1439","Bolton, Lancashire, England"
"G7JF-J32","Birth","1464","England"
"9ZHC-S7M","Birth","1440","North Elmsall, Yorkshire, England"
"LVP9-B1Z","Birth","1445","Aldwark Manor, Yorkshire, England"
"L6YM-6YM","Birth","1440","Woolley, Yorkshire, England"
"MJDM-Q6T","Birth","1441","Wortley, Yorkshire, England"
"LHKS-67Q","Birth","1418","Of, Ragnall, Nottinghamshire, England"
"LHKS-DY1","Birth","1420","Ragnall, Nottingham, England, Great Britain"
"29WH-CQQ","Birth","1428","Ashby Folville, Leicestershire, England"
"GKZ7-VKV","Birth","1425","Ashby Folville, Leicestershire, England"
"GL9F-5MQ","Birth","1455","Coxwell, Berkshire, England, United Kingdom"
"LRSC-X1F","Birth","1458","Coxwell, Berkshire, England, United Kingdom"
"GVP5-2HV","Birth","1451","Walleye, Berkshire, England"
"G85X-FDX","Birth","1448","Cheshire, England"
