"fid","type","year","place"
"GHP8-8S7","Birth","1137","Grosmont, Monmouthshire, Wales"
"GXJ3-YSX","Birth","1170","Pwlldyfach, Aber-nant, Carmarthenshire, Wales"
"GXJM-25M","Birth","1170","Pwlldyfach, Aber-nant, Carmarthenshire, Wales"
"GXJM-JXR","Birth","1170","Carmarthenshire, Wales"
"9331-HPF","Birth","1308","of,Rhoscolyn,Anglesey,Wales"
"933B-7V3","Birth","1280","Llanfair Tlhrn, Uwch Aled, Denbighshire, Wales"
"93QM-CTH","Birth",NA,"of,Rhos ctf,Denbighshire,Wales"
"93QZ-T39","Birth","1348","of,Abergele,Denbighshire,Wales"
"GXBD-S7C","Birth","1352","Abergele, Denbighshire, Wales"
"LYFV-77X","Birth","1200","Longford, Wiltshire, England"
"G9PL-12X","Birth","1190","Horton, Northamptonshire, England"
"GK67-FJV","Birth","1148","Gloucester, Gloucestershire, England"
"LB9J-7VW","Death",NA,NA
"M4JV-MP7","Birth","1300","Fenne,Devon,Eng"
"MY7W-WNT","Birth","1305","Of Fenne,Devon,Eng"
"L4NB-KDV","Birth","1300","Fenne,Devon,Eng"
"M4JV-CVJ","Birth","1305","Of Fenne,Devon,Eng"
"GQ11-NPL","Birth","1165","Charlton Adam, Somerset, England, United Kingdom"
"GQ11-X28","Birth","1163","Chester, Cheshire, England, United Kingdom"
"G9X3-7F4","Birth","1165","Charlton, Somerset, England"
"GS9M-GPC","Birth","1178","Chester, Cheshire, England"
"LYK6-VPJ","Birth","1157","Beverson, England, United Kingdom"
"LYKX-7S3","Birth","1242","England"
"LR85-3Z8","Birth","1162","Denchworth, Berkshire, England"
"LR8P-Y3L","Birth","1170","Hyde, Cheshire, England"
"G8QJ-X7X","Birth","1186","Ashby de la Zouch, Leicestershire, England"
"GJM5-1JY","Birth","1165","North Cadbury, Somerset, England"
"LCQZ-6ZQ","Birth","1159","Castle Cary, Somerset, England"
"GV78-6XM","Birth","1190","England"
"GLMB-GTX","Birth","1200","England"
"GWCV-H95","Birth","1168","Thorpe Manor, Tattershall, Lincolnshire, England"
"GZRV-DHZ","Birth","1190","Norfolk, England"
"MMWC-HVZ","Birth","1170","Trematon Castle, Saltash, Cornwell, ENGLAND"
"L5ZN-T3K","Birth","1174","Norfolk, England"
"GH6B-SCR","Birth","1173","Wormegay, Norfolk, England"
"GCKF-BY9","Birth","1138","Little Bromley, Essex, England"
"GKDP-X6G","Birth","1139","Little Bromley, Essex, England"
"G28V-2XL","Birth","1128","London, Middlesex, England"
"G28V-RDR","Birth",NA,"Surrey, England"
"LDR2-C9V","Birth","1180","England"
"GMND-QR6","Birth","1171","Oxburgh Hall, Oxborough, Norfolk, England"
"GGL1-YZX","Birth","1180","England"
"LKSP-JV8","Birth","1200","Mundford, Norfolk, England, United Kingdom"
"LKSP-JK7","Birth","1200",NA
"GJM1-1K3","Birth","1210","Lincolnshire, England"
"9HZ3-1KP","Birth","1250","England"
"L4B2-SD1","Birth","1252","England"
"LCCF-NXK","Birth","1201","Coningsby, Lincolnshire, England"
"LXQV-Q4P","Birth","1169","Tong Castle, Kent, England"
"KVFB-JC1","Birth","1206",NA
"GHJH-2C7","Birth","1185","Standish, Lancashire, England"
"LJP3-VN5","Birth","1165","Hampshire, England"
"LJP3-KM1","Birth","1170","England"
"GSF5-VV4","Birth","1210","County Cork, Ireland"
"GSF5-GDJ","Birth","1216","Donegal, County Donegal, Ireland"
"9SLB-ZNV","Birth","1090","Ross-shire, Scotland"
"GDDF-NWQ","Birth","1100","Scotland"
"GM8K-QM6","Birth","1125","Invercauld, Aberdeenshire, Scotland"
"GMVP-DQP","Birth","1130","Scotland"
"LX3R-YMN","Birth","1214","France"
"G71F-FT4","Birth","1215","Derbyshire, England"
"G7K5-3HT","Birth","1219","Derbyshire, England"
"LB23-HBN","Birth","1220","Derbyshire, England"
"GZV8-2M8","Birth","1225","England"
"GS6T-VKT","Birth","1152","England"
"9QQ9-QMP","Birth","1242","NOTTINGHAMSHIRE, ENGLAND"
"9QQL-BNZ","Birth","1245","NOTTINGHAMSHIRE, ENGLAND"
"29YR-MPZ","Birth","1190","Bredbury, Cheshire, England"
"GN79-11P","Birth","1250","Haydock, Lancashire, England"
"GN4Y-DZ7","Birth","1260","Haydock, Lancashire, England, United Kingdom"
"LB6H-FM6","Birth","1235","England"
"KHPR-8KH","Birth","1209","Newton-Peverell, Wimborne, Dorset, England"
"LHPV-4FK","Birth","1250",NA
"G6V4-6QY","Birth","1224","Bolebrook, Sussex, England"
"KN1S-9B8","Birth","1264","Walford, Shropshire, England"
"KN19-DT1","Birth","1266","England"
"LVJ1-JCD","Birth","1255","Clermont, Auvergne, France"
"G8QG-3Z7","Birth","1245","Mercoeur, Haute-Loire, Auvergne-Rhône-Alpes, France"
"GFQZ-9BQ","Birth","1249","Valence, Drôme, Auvergne-Rhône-Alpes, France"
"GC4Z-LV8","Birth","1266","Switzerland"
"G7F6-DRF","Birth","1173","Baudour, Hainaut, Belgique"
"GVQ7-D82","Birth","1184",NA
"G7RT-WDF","Birth","1205","Mailly-Raineval, Somme, Picardie, France"
"G7RT-MYZ","Birth","1210","Nanteuil-le-Haudouin, Senlis, Oise, Picardie, France"
"KZBY-DGC","Birth","1210","of,Fagnolle,Namur,Belgium"
"9ZH3-74T","Birth of Child","1265",NA
"LHTP-KM4","Birth","1221","Vianden, Luxemburg"
"GX91-9GL","Birth","1203","Neu-Isenburg, Hesse-Nassau, Germany"
"99JV-Y8T","Birth of Child","1252","Houffalize,Luxembourg,Belgium"
"G8NP-BBH","Marriage","1180","France"
"G8NP-TRF","Marriage","1180","France"
"GM42-NKN","Birth","1203","Condé-sur-l'Escaut, Nord, Nord-Pas-de-Calais, France"
"9ZHY-BN3","Birth","1246","Carcassonne, Aude, France"
"G41Z-S5K","Birth","1222","Oudenaarde, Oost-Vlaanderen, België"
"LK5P-WCG","Birth","1222","of,Soissons,Aisne,France"
"KLF9-N9S","Birth","1198","France"
"9CHW-LJ4","Birth","1185","Blaison, Maine-et-Loire, Pays de la Loire, France"
"GG71-V7W","Birth","1192","Chauvigny, Vienne, Nouvelle-Aquitaine, France"
"GV2F-5HQ","Birth","1210","-,,,,FRANCE,"
"9C7F-YFF","Birth","1207","of,Villebeon,Seine-et-Marne,France"
"9WQY-T9M","Birth","1203","France"
"KN8N-ZZ3","Birth","1235","Upton Pyne, , Devonshire, England"
"G6SB-WWK","Birth","1270","devonshire, eng"
"GXQL-S16","Birth",NA,NA
"GK4L-HBX","Birth","1307","Castle Elderslie, Renfrewshire, Scotland"
"GVL5-TT6","Death",NA,NA
"KJWD-MR5","Birth","1285","Winkleigh, Devon, England"
"L7J4-Q6Y","Birth","1289","of Exeter, Devon, England"
"G83C-T2Z","Birth","1289","Shirwell, Barnstaple, Devonshire, England, United Kingdom"
"GXQP-Q3P","Birth","1288","Winkleigh, Devon, England, United Kingdom"
"KP34-JDC","Birth","1280","Abbey Dore, Herefordshire, England"
"K4KL-5F8","Birth","1296","Abbey Dore, Herefordshire, England"
"GVY6-4VZ","Birth","1270",NA
"GVY6-X43","Birth","1275",NA
"GMNR-9MH","Birth","1282","Tremaine, Cornwall, England"
"GMN5-GY5","Birth","1296","Falmouth, Cornwall, England"
"LVVQ-VCB","Birth","1248","Dunster, Somerset, England"
"GZVZ-5TF","Birth","1279","Wolverton, Buckinghamshire, England, United Kingdom"
"G8XR-4XL","Birth","1300",NA
"G8XR-4QZ","Birth","1307","Devon, England"
"GC7H-M4R","Birth","1225",NA
"GC7H-STX","Birth","1225","Europe"
"LXQ7-NYY","Birth","1170",NA
"K1T8-NCL","Birth","1190","Bothwell Castle, Morayshire, Scotland"
"GHTX-38N","Birth of Child","1205","Scotland"
"GJ9D-C58","Birth","1200","England"
"GJ9D-ZTT","Birth","1205","Weston, Staffordshire, England, United Kingdom"
"GJ9D-B19","Birth","1202","West Hall, High Leigh, Cheshire, England, United Kingdom"
"L4BD-38X","Birth","1187","Kedleston, Bepler, Derbyshire, England"
"KCDD-3G6","Birth","1183","Kedleston, Derbyshire, England"
"G2Z7-5MS","Birth","1480","Middleton, Westmoreland, England"
"G2Z8-HMM","Birth","1484","Wormington, Gloucestershire, England"
"LJY9-888","Birth","1155","Lyneham, Yealmpton, Devonshire, England"
"LTVP-7R8","Birth","1158","Lydeard St Lawrence, Taunton, Somerset, England"
"GDJR-DBY","Birth","1255","Tilney with Islington, Wisbech, Norfolk, England"
"GDJR-8ZH","Birth","1245","England"
"GKNS-1PC","Birth","1172","Herefordshire, England"
"9CX7-JR9","Birth","1178","England"
"9ZCR-N16","Birth","1208","England"
"9ZCR-JMV","Birth","1213","England, United Kingdom"
"LY7Y-XWX","Birth","1186","Winterbourne, Gloucestershire, England, United Kingdom"
"L4MM-Q89","Birth","1190","Winterbourne, Berkshire, England"
"GNZ7-GRL","Birth","1202",NA
"GX3N-FH3","Birth","1215","Cawdor, Nairnshire, Scotland"
"GXLL-NR9","Birth","1205","Black Isle, Highland, Scotland, United Kingdom"
"LC8R-945","Birth","1205","Cawdor, Nairnshire, Scotland"
"LV6G-TNS","Birth","1255","Yorkshire West Riding, England"
"KGJV-BT5","Birth","1170","Merton, Merton, Surrey, England"
"KGJV-BYK","Birth","1175","Tydd Saint Mary, South Holland, Lincolnshire, England"
"KHSK-C2L","Birth","1178","Great Tangley Manor, Wonersh, Surrey, England"
"LYB9-W31","Birth","1180","Tangley, Surrey, England"
"LCZL-SCX","Birth","1225","Dumbarton, Strathclyde, Scotland, United Kingdom"
"9W9Q-HD4","Birth","1185","Scotland"
"GKZD-5GN","Birth","1161","Seine-Maritime, Upper Normandy, France"
"GXXH-FBP","Birth","1179","França"
"GVSC-6X6","Birth","1095","Clopton, Suffolk, England, United Kingdom"
"GVCY-RF6","Birth","1095","England"
"G25S-7G7","Birth","1090","Buckenham, Norfolk, England"
"G25S-SXZ","Birth","1094","of Buckenham, Norfolk, England"
"G3T4-YDT","Birth","1120","Marston Trussel, Northamptonshire, England, United Kingdom"
"G3T4-BYC","Birth","1115","England"
"GQ7Y-19C","Birth","1129","Loxley, Yorkshire, England"
"G3QP-2BP","Birth","1140",NA
"GVZS-NVT","Birth of Child","1160","England, United Kingdom"
"MR8M-29M","Birth","1183","Northumberland, England"
"GLKP-46K","Birth","1187","Northumberland, England"
"GL62-1TM","Birth","1145","Avon, Hampshire, England"
"LK74-FZX","Birth","1150","Darfield, Yorkshire, England"
"GHNK-28N","Birth","1180","England"
"GHNK-53F","Birth","1190","England"
"GQL7-T2G","Birth","1110","Long Lawford, Warwickshire, England"
"G6L8-72V","Birth","1121","Long Lawford, Warwickshire, England"
"LCRW-JKT","Birth","1129","Yorkshire, England"
"GGRL-VCG","Birth of Child","1144","Ferlington, Yorkshire, England"
"M85D-4D8","Birth","1220","Inglaterra"
"G6K4-2TY","Birth","1240","Greystoke, Cumberland, England"
"M29P-XXS","Birth","1205","Northumberland, England"
"GLFN-ZY5","Birth","1194","Widdrington,Northumberland,England."
"LRG8-C96","Birth","1160","Somerset, England"
"LKDF-GHP","Birth","1190","Devon, England"
"LKDF-PPH","Birth","1195","Devon, England"
"9S9P-4VN","Birth","1206",NA
"LH63-XQK","Birth","1220","of Coking, & Weston, Sussex"
"GQZK-R9T","Birth","1228","Of, Wiston, Sussex, England"
"LCCF-GNQ","Birth","1527","Poltimore, Devon, England"
"LZKM-8JQ","Birth","1532","Brympton, Somerset, England"
"GKJY-KZZ","Birth","1537","Barrington, Somerset, England"
"LCP6-3NQ","Birth","1543","Hornby Castle, Lancashire, England"
"LH8V-WN3","Birth","1553","Colyton, East Devon district, Devonshire, England, United Kingdom"
"LH8V-WC8","Birth","1557","Colyton, East Devon district, Devonshire, England, United Kingdom"
"G4YT-VNP","Birth","1225","england"
"GXN2-3XG","Birth","1170","Aberhonddu, Breconshire, Wales"
"GXJM-4SV","Birth","1170","Pen-llin, Glamorganshire, Wales"
"GMM2-WNV","Birth","1202","Llanfair,Cilgedin,Monmouthshire,Wales"
"94RJ-QMG","Birth","1205","Crucywel, Llangatwg, Breconshire, Wales"
"G7QY-9HD","Birth","1155","Wales"
"GLPT-58G","Birth","1130","Montgomeryshire, Wales"
"93Q3-XMZ","Birth","1200","Llandysilio, Montgomeryshire, Wales"
"G6YP-FW1","Birth","1204","Llandysilio, Montgomeryshire, Wales"
"K12C-5V4","Birth","1300","Gwent, Wales, United Kingdom"
"G61S-R2H","Birth","1239","Boughrood, Radnorshire, Wales"
"G34P-9MM","Birth","1250","Arwystli, Montgomeryshire, Wales"
"GKPK-VZQ","Marriage","1278","Europe"
"LRFK-527","Birth","1230","Mounton, Yr As Fawr, Glamorgan, Wales"
"9CX7-BNV","Birth","1259","Wales"
"9CX7-BN2","Birth","1260","Monmouthshire, Wales"
"GNQN-DVL","Birth","1150",NA
"9HYX-39N","Death",NA,NA
"9HYX-396","Death",NA,NA
"LBVT-BW5","Birth","1275","Bradenham, Buckinghamshire, England"
"G948-NDX","Birth","1280","Bedale, Yorkshire, England"
"GDVX-KSB","Birth","1270","Bradenlove, Wycombe, Buckinghamshire, England, United Kingdom"
"K2SG-QNN","Birth","1274","Bratton Clovelly, West Devon, Devonshire, England, United Kingdom"
"GMN5-G3G","Birth","1268","Ash, Devon, England"
"KC3X-RM7","Birth","1272","Orwey, Throwleigh, Devon, England"
"9Q3Y-4F6","Birth","1275","Badeston, Somerset, England"
"9Q3Y-4F1","Birth","1283","Devon, England"
"GQ8B-LTT","Birth","1115","Norfolk, England"
"GHDX-65K","Birth","1150","Norfolk, England"
"K8GX-RNX","Birth","1180","Wales"
"LK9W-W81","Birth","1185","England"
"LVKY-X76","Birth","1208","Norfolk, England"
"LVKY-XHH","Birth","1215","england"
"9H9R-LYC","Birth","1189",NA
"LJ5Y-8SZ","Birth","1220","Norfolk, England"
"LJR3-SKF","Birth","1220","Norfolk, England"
"KXFB-5QC","Birth","1185","Of, Oakley, Northamptonshire, England"
"KXFB-5QZ","Birth","1190","Of, Oakley, Northamptonshire, England"
"LQDZ-86H","Birth","1128","Eatington, Warwickshire, England"
"LHLQ-8HZ","Birth","1137","Haughton, Nottinghamshire, England"
"LH81-35H","Birth","1149","Essex, England"
"LH81-3TP","Birth","1150","England, United Kingdom"
"LTYP-9FL","Birth","1151",NA
"LJY1-6RZ","Birth","1162","Whorlton In Cleveland, Yorkshire, England"
"G4L5-M5T","Birth","1145","England, United Kingdom"
"G8TN-D1D","Birth","1155","Drayton Basset, Staffordshire, England"
"GDTN-6TL","Birth","1165","Drayton Bassett Manor, Tamworth, Staffordshire, England"
"GKYF-K1Y","Birth","1158","Henley On Thames, Oxfordshire, England"
"GKYF-1PM","Birth","1153","Tunbridge Castle, Kent, England"
"GV92-PZB","Birth","1130",NA
"GV92-P87","Birth","1138",NA
"GZY5-59N","Birth of Child","1185","Tideswell, Derbyshire, England"
"LC2Q-6NL","Birth","1207","Cambridge, Cambridgeshire, England"
"LDWS-4N1","Birth","1205","Caxton, Cambridgeshire, England"
"L6BJ-XCX","Birth","1180","Cromwell, Nottinghamshire, England"
"LDP2-4J2","Birth","1229","Rushall, Staffordshire, England"
"GVJ8-666","Birth","1231","Rushall, Staffordshire, England, United Kingdom"
"G6DH-ZWW","Birth","1236","Rowley Regis, Staffordshire, England, United Kingdom"
"L5K4-MYS","Birth","1232","Staffordshire, England"
"L5K4-3TT","Birth","1232","Staffordshire, England"
"LDPG-JMC","Birth","1226","Staffordshire, England"
"L5KS-GMY","Birth","1227","Thirkelby, Yorkshire, England"
"9CXH-2T7","Birth","1166","Leamington Hastings, Warwickshire, England"
"G7BN-GXX","Birth","1160","Chebsey, Staffordshire, England"
"LHCF-XBB","Birth","1165","Sapcote, Leicestershire, England"
"LHCF-F9C","Birth","1166","Derbyshire, England, United Kingdom"
"L2V4-MX3","Birth","1117","Blacon, Cheshire, England"
"L2VW-5H6","Birth","1120","England"
"M9NJ-J5N","Death",NA,NA
"LRN2-SX6","Birth","1140","Gedding, Suffolk, England, United Kingdom"
"GH1X-MP9","Birth","1142","England, United Kingdom"
"L8WV-YR6","Birth","1154","Little Saxham, Suffolk, England"
"LV54-MSN","Birth","1159","Little Saxham, , Suffolk, England"
"GWJ2-BRL","Birth","1160","England"
"GMJ9-Z8D","Birth","1170","England"
"GWRB-P77","Birth","1152","Gedney, Holbeach, Lincolnshire, England"
"K12X-BGG","Birth","1155","Mileham, Norfolk, England"
"LVS1-5Q4","Birth","1200","Sherwill, Devonshire, England"
"G64M-9K2","Birth","1160","Poynings, Sussex, England"
"GFM4-M1V","Birth","1164","Poynings, Sussex, England"
"9QQW-FX5","Birth","1180","Eastwelle, Kent, England"
"GQRH-39B","Birth","1195","Eastwell,Ashford,Kent,England."
"LY2X-83S","Birth","1210","Leeds, Kent, England"
"M2LJ-188","Birth","1207",",Kent,England."
"LZK7-FB9","Birth","1210","Mochettes,Fen Ditton, Cambridgeshire, England"
"KL6N-Y13","Birth","1194","England"
"GKRB-WD2","Birth","1195","Soothill, Yorkshire, England"
"LRSS-K3G","Birth","1195","Castle Hoel, County Kilkenny, Ireland"
"LRSS-N6S","Birth","1195",NA
"GW5R-Z7F","Birth","1180","Leicester, Leicestershire, England, United Kingdom"
"GW5R-NV3","Birth","1190","England, United Kingdom"
"G2XQ-RWL","Birth","1200","England"
"GNMT-ZJC","Birth","1218","United Kingdom"
"L5LT-KPR","Birth","1188","England"
"L5LT-KZX","Birth","1188","England"
"L5LT-VG9","Birth","1190","England"
"G6X4-TC7","Birth","1190","England"
"9733-Q4L","Birth","1192","Leegomery, Shropshire, England"
"LCX6-ZRN","Birth","1196",NA
"LZJ4-CKS","Birth","1196","Buglawton, Cheshire, England, United Kingdom"
"GV5N-F64","Birth","1197","Buglawton, Cheshire, England, United Kingdom"
"GHV6-CPZ","Birth","1071","Wychnor, Burton-upon-Trent, Staffordshire, England"
"GC4H-484","Birth","1094","Stockton, Warwickshire, England"
"293T-94T","Birth","1160","England"
"LTB9-W5R","Birth","1195","Tamhorn, Staffordshire, England"
"LTBM-RRF","Birth","1171","Hertfordshire, England, United Kingdom"
"GMF8-9VJ","Birth","1173","Sydenham, Somerset, England"
"GK1H-SKP","Birth of Child","1201","Sydenham, Somerset, England"
"GMN8-PGP","Birth","1180","Clinton, Thame, Buckinghamshire, England"
"GNBH-9VS","Birth","1204","Tackley, Oxfordshire, England, United Kingdom"
"9CX4-ZVP","Birth","1207","Oxfordshire, England"
"GKV9-34R","Marriage","1136","Europe"
"GKV9-62K","Marriage","1136","Europe"
"GVT2-K7Q","Birth","1100","L'Aigle, Orne, Normandie, France"
"GK94-KB8","Birth","1114","England"
"GG8Z-GCH","Birth","1202",NA
"GG8Z-CGZ","Birth of Child","1230",NA
"GSLC-N34","Birth","1210","Westminster Abbey, Westminster, London, England, United Kingdom"
"GSLC-LX5","Birth","1210","England"
"GD8B-1D1","Birth","1211","England, United Kingdom"
"GKGP-M34","Birth","1213","England, United Kingdom"
"GDW7-T6M","Birth","1165","Warwick, Warwickshire, England"
"G46J-22T","Birth","1158",NA
"LHTR-7CZ","Birth","1195","Helston, Cornwall, England"
"GXWJ-Q26","Birth","1199","Cornwall, England"
"LZ9S-B2V","Birth","1196","Sydenham Damerel, Devon, England"
"L6ZH-8PN","Birth","1200","Lincolnshire, England"
"2Z31-QLM","Birth","1199","Prideaux, Devon, England"
"LHKV-PWG","Birth","1193","Orcharton, Devonshire, England"
"GC4F-LVX","Birth","1202","Devon, England"
"GFNX-KPG","Marriage","1220","England"
"LDWC-W5V","Birth","1160","North Weston, Oxfordshire, England"
"LBVN-H8R","Birth","1160","England"
"GNBV-GL3","Birth","1189","Southwick, Northamptonshire, England"
"GNBR-DYR","Birth","1180","Southwick, Northamptonshire, England"
"97SP-74Y","Birth of Child","1235","Long Itchington, Warwickshire, England"
"GW21-45S","Birth of Child","1235","Long Itchington, Warwickshire, England"
"L2CC-MVY","Birth","1171","England"
"LH5G-9BQ","Birth","1174","Wolston, Warwickshire, England"
"GDH4-8WR","Birth","1202","Strensham, Worcestershire, England"
"GNBP-F53","Birth","1204","Gloucestershire, England"
"GDLN-YS7","Birth","1225","England"
"GDLN-58L","Birth","1231","Corston, Wiltshire, England, United Kingdom"
"MWTM-QVW","Birth","1149","Of Marsham, Norfolk, England"
"GG8F-BCN","Birth","1138","Palermo, Sicilia, Italy"
"GGDM-RLF","Birth","1155","Rome, Rome, lazio, Italy"
