"fid","type","year","place"
"G7L9-PHM","Birth","1206","Hatfield, Yorkshire, England"
"GMFR-BZN","Birth","1207","Bradwell, Suffolk, England"
"G8NT-D1D","Birth","1204","Hope, Derbyshire, England"
"GZH6-QWJ","Birth","1206","Ixworth, Suffolk, England"
"G6G1-V9Z","Birth","1164","Chipping Warden, Northamptonshire, England, United Kingdom"
"GC98-WHL","Birth","1168","Chipping Warden, Northamptonshire, England"
"G849-CNZ","Birth","1185","Lancashire, England, United Kingdom"
"M1XC-PS3","Birth","1185","Warton, Lancashire, England"
"LBWR-HLC","Birth","1195","Warton, Lancashire, England, United Kingdom"
"LVDP-HNC","Birth","1202","Warton, Lancashire, England"
"GNXV-XDY","Birth","1165","Newbold, Nottinghamshire, England, United Kingdom"
"GNXV-L21","Birth","1160","Newbold, Nottingham, England"
"LKQP-JBD","Birth","1150","Lowdham, Nottinghamshire, England"
"GJT6-K6R","Birth","1151","England, United Kingdom"
"G2JT-687","Birth","1175","Ecclesfield, Yorkshire, England"
"GWYG-3GH","Birth","1170","Cheadle, Staffordshire, England"
"G8W1-V86","Birth","1170","Cheadle, Staffordshire, England"
"LHD4-F6B","Birth","1180","Gonalston, Nottinghamshire, England"
"L6HZ-LGB","Birth","1182","Belper, Derbyshire, England"
"LY77-T37","Birth","1207","Hodnet,Shropshire,England"
"G8MY-1J3","Birth","1210","England"
"LY71-RFH","Birth","1220","Isenhampstead Chenies,Buckinghamshire,England"
"LY71-YS8","Birth","1224","England"
"LYWM-SRF","Birth","1214","England"
"GSRN-P7F","Birth","1218","England"
"LY38-5W8","Birth","1265","Freeford,Staffordshire,England"
"LY37-YG8","Birth","1170","Hamstall Ridware, Staffordshire, England"
"G9SV-QW3","Birth","1180","Staffordshire, England"
"KNHW-S7D","Birth","1183","Kettlebaston, Suffolk, England"
"KFN1-5SD","Birth","1184","England, United Kingdom"
"KN7J-XS2","Birth","1190","Norbury Hall, Derbyshire, England"
"9S1N-9NW","Birth","1110","Oxfordshire, England"
"GGG7-ZFW","Birth","1125","Rayleigh, Essex, England"
"9STQ-HGV","Birth","1115","Aylesbury, Buckinghamshire, England"
"GC81-6YM","Birth","1142","Stanstead, Essex, England"
"LZKC-CQC","Birth","1140","Chillington Hall, Wolverhampton, Staffordshire, England, United Kingdom"
"LCMH-CB4","Birth","1142","Fonthill Gifford, Salisbury, Wiltshire, England, United Kingdom"
"G3Y5-1P9","Birth","1106","Wem, Shropshire, England"
"MDC2-B2Z","Birth of Child","1126","Kibblestone, Staffordshire, England"
"LCTX-HJN","Birth","1105","Oswestry, Shropshire, England"
"LHQN-GT7","Birth","1113","Shropshire, England"
"L7GF-QH6","Birth","1150","Alton Cheadle, Staffordshire, England"
"9Z8P-ZZR","Birth","1143","Alveston Castle, Warwickshire, England"
"LYM9-VNK","Birth","1157","Steeple, Lavington, Wiltshire, England"
"GCQW-XV9","Birth","1149","Bramber Castle, Sussex, England"
"GG2Z-74P","Birth","1247","England"
"G92T-3J1","Birth","1258","Morton, Yorkshire, England"
"G92T-SN2","Birth","1266","Morton, Yorkshire, England"
"9Z8B-2Z4","Birth","1255","Moulton, Lincolnshire, England, United Kingdom"
"9HZL-G93","Birth","1260","Moulton, Lincolnshire, England, United Kingdom"
"LBPK-RZ8","Birth","1219","Downe, Kent, England"
"G9WY-44D","Birth","1215","Kent, England"
"G4D7-N3T","Birth","1230","Ipswich, Suffolk, England"
"G4D7-ZQK","Birth","1234","Ipswich, Suffolk, England"
"G4DQ-5BY","Birth","1230","Lynn, Shropshire, England"
"G4D7-3KC","Birth","1233",NA
"LC5X-BB1","Birth","1270","Suffolk, England"
"KG26-VKT","Birth","1283","England"
"9XX1-Q5M","Birth","1251","England"
"9XX1-Q5S","Birth","1251","England"
"97RB-WX2","Birth","1222","Clifton, Nottinghamshire, England"
"LB4L-7L6","Birth","1226","of Clifton, Nottinghamshire, England"
"MRTR-5JF","Birth","1224","Preston, Kent, England, United Kingdom"
"LZN6-VNN","Birth","1228","Epperstone, Nottinghamshire, England, United Kingdom"
"LVDX-RLM","Birth","1214","Buckenham, Norfolk, England, United Kingdom"
"GDBY-B5R","Marriage","1235","Great Massingham, Norfolk, England, United Kingdom"
"G4Y5-672","Birth","1167","Tothill Manor, Sandown, Isle of Wight, England, United Kingdom"
"G3RK-NKF","Birth","1177","Bradford-on-Avon, Wiltshire, England"
"GLR7-TVF","Birth","1280","England, United Kingdom"
"GLRW-84W","Birth","1282","England, United Kingdom"
"GQ7S-SRS","Birth","1130","Nottinghamshire, England"
"LTKG-B7Q","Birth","1150","Markham Clinton, Nottinghamshire, England"
"94C5-D5F","Birth","1165","Tuxford, Nottinghamshire, England"
"GGK7-XZ6","Birth","1170","Shelford, Nottinghamshire, England"
"G4JG-9R6","Birth","1200","Hodsock, Blyth, Nottingham, England"
"9HT1-T15","Birth","1200","Bratoft, Spilsby, Lincolnshire, England"
"CDNG-TKJ","Birth","1238","Risegate, Lincolnshire, England"
"L69K-RP5","Birth","1224","Yorkshire, England"
"L69K-RTZ","Birth","1226","Stockport, Cheshire, England"
"GM91-25Q","Birth","1199","Newton, Staffordshire, England"
"G3L3-QYY","Birth","1237",NA
"GXHV-QS1","Birth","1230","England"
"GVH2-YWQ","Birth","1230","England"
"GXHV-Z9P","Birth","1255","England"
"GVHL-4XP","Birth","1255","England"
"K8GJ-BL9","Birth","1140","Lonsdale, Yorkshire, England"
"GHB1-7Z2","Birth of Child","1165","Levens, Westmorland, England"
"GSK3-V39","Birth","1140","England"
"G4N4-9J7","Birth","1130","England"
"LV9P-F6H","Birth","1135","Durham, England"
"G6SK-55S","Birth","1203","Rockley, Worsborough, , England"
"GKTD-ZF5","Birth","1204","Rockley, Worsborough, , England"
"GJT3-2SB","Birth","1170","Yorkshire"
"GJT3-P6F","Birth of Child","1200","Yorkshire"
"9ZHM-SBS","Birth","1200","Market Lavington, Wiltshire, England"
"KZMK-ZBX","Birth","1201","England"
"G8W1-8FF","Birth","1155","Somerset, England"
"GVRS-TQJ","Marriage","1180","West Hatch, Somerset, England"
"GDDS-9KS","Birth","1170","Somerset, England"
"GH2Q-1F3","Birth","1172","England"
"GHS6-DMR","Birth","1157","Tarrington, Herefordshire, England"
"L5ZN-FXF","Birth","1175","Ludlow, Herefordshire, , England"
"L6JH-GDS","Birth","1170","Dorset, England"
"LKB9-V2B","Birth","1160","Chaffcombe, Chard, Somerset, England, United Kingdom"
"GKWQ-MTS","Birth","1192","Toulouse, Haute-Garonne, Occitanie, France"
"GKTL-VCS","Birth","1144","Chaffcombe, Somerset, England"
"GVNP-N48","Birth","1150","Chaffcombe, Somerset, England"
"L51V-X39","Birth","1209","Burghill, Herefordshire, England"
"KF21-59D","Birth","1205","Burghill, Herefordshire, England"
"G8WN-FNJ","Birth","1173",NA
"G8WN-YR9","Birth","1164","Lyonshall, Hereford, England"
"GVYN-91W","Birth","1170",NA
"GDXR-Z6J","Birth","1150","Stradbroke, Suffolk, England"
"LCB7-DY8","Birth","1162","Stradbroke, Suffolk, England"
"LZPL-P2T","Birth","1160","England"
"MD2W-FVR","Birth","1155","England"
"GX5L-N9X","Birth","1176","Ludborough, Lincolnshire, England"
"GJRB-LHM","Birth","1171","London, England, United Kingdom"
"GW6C-YZL","Birth","1225","Forfarshire, Scotland, United Kingdom"
"G6WN-HNQ","Birth","1227",NA
"LVQ8-757","Birth","1190","Thornhaugh, Northamptonshire, England"
"G3WH-GH9","Birth","1180","Somerset, England"
"G3WC-8QK","Marriage","1215","Winchester, Hampshire, England"
"KZF4-7ZP","Death",NA,NA
"LKDB-CHB","Birth","1230","Clayton Le Woods, Lancashire, England"
"LKDB-CPV","Birth","1240","Lancashire, England"
"LV7W-G2J","Birth","1256","England"
"LV7W-GLV","Birth","1261","England"
"G4WP-V2Y","Birth","1260","Mollington Banastre, Backford, Cheshire, England, United Kingdom"
"G9HN-ZC3","Birth","1262","Bewsey Hall, Lancashire, England"
"LRGR-PTN","Birth",NA,"Normandy, France"
"G463-ZW2","Birth of Child","1200","England"
"LZPD-1NM","Birth","1222","England"
"G681-TWZ","Birth","1190","Meriden, Warwickshire, England"
"GLVW-CNG","Birth","1195","England"
"M1BL-SPJ","Birth","1196",NA
"M1XW-Q8R","Birth","1204","Of Hereford, England"
"GWQZ-99H","Birth","1200","England"
"GVCF-FBD","Birth","1230","Horham, Hartismere, Suffolk"
"LVMW-L6L","Birth","1230","Bosmere, Suffolk, England"
"G4V7-NJ3","Birth","1185","Calverhall, Shropshire, England"
"GK8W-BPS","Birth","1190","England"
"L5NY-RC3","Birth","1190","England"
"GLDJ-RLM","Birth","1190","England"
"GHFH-BST","Birth","1154","Tutbury, Staffordshire, England"
"GH6Z-33R","Birth","1089","Leicester, Leicestershire, England"
"GH7F-N9K","Birth","1150","Yorkshire, England"
"GH7N-QF6","Birth","1154","England"
"LK45-NG7","Birth","1135","Blaye, Gironde, Aquitaine, France"
"LBT9-XPS","Birth","1135","Gironde, Gironde, Aquitaine, France"
"GSGK-453","Birth","1150","England"
"GVJF-CKR","Birth","1155","England"
"MBDR-25N","Birth","1134","Skelton Castle, Yorkshire, England"
"9H2D-1SW","Birth","1137","Thorp Arch, Yorkshire, England"
"G6FV-D1R","Birth","1144","Kendal Castle, Westmoreland, England"
"G6FK-3N7","Birth","1140","Chippin Warden, Northamptonshire, England"
"29YY-1JB","Birth",NA,"Cumberland, England"
"9MWM-SDQ","Birth","1142","Cumberland, England"
"LBHJ-BHL","Birth","1120","Bedale, Yorkshire, , England"
"G3VK-N44","Birth","1124","Healaugh, Yorkshire, England"
"GXRN-9BY","Birth","1125","Thirsk, Yorkshire, England"
"GWL6-5DH","Birth","1130","Great Carlton, Lincoln, England"
"LZB6-VDC","Birth","1140","Staveley, Yorkshire, England"
"G7VP-XNY","Birth",NA,"Staveley, Yorkshire, England"
"G8Q4-WS9","Birth","1141","Kildale, Yorkshire, England"
"LRCY-FT9","Birth","1140","Mumby, Lincolnshire, England"
"G6TJ-8X8","Birth","1135","France, Grand-Bassam, Sud-Comoé, Côte d'Ivoire"
"GSY8-MSF","Birth","1133","Piiquigny, Picardie, France"
"93T9-M9Z","Birth","1117","Chipping Sodbury, Gloucestershire, England"
"GSX8-53N","Birth","1128","Domart-en-Ponthieu, Picardie, France"
"L8WB-J9Q","Birth","1121","Carrick, Ayrshire, Scotland"
"9ZHQ-TZW","Birth","1124","Dunbar, East Lothian, Scotland"
"LVDV-55F","Birth","1125","Burgh by Sands, Cumberland, England"
"M89J-PJH","Birth","1140","Cumberland, England"
"G4ZZ-RG1","Birth","1144","Norfolk, , England"
"LHNL-TDF","Birth","1146",",, England"
"9CFB-21J","Birth","1048","La Trinité, Morbihan, Bretagne, France"
"LD83-P5R","Birth","1056","Saint-Pol-de-Léon, Finistère, Bretagne, France"
"L2QK-S7H","Birth","1063","Châteaulin, Finistère, Brittany, France"
"K8LG-7VF","Birth","1068","Anjou, Isere, Rhone-Alpes, France"
"LCRD-7SM","Birth","1080","Harringworth, Northamptonshire, England"
"LYC8-SMJ","Birth","1078","Normandie, France"
"L44Q-Z9R","Birth","1092","Skipton, Yorkshire, England"
"GD3P-9M1","Birth","1106","Holderness, Yorkshire, England"
"G8DY-N4M","Birth","1110","East Bridgford, Nottinghamshire, England"
"GJJP-LYM","Birth","1094","England"
"GJJP-ND7","Birth","1115","Normandy, France"
"LYD5-77Z","Birth","1100",NA
"99Y7-68F","Birth","1110","Halton, Yorkshire, England"
"LYPN-17G","Birth","1097","Lincoln, Lincolnshire, England"
"LYPJ-9YN","Birth","1097","Pontrefact, Yorkshire, England"
"9CS2-QX2","Birth","1105","Winterbourne Monkton, Wiltshire, England"
"L785-BPL","Birth","1126","Salisbury, Wiltshire, England"
"M667-BQB","Birth","1130","Tonbridge, Kent, England"
"9H6D-FWP","Birth","1145","Leinster, Ireland"
"LYL9-9R4","Birth","1188","Berrynarbor, Devon, England"
"G249-6L3","Birth of Child","1219","Berrynarbor, Devon, England"
"GV2J-2NK","Death",NA,NA
"GSY2-33D","Birth","1140","Malpas, Cheshire, England"
"GX3R-VH8","Birth","1150","Malpas, Cheshire, England"
"LZ37-BFQ","Birth","1130","Maelor Saesneg, Flintshire, Wales"
"GJJL-3YV","Birth","1144","England"
"GJPS-XP8","Birth","1120","Prestatyn, Flintshire, Wales"
"GG7L-DTF","Birth","1140","Malpas, Cheshire, England"
"GG72-5B5","Birth","1138","Thornton le Moors, Cheshire, England, United Kingdom"
"GM3R-1WB","Birth","1125","Malpas, Cheshire, England"
"9HP7-GKD","Birth","1135","Chester, Cheshire, England"
"GJJ1-PWK","Death",NA,NA
"9CXS-C2K","Birth","1155","Whitchurch, Shropshire, England"
"94N8-WLN","Birth","1177","Moreton Toret, Shropshire, England"
"9ZCR-LMX","Birth","1145","Brimpsfield, Gloucestershire, England"
"LTRY-5LM","Birth","1160","Brimsfield, Gloucestershire, England"
"GNY6-QGM","Birth","1179","Lytchett Matravers, Dorset, England"
"GC4L-ZSN","Birth","1170","Wolvey Warwickshire England"
"GH7W-722","Birth","1175","Brackley, Northamptonshire, England"
"GW43-6LC","Birth","1205","Aston Flamville, Leicestershire, England"
"G2VG-9Q4","Birth","1205",NA
"GH2Q-9NB","Birth of Child","1219","Rutland, England"
"GHX7-L5Z","Birth","1206","England"
"LZ2J-FD7","Birth","1202","Empingham, Rutlandshire, England"
"GMN7-17R","Birth","1200","Empingham, Rutland, England"
"KN42-SDM","Birth","1196","Denbigh, Denbighshire, Wales"
"LYBC-1G1","Birth","1203","Combe by Amesbury, Wiltshire, England"
"LYBC-1GY","Birth","1208","Wiltshire, England"
"GJK2-896","Birth","1177","Harescombe, Gloucestershire, England, United Kingdom"
"GJJD-TTN","Birth","1180","Barnard Castle, Gainford, Durham, England"
"GZ53-SN8","Birth","1190","Durham, Surrey, England, United Kingdom"
"LRR9-M1V","Birth","1225","Woodford, Northamptonshire, England"
"L4TJ-LNT","Birth","1230","Warwickshire, England"
"GQKH-574","Birth","1200","Huntingdonshire, England"
"GNLZ-R31","Birth","1220","England"
"GXHG-Z88","Birth","1240",NA
"MM86-P6P","Birth","1215","Woodford, Northamptonshire, England"
"GWP7-VS7","Birth","1200","Flockthorpe Manor, Hardingham, Norfolk, England"
"GXW6-8BM","Birth","1175","Bourn, Cambridgeshire, England"
"GJS9-6N2","Birth","1184","Fransham, Norfolk, England"
"GD9D-XZW","Birth","1210","Ewelme, Oxfordshire, England"
"GD9D-C81","Birth","1215","Ewelme, Oxfordshire, England"
"GCYT-9WW","Birth","1225","Laugharne, Carmarthenshire, Wales"
"GG2T-LSB","Birth","1228",NA
"937V-YMT","Birth","1300","Montgomery, Montgomeryshire, Wales, United Kingdom"
"GD4G-HXG","Death",NA,NA
"LCDZ-91N","Birth","1330","Carmarthenshire, Wales, United Kingdom"
"93Q4-6ZL","Birth","1285","Ruabon, Denbighshire, Wales"
"93QS-GPR","Birth","1374","of Baelieth,Wrexham,Denbighshire,Wales"
"933B-JMM","Birth","1240","of,Llanbadarn Fawr,Cardiganshire,Wales"
"GKXR-79K","Death",NA,NA
"93Q9-K8D","Birth","1300","of,,Carmarthenshire,Wales"
"L4WD-2MC","Birth","1313","Plas Maen, Hope, Flintshire, Wales"
"K2JQ-C28","Birth","1238","Little Walsingham, Norfolk, England"
"LDTZ-5L7","Birth","1240","Little Walsingham, Norfolk, England"
"LJBM-B7X","Birth","1210","Brecon, Breconshire, Wales, United Kingdom"
"MPYT-VFB","Birth","1180","Pedmore, Bromsgrove, Warwickshire, England"
"LCY9-FJK","Birth","1185","Castle Bromwich, Warwickshire, England"
"GJ8F-N26","Birth","1197","Abbey Dore, Herefordshire, England, United Kingdom"
"L2XM-CKJ","Birth","1207","Brimpsfield, Gloucestershire, England"
"G75W-G28","Birth",NA,"Somerset?"
"G75W-P7J","Birth of Child","1236","Upton Scudamore, Wiltshire, England, United Kingdom"
"GJFM-YT5","Birth","1218","Ewyas Harold, Herefordshire, England, United Kingdom"
"GZN8-RH4","Birth","1196","Brecon, Powys, Wales"
"GXJW-6PW","Birth","1198","Meisgyn commote, Glamorganshire, Wales"
"GXFB-73D","Birth","1195","Llanfihangel Cwm-du, Breconshire, Wales"
"GFQF-XPC","Birth","1200","Wigmore, Herefordshire, England"
"LZKD-4V6","Birth","1240",NA
"LZKD-4JK","Birth","1230","Eardisley, Herefordshire, England"
"9HRF-TLM","Birth","1240",NA
"GKQ8-BDV","Birth","1214","Anglesey, Caernarvonshire, Wales"
"G27B-V7D","Birth","1230","Montgomeryshire, Wales"
"G271-95K","Birth","1200","Carmarthenshire, Wales"
"KC8N-LSQ","Birth","1225","Wales"
"9ZCD-J8H","Birth","1229","Ferryside, Carmarthenshire, Wales"
"G97X-6Z7","Birth","1210","Toddington, Gloucestershire, England"
"G4F6-QY9","Birth","1224","Toddington, Gloucestershire, England, United Kingdom"
"GW1W-Q2B","Birth","1238","Annesley, Nottinghamshire, England"
"LH2H-JBF","Birth","1245","Holme Pierrepont, Nottinghamshire, England"
"GC3X-M49","Birth","1253",", Nottinghamshire, England"
"GC36-1QJ","Birth","1275","England"
"GNCY-T6Q","Birth","1270","Warton, Lancashire, , England"
"K2SB-8RN","Birth","1285","England"
"L5VH-NX4","Birth","1290","Elmley Castle, Worcestershire, England"
"27SJ-Z65","Birth","1262","Solbjerg, Løve, Holbæk, Denmark"
"LH8K-ZMZ","Birth","1270",NA
"GFNN-2HS","Death",NA,NA
"GLLN-2Z7","Death",NA,NA
"K2TJ-BRR","Birth","1270","of,Broderup,Aabenraa,Denmark"
"K2TJ-BRB","Birth","1270",NA
"LVQQ-92K","Birth","1320","Horton, Gloucestershire, England"
"LKM8-6WJ","Birth","1325","Horton, Gloucestershire, England"
"L194-75Q","Birth","1280","Kent, England"
"GLNT-1RF","Birth","1284","Kent, England"
"MHF2-915","Birth","1330","Shropshire, England"
"G8F6-3JK","Birth","1340","Shropshire, England"
"G8F6-33S","Birth of Child","1368","of Dudmaston, Shrpsh., Engl."
"KFD2-GZT","Birth","1352","Shropshire, England"
"G2X6-P7R","Birth","1358",NA
"LHTX-PLQ","Birth","1272","South Kelsey, Lincolnshire, England"
"LCFW-CPW","Birth","1272",NA
"G77Q-BX5","Birth","1247","Harraton, Durham, England"
"GW56-82J","Birth","1250","Sunderland, Durham, England"
"G7B8-QBT","Birth","1230","Ditchingham, Norfolk, England, United Kingdom"
"GKX8-887","Birth","1232","Ditchingham, NorfolkDe, England, United Kingdom"
"9CWY-ZTP","Birth of Child","1299","Mirfield Manor, Yorkshire, England"
"9CWY-ZY6","Birth of Child","1299","Mirfield Manor, Yorkshire, England"
"9CWY-ZB4","Birth","1275","England"
"LHXM-JYX","Birth","1270","Southampton, Hampshire, England"
"G98F-7PS","Birth","1278","Southampton, Hampshire, England"
"GQX4-NFC","Birth","1275","Ingham,Kent,England."
"9HXX-Z4X","Death",NA,NA
"GGXK-P92","Birth","1235","York, North Yorkshire, England, United Kingdom"
"GGXK-GNL","Birth","1235","York, North Yorkshire, England, United Kingdom"
"G6T8-1TQ","Birth","1220","England, United Kingdom"
"GXV5-DMS","Birth","1220","England, United Kingdom"
"GV18-MC2","Birth","1250",NA
"GV1D-ST4","Birth","1260",NA
"GDVG-HWX","Birth","1193",NA
"GDVG-83Y","Birth","1190","Heimbach, Germany"
"K12X-BPS","Birth","1229","Chetwynd, Shropshire, England"
"GGX6-491","Birth","1235","Whitchurch, Shropshire, England"
"G2LS-W66","Birth","1203","York, Yorkshire, England"
"G2GZ-PRD","Birth","1208","Isleham, Cambridgeshire, England, United Kingdom"
"GVTQ-LBL","Death",NA,NA
"GVTQ-552","Death",NA,NA
"G6KT-MTZ","Birth","1190","Yorkshire, England, United Kingdom"
"L6JJ-CM8","Birth","1190","Yealand Conyers, Lancashire, England"
"GZM4-TPF","Birth","1215","England"
"GSLM-5L1","Birth","1170","Bracewell, Yorkshire, England"
"G714-KTQ","Birth","1179","Tong, Yorkshire, England"
"LHJ6-CL3","Birth","1198","London, Middlesex, England"
"LT5N-NLJ","Birth",NA,"Hatfield Broad Oak, Essex, England"
"MZ1P-JG5","Birth","1220","Courtstown Castle,Kilkenny,Ireland"
"G75Z-77G","Birth","1223",", Leinster, Ireland, Ireland"
"L4TH-QZV","Birth","1220","County Galway, Ireland"
"LBN8-Y9B","Birth","1225","Buttevant, County Cork, Ireland"
"G6QC-7R9","Birth","1221","Wales"
"GMVJ-VRT","Birth","1187","Washington, City of Sunderland, Tyne and Wear district, Durham, England, United Kingdom"
"G2LR-P5Z","Birth","1195","Sutton on Trent, Nottinghamshire, England, United Kingdom"
"G8ZG-W8F","Birth","1190","Castle, Northumberland, England"
"LVDN-4GJ","Birth","1200",NA
"LVDX-JL4","Birth of Child","1212","Askham, Westmorland, England"
"G9NS-YDP","Birth","1205","Carlton, Yorkshire, England"
"9N32-H78","Birth","1111","Hingham, Norfolk, England"
"LCC6-ZLV","Birth","1125","England"
"9N32-H7B","Birth","1110","England"
"LT1H-WCJ","Birth","1106","France"
"GJ5W-RHR","Birth","1105","Mandeville, Mandeville, , Basse-Normandie, France"
"G44H-SJR","Birth","1095","Sussex, England"
"G3TR-X73","Birth","1100","Sussex, England"
"L6BK-3PX","Birth","1080","Dunmow, Essex, England"
"KDQW-FYD","Birth","1090",NA
"LD33-S1W","Christening","1089","Thorney, Cambridgeshire, England"
"LD33-S1Z","Birth","1090","Tonbridge, Kent, England"
"LV17-9GL","Birth","1100","England"
"GVHW-T9Y","Birth of Child","1155","Merton, Norfolk, England"
"LDST-J1M","Birth","1145","Wormegay, Downham, Norfolk, England"
"G9SB-K9H","Birth","1162","Holywells, Suffolk, England"
"G649-V83","Birth","1155","Wakerley, Northamptonshire, England, United Kingdom"
"G649-L31","Birth","1157","Buckland, Hertfordshire, England"
"G7WC-D6R","Birth","1150","Scotland"
"G77R-4VX","Birth","1144","Torpenhow, Cumberland, England"
"K1T6-M2W","Birth","1169","East Hatfield, Holderness, England"
"K1T6-MJ5","Birth","1175","Holderness, Yorkshire, England"
"GHKJ-R8T","Birth","1132","Staunton, Nottinghamshire, England"
"G22F-PTW","Birth","1134","England"
"K243-GRP","Birth","1141","Lincolnshire, England"
"C8Z5-YKK","Birth","1140","France"
"LDT9-V7F","Birth","1105","England"
"LDT9-V45","Birth",NA,"Noord-Brabant, Netherlands"
"KD97-8CN","Birth","1081","Clermont, Oise, Hauts-de-France, France"
"LDMD-8L3","Birth","1110","Dammartin-en-Goële, Seine-et-Marne, Région Parisienne, France"
"GQDW-4ZJ","Birth","1152","Yorkshire, England"
"G849-Q2V","Birth","1150","Tideswell, Derbyshire, England"
"LH5B-KDG","Birth","1158","Gamston, Nottinghamshire, England"
"G4S8-7KL","Birth","1170","Yorkshire, England"
"GZDQ-K7Z","Birth","1152","Stansted, Essex, England"
"L13C-MJR","Birth","1160","Wallingford, Berkshire, England"
"L5Z9-LJD","Birth","1168","Essex, England"
"G4LC-7BT","Birth","1172","Castleford, Yorkshire, England"
"G4LC-VN6","Birth","1175","England"
"GXN8-558","Birth","1179","Eardisley, Herefordshire, England, United Kingdom"
"G6F7-CVV","Birth","1184","Pembridge, Herefordshire, England"
"LVG3-6ZN","Birth","1194","Eardisley, Herefordshire, England, UK"
"G2FM-4VK","Birth","1191","Eardisley, Herefordshire, England"
"GM6R-L59","Birth","1195","Bridge Sollers, Herefordshire, , England"
"G2FB-TLG","Birth","1199","Bridge Sollers, Herefordshire, England, United Kingdom"
"L29K-T4R","Birth","1136","Upton, Cornwall, England, UK"
