"fid","type","year","place"
"GS5M-64D","Birth","1262","Methil, Fifeshire, Scotland"
"949X-HJK","Birth","1268","Elmley Castle, Worcestershire, England"
"9Z4T-JQC","Birth","1270","Herefordshire, England"
"LD51-6YB","Birth","1260","Kilmaurs, Ayrshire, Scotland"
"LY2P-PM2","Birth","1240","Ayrshire, Scotland"
"LT1T-Y5N","Birth","1238","Scotland"
"GNCH-955","Birth of Child","1265","Kilmaurs, Ayrshire, Scotland"
"LZPL-6MB","Birth","1266","Atholl, Perthshire, Scotland"
"K42C-YQ4","Birth","1220","Hebburn, Northumberland, England"
"GMRQ-N15","Birth","1223","Scotland"
"GHNW-X1Q","Birth","1248","Durham, England, United Kingdom"
"GV56-QLS","Birth","1248","England"
"GV56-SGY","Birth","1255","Scotland"
"GV56-8W3","Birth","1255","Scotland"
"GC3F-2RD","Birth","1220","Dirleton, East Lothian, Scotland"
"GDH1-9TT","Birth","1225","Dal Riata"
"LDYP-Z86","Birth","1196","Norfolk, England"
"K459-BM7","Birth","1195","Huntingdon, Huntingdonshire, England"
"GGJY-3SX","Birth","1280","Locherworth Castle, Scotland"
"G6WK-16H","Birth","1291","Scotland"
"G25H-BRS","Birth","1280","Tullybody, Clackmannanshire, Scotland"
"G2NV-4PR","Birth","1214","Gask, Perthshire, Scotland"
"G2NJ-18J","Birth","1215","Menteith, Perthshire, Scotland"
"KCML-YVD","Birth","1250","Scotland"
"GDNG-SZM","Birth","1270","Scotland"
"GKS6-R6T","Birth","1270","Northumberland, England"
"L16B-PQV","Birth","1250","Lamont, Argyll, Scotland"
"GJVQ-245","Birth","1265","Lorne, Argyll, Scotland"
"GWWY-V5J","Birth","1266",NA
"GXH2-CW1","Birth","1275","Scotland"
"GLN2-SNM","Birth","1199","Seton, Haddingtonshire, Scotland"
"GFZK-8Y1","Birth","1192","Seton, Haddingtonshire, Scotland"
"LB29-ZGT","Birth","1250","Kildrummy Castle, Kildrummy, Aberdeenshire, Scotland"
"MWPJ-7PL","Birth","1250","Carrick, Ayrshire, Scotland"
"GVF1-MVF","Birth","1283","Rathoran, Lorn, Argyll, Scotland, United Kingdom"
"GVBC-PDF","Birth","1249","Barnard Castle, Durham, , England"
"GGLM-577","Birth","1275",NA
"M85B-XNM","Death",NA,NA
"GZKR-MLX","Birth","1271","Walgrave, Northamptonshire, England"
"GSWM-7R5","Birth","1290","Walgrave, Northamptonshire, England"
"L1K3-T4T","Birth","1265","Walcott, Norfolk, England"
"GG5Y-V1Q","Birth","1275","England"
"9CMK-FXJ","Birth","1275",NA
"KN87-184","Birth","1290","England"
"GX2K-2DR","Birth","1300","Wentworth, Yorkshire, England"
"MWR7-G82","Birth","1302","Woodhowe, Yorkshire, England"
"GD3P-SVS","Birth","1250","Yorkshire, England"
"GD3G-HGV","Birth","1278","West Bretton, Yorkshire, England"
"LVRQ-RHZ","Birth","1270","Silkstone West Riding, Yorkshire, England"
"GQLX-R4S","Birth","1250","of Thornhill, Yorkshire, England"
"GQLX-ZD6","Birth","1268","Thornhill, Yorkshire, England"
"LKSG-KP8","Birth","1280","Stainton, Westmorland, England"
"GD3G-C5B","Birth","1287","North Riding, Yorkshire, England"
"L1ZC-HH8","Birth","1287","Aldwarke, Yorkshire, England"
"G3WB-987","Birth","1296","Tickhill, Yorkshire, England"
"GGKW-M3S","Death",NA,NA
"GQ63-KC4","Birth","1272","Blankney, Lincolnshire, England"
"G8TG-PLP","Birth","1268","Lincolnshire, England"
"LJBS-CFF","Birth","1276","Norfolk, England"
"MXXT-JYR","Birth","1285","Thonock, Lincolnshire, England"
"LTRW-TNQ","Birth","1308","Fersfield, Norfolk, England"
"GNJB-YHD","Birth","1290","Coningsby, Lincolnshire, England"
"LRY4-XV9","Birth","1295","Suffolk, England"
"MSQB-B5D","Birth","1302","Stoke by Nayland, Suffolk, England"
"G4T9-2RX","Birth","1303","Kerdiston, Norfolk, England"
"G4T9-RPS","Birth","1310","Norwich, Norfolk, England"
"GNWX-DW9","Birth","1305","Pembroke, Pembrokeshire, Wales"
"LCYW-DXV","Birth","1305","of, Prendergast, Pembrokeshire, Wales"
"LVSR-XBF","Birth","1300","Haroldston West, Pembrokeshire, Wales"
"L28M-TVJ","Birth","1309","Pembroke, Pembrokeshire, Wales"
"GNWX-FW7","Birth","1323","Pembrokeshire, Wales"
"GNWX-6TH","Birth","1323","Pembrokeshire, Wales"
"GXH2-4SQ","Birth","1325","Wales, United Kingdom"
"GXDT-G4P","Birth","1325","Wales"
"GXH2-SL3","Birth","1310","Wales, United Kingdom"
"GXH2-D6S","Birth","1310","Wales, United Kingdom"
"LYD2-LDH","Birth","1278","England"
"GN5X-RCY","Birth","1280","England"
"L1T9-9QP","Birth","1335","Wales"
"G625-TLS","Birth","1335","Wales"
"G6TK-22H","Birth","1335","Ireland"
"GL2K-98J","Birth","1337","Ireland"
"L7BK-5KX","Birth","1260","Michaelchurch, Radnorshire, Wales"
"G6NF-7SP","Birth","1265","Europe"
"LH73-7PP","Birth","1276","Wyke, Cornwall, England"
"MW8N-9JV","Birth","1272","Wem, Shropshire, England"
"2Z39-BCL","Birth","1290","Nympsfield,Gloucestershire,England"
"2Z39-BZY","Birth","1278","Nympsfield, Gloucestershire, England, United Kingdom"
"G2CH-CFC","Birth of Child","1330","England"
"G2CH-9MY","Birth of Child","1330","England"
"GCB6-Z14","Birth","1267","Harescombe, Gloucestershire, England"
"GZD9-L2F","Birth","1271","Harescombe, Gloucestershire, England"
"G849-KQH","Birth","1280","England"
"GK1X-31R","Birth","1275","Carrington, Cheshire, England"
"GH2H-MZR","Birth","1280","Cheshire, England"
"GDLX-KVR","Birth","1240","Ermington, Devon, England"
"KN6Z-1FV","Birth","1254","Napoli, Napoli, Campania, Itália"
"GLZQ-XP3","Birth of Child","1270","Iden, Sussex, England, United Kingdom"
"991R-RPQ","Birth","1250",NA
"GNZ2-BTY","Birth","1283","Dutton, Cheshire, England"
"GMN7-TKC","Birth","1220","Wiltshire, England"
"LRGF-65W","Birth","1225","Stourton, Wiltshire, England"
"GQ6Q-CBB","Birth","1237","Haddon Hall, Derbyshire, England, United Kingdom"
"GZKP-Q7X","Birth","1235","Appleby, Westmorland, England"
"L1QG-F3S","Birth","1205","Alnwick, Northumberland, England"
"L8PJ-FXZ","Birth","1222","Tutbury, Staffordshire, England"
"GMP2-HK1","Birth","1261","South Mymms, Middlesex, England"
"GMP2-56T","Birth","1260","England"
"LH2F-CS7","Birth","1269","South Mymms, Middlesex, England"
"GM5F-BQM","Birth","1276","Dyrham, Middlesex, England"
"K2X5-7YJ","Birth","1278","London, England"
"GCZ5-BZH","Birth","1296","Cotton Hall, Cambridge, England"
"GCZ5-BZS","Birth","1305","Landwade, Cambridgeshire, England, United Kingdom"
"L7BV-VDG","Birth","1287","Abergavenny, Monmouthshire, Wales"
"L1BR-PXG","Birth","1303","Leybourne, Kent, England"
"LJRL-9H8","Birth","1310","England"
"LJRL-946","Birth","1315","England"
"GQ6P-VH4","Birth","1278","Sussex, England, United Kingdom"
"GKM7-21V","Birth","1299","England"
"G298-XQ3","Birth","1299","England"
"GXWJ-RRZ","Birth","1295","Checkenden, Oxfordshire, England"
"G2HZ-D6K","Birth","1295","England"
"LRXC-5TP","Birth","1287","Checkenden, Oxfordshire, England"
"LW6R-WQZ","Birth","1298","Checkenden, Oxfordshire, England"
"GCPY-51S","Birth","1308","Blofield, Norfolk, England"
"LC7Z-VG2","Birth","1310","Norfolk, England"
"G81X-5TR","Birth","1310","England"
"GGP7-M3L","Birth","1300",NA
"GGVS-99W","Birth","1320","Flamborough, Yorkshire, England"
"9MRN-4PN","Birth","1325","Of Flamborough, Yorks, England"
"GZY1-HVZ","Birth","1250","Harewood, Yorkshire, England"
"GZY1-7BV","Birth","1252","Yorkshire, England"
"LV79-VM6","Birth","1300","Wolverton, Buckinghamshire, England"
"LD4G-X5N","Birth","1300","Church Stretton, Shropshire, England"
"LJ1P-KNC","Birth","1294","Church Stretton, Shropshire, England"
"LJYQ-JGQ","Birth","1305","Hope Bowdler, Shropshire, England"
"LJYQ-JRF","Birth","1305","Shipton, Shropshire, England"
"GDHP-VB6","Birth","1290","Benenden, Kent, England"
"G6PF-FKY","Marriage","1320","England"
"G7W9-5VT","Birth","1315",NA
"GG8C-FNW","Birth","1306",NA
"G6BZ-1LR","Birth","1330","Stonham Aspal, Suffolk, England"
"G28K-4H8","Birth","1336","Stonham Aspal, Suffolk, England, United Kingdom"
"G6B8-3VH","Birth","1345","England"
"LRYF-S32","Birth","1355","France"
"KHRN-NZB","Birth","1349","Norfolk, England, United Kingdom"
"LVM4-63N","Birth","1350","Shotley, Suffolk, England"
"M7V1-SBN","Birth","1287","Willenhall, Staffordshire, England"
"LZD9-FKS","Birth","1292","Wolverhampton, Staffordshire, England"
"GXTQ-ZVN","Birth","1282","Wolverhampton, Staffordshire, England"
"99QP-BRP","Birth","1235",NA
"LYS7-WR2","Birth",NA,"Melton Constable,Norfolk,England"
"LTZL-CYJ","Birth","1298","Elmesthorpe, Leicestershire, England, United Kingdom"
"GC92-SYH","Birth","1300","England"
"GHX8-LRW","Birth","1302","England"
"9Z4Y-4QB","Birth","1286","Baconsthorpe, Norfolk, England"
"MZJR-K3F","Birth","1288","Baconsthorpe, Norfolk, England"
"G8X7-S34","Birth","1292","Baconsthorpe, Norfolk, England"
"GVCN-JCW","Birth","1328","Eye, Suffolk, England"
"GVCF-Y9F","Birth","1330","Eye, Suffolk, England"
"29WW-KP6","Birth","1308","Baconsthorpe, Norfolk, England"
"GDNV-JMC","Birth","1312","Baconsthorpe, Norfolk, England"
"KCWC-7WS","Birth","1309","Felmingham, Norfolk, England"
"9C7Z-HSV","Birth","1310","Baconsthorpe, Norfolk, England"
"G6B2-M2Q","Birth","1292","Bedingfield, Suffolk, England"
"LCX4-NR4","Birth","1296","Bedingfield, Suffolk, England"
"L838-9Y7","Birth","1298","Baconsthorpe, Norfolk, England"
"GZ55-5D4","Birth","1296","Bedingfield, Suffolk, England"
"9CQZ-RSQ","Birth","1294","of,Lackham,Wiltshire,England"
"LZK9-V6R","Birth","1285","Knodishall with Buxlow, Suffolk, England"
"LQ5N-7DX","Birth","1285",",,, England"
"L4QZ-243","Birth","1290","Long Stratton, Norfolk, England"
"GMVH-T64","Birth","1290","Suffolk, England"
"G787-C7C","Birth","1280","Brynhill of Brindle, Chorley, Lancashire, England"
"GFG3-ZG4","Birth","1312","Stanningfield, Suffolk, England, United Kingdom"
"KLVN-F32","Birth","1316","Stanningfield, Suffolk, England, United Kingdom"
"GD5G-89L","Birth","1357","Capheaton, Northumberland, England"
"MYBH-172","Birth","1335","Edlingham, Northumberland, Eng."
"G2NV-4Y8","Birth","1272","Drinkstone, Suffolk, England"
"GDS5-D3Z","Birth","1279","Hessett, Suffolk, England"
"LB6G-5QT","Birth","1274","Litcham, Mitford, Norfolk, England"
"L1QK-1R2","Birth","1277","Whittington, Shropshire, England"
"GQ16-KKG","Birth","1292","Rougham, Suffolk, England"
"LY1F-XPQ","Birth","1230","Marfleet, Holderness, Yorkshire"
"L4CD-H9R","Birth","1233","Marfleet, Yorkshire, England, United Kingdom"
"GGM9-FM9","Birth","1244","Drayton, Hellesden, Norfolk, England"
"27S7-2H5","Birth","1252","Hengrave, Suffolk, England"
"27S7-2Z4","Birth","1258","Mutford, Suffolk, England"
"GFQ3-QPF","Birth","1241","Hales, Norfolk, England"
"GZXT-GJ3","Birth","1240","Burnham Thorpe, Norfolk, England"
"GXVN-S2V","Birth","1220","England"
"G71Y-MVK","Birth","1248","Of Colkirk,Norfolk,England"
"LH5V-F7Y","Birth","1252","Of Colkirk,Norfolk,England"
"27S7-LXB","Birth","1252","COLKIRK, NORFOLK, ENGLAND"
"27S7-LF5","Birth","1255","Norfolk, England"
"LVVF-D34","Birth","1254","Kent, England"
"GQ1W-NNL","Birth","1265","Chilham Castle-Chilham-Kent-England"
"9HKX-ZPF","Birth","1253","West Greenwich, Birling, Bourne in Bishopsbourn, Burham, & Cudham, Kent, England"
"GVP2-HJ9","Birth","1257","Sawbridgeworth, Hertfordshire, England"
"G4CS-NQB","Birth","1242","Leybourne, Kent, England"
"G87T-QTP","Birth","1255","Preston, Kent, England"
"KL7D-XVM","Birth","1265","Naunton Hall, Chavent, Rougham, Suffolk, England, United Kingdom"
"LHJJ-H6M","Birth","1270","Naunton Hall, Chavent, Rougham, Suffolk, England, United Kingdom"
"GM5B-92J","Birth","1257","Castle Hedingham, Essex, England"
"L6LG-24K","Birth","1256","Wigmore, Herefordshire, England"
"LVHW-DCP","Birth","1285","Lincolnshire, England"
"GM4Y-Z15","Birth","1290","Kettelthorpe Manor, Lincolnshire, England, United Kingdom"
"MZMZ-KCL","Birth","1249","Southwell, , Nottingham, England"
"MZMZ-KZT","Birth","1258","Southwell, , Nottingham, England"
"MZMZ-K8L","Birth","1263","Southwell, , Nottingham, England"
"MZMZ-K8B","Birth","1267","Southwell, , Nottingham, England"
"GNNR-5FQ","Birth","1205","Chillington, Staffordshire, England, United Kingdom"
"GNNR-LTX","Birth","1207","Chillington, Staffordshire, England, United Kingdom"
"9CJC-ZPT","Birth","1246","Staffordshire, England"
"LCJC-654","Birth","1250","Amington, Staffordshire, England"
"LHFH-TKH","Birth","1250","Drayton Bassett, Staffordshire, England"
"LZJF-LJJ","Birth","1255","Drayton Bassett, Staffordshire, England, United Kingdom"
"KG7G-ND3","Birth","1261","Claverly, Shropshire, England"
"KG7G-N8Z","Birth","1252",NA
"LB6P-2G1","Birth","1270","Shipbrook, Cheshire, England"
"GX1V-T36","Birth","1260","Shocklach, Cheshire, England"
"KG7G-VJB","Birth","1259","Cheshire, England"
"M6HR-Y7S","Birth","1263","Shropshire, England"
"G7CV-2TX","Birth","1307","Goodnestone, Kent, England"
"G7CV-1V8","Birth","1325","Goodnestone, Kent, England"
"GK5S-QY6","Birth","1330","Lincolnshire, England"
"GXV5-QZQ","Birth","1315","Norfolk, England"
"GKRS-S64","Birth","1320","England"
"LT9H-V57","Birth","1319","Great Yarmouth, Norfolk, England"
"LT9H-R7G","Birth","1321","Badingham, Suffolk, England"
"9XBH-RWH","Birth","1325","England"
"9XBH-RWZ","Birth","1335","Norfolk, England"
"LYGM-H18","Birth","1335",NA
"GVHL-N18","Birth of Child","1360","Lincolnshire, England, United Kingdom"
"GQKD-85X","Birth","1300","Lewes, Sussex, England"
"GNY5-QSB","Birth","1300","Warbleton, Sussex, England, United Kingdom"
"G61Z-VZL","Birth","1300","Kent, England, United Kingdom"
"GVCD-JFM","Birth","1308","England"
"M39T-DNB","Birth","1305",NA
"M39T-DVK","Birth","1310","England"
"G4LC-1MN","Birth","1328","Penhurst, Sussex, England"
"G21N-T3V","Birth","1328",NA
"G3XB-ZWZ","Birth","1304","Molesey, Surrey, England"
"G7HM-G32","Birth","1310","Surrey, England, United Kingdom"
"G4QC-H4D","Birth","1305","Warkworth, Northamptonshire, England, United Kingdom"
"GVXT-794","Birth","1300","England, United Kingdom"
"G71W-ZGG","Birth","1329","<Withenshawe,Chshr,Engl>"
"9ZHR-ZL8","Birth","1320","Burnham, buckingham"
"9ZHR-1FF","Birth","1323","Berkshire"
"G7H3-368","Birth","1279","Tonbridge, Kent, England"
"MSJC-J8T","Birth",NA,"Pembury, Kent, England"
"GK1F-YMP","Birth","1291","Hartshill, Warwickshire, England"
"GL2Z-SGF","Birth","1294",NA
"LD3Q-MCM","Birth","1280","Boughton, Northamptonshire, England"
"GNQ5-W6Q","Birth",NA,"Ireby, Cumberland, England"
"LZDP-WH8","Birth","1317","Conington, Huntingdonshire, England"
"L7B9-J62","Birth","1320","Seleby, Lincolnshire, England"
"GZ14-1GB","Birth","1325","Ormskirk, Lancashire, England"
"GZ14-1PQ","Birth","1325",NA
"LVGD-QT2","Birth","1340","Derwent Water, Cumbria, England"
"G6ZP-PTS","Birth","1345","England, United Kingdom"
"G9SC-DL7","Birth","1310","Haddon Hall, Shropshire, , England"
"L6QL-6DC","Birth","1310","England"
"MBPY-6P7","Birth","1326","Langfield, Yorkshire, England"
"L292-MQ9","Birth","1340","Lancashire, England"
"G47B-SW9","Birth","1359","Derby, Derbyshire, England"
"GCLD-3PC","Birth","1359","England"
"G6VV-JHT","Birth","1390","Yorkshire"
"GD7M-JRB","Birth","1360","England"
"GK55-V2S","Birth","1380","England"
"G47Y-5F3","Birth","1314",NA
"G47Y-R9V","Birth","1313",NA
"GJZN-S8X","Birth","1350","Of, Enfield, Middlesex, England"
"GLJB-RCF","Birth","1361","Umberleigh, Devon, England"
"L1MD-VT6","Birth","1385","Horne's Place, Appledor, Ashford district, Kent, England, United Kingdom"
"L7F5-FXG","Birth","1380","Waltham, City of Canterbury, Kent, England, United Kingdom"
"LC3Y-N2D","Birth","1365","Cubley, Derbyshire, England"
"LZXT-LX3","Birth","1380","Aldwark, Derbyshire, England, United Kingdom"
"G6DM-STP","Birth","1375",NA
"GXMT-ML1","Birth","1370","Hathersage, Derbyshire, England"
"L52F-PP2","Birth","1374","Derbyshire, England"
"GH5N-DPR","Birth","1375","Derby, Derbyshire, England, United Kingdom"
"GH5N-D4X","Birth","1376","Derby, Derbyshire, England"
"LT21-Q83","Birth","1368","Mablethorpe, Lincolnshire, England"
"L8BH-B1C","Birth","1364","Howden, Yorkshire, England"
"G6SX-83F","Birth","1360","Kent County, England"
"GLBC-XDP","Birth","1370","Kent, England"
"G6QW-NG9","Birth","1358","England"
"G6QW-ZRN","Birth","1358","England"
"G6WR-HW1","Birth","1365","Kent, England"
"GFB1-3RQ","Birth","1365","Kent, England"
"LCJ4-Q7Z","Birth","1352","Otterden, Kent, Eng."
"KCFY-86R","Birth","1354","Ottringden, Kent, England"
"GM3T-DGN","Birth","1367","Sawbridgeworth, Hertfordshire, England"
"GFZW-JHM","Birth","1384","England"
"KNC5-GKW","Birth","1365","Aldenham, Hertfordshire, England"
"LRHD-4WS","Birth","1376","Willingham, Cambridgeshire, England"
"GG86-2H8","Birth","1148",NA
"GGDY-DSK","Birth of Child","1384","Ashby de la Zouch, Leicestershire, England, United Kingdom"
"GWQD-MPG","Birth","1370","London, City of London, Greater London, England, United Kingdom"
"GWQD-QS6","Birth","1370","London, City of London, Greater London, England, United Kingdom"
"LKW8-DZ3","Birth","1278","Dartmouth, Devon, England"
"GV91-71K","Birth","1282","England"
"G2L9-YVP","Birth","1300","Maidstone, Kent, England"
"G2Y6-T8F","Birth","1299","Maidstone, Kent, England, United Kingdom"
"KZ4L-VGH","Birth","1301","Maidstone, Kent, England"
"G2Y2-3T9","Birth","1301","Maidstone, Kent, England, United Kingdom"
"LVWQ-2W1","Birth","1323","Mashbury, Essex, England"
"G3P2-LP9","Birth","1327","Mashbury, Essex, England"
"9MZW-77X","Birth","1320","Walton, Leicestershire, England"
"M2QZ-S63","Birth","1328","Wollaton, Nottinghamshire, England"
"GX13-48W","Birth","1322","Suffolk, England"
"GKN9-QKD","Birth","1329","Suffolk, England, United Kingdom"
"L5PG-59N","Birth","1282","Acton and Old Felton, Northumberland, England"
"LC8G-8SX","Birth","1271","Wells, Somerset, England"
"LVMW-LXC","Birth","1279","Cockington, Torbay, England"
"GGKG-48N","Birth","1235","England"
"LJ28-567","Birth","1235","Aston Juxta Sutton Chesire England"
"LJ28-5Z1","Birth","1224","Cheshire, England"
"GH2Q-41P","Birth","1230","Cheshire, England, United Kingdom"
"G3RK-8RX","Birth","1220","High Legh, Cheshire, England"
"GW31-YGD","Birth","1197","High Legh, Cheshire, England"
"LZL7-HLH","Birth","1299","Barrington Hall, Thriplow, Cambridgeshire, England"
"LB4S-DPF","Birth","1306","Ramsden Bellhouse, Essex, England"
"L896-3FL","Birth","1290","Essex, England"
"GJN1-Y45","Birth","1284","England"
"LCT8-BXD","Birth","1307","Essex, England"
"LCT8-BX2","Marriage","1334","Essex, England"
"9C66-MYK","Birth","1248","Ongar, Essex, England, United Kingdom"
"9C66-MY2","Birth","1254","Willingale, Essex, England, United Kingdom"
"LB49-2L3","Birth","1275","Essex, England"
"GZDQ-N6L","Birth","1250","Deighton, York, England"
"GK1F-M6L","Birth","1250","England, United Kingdom"
"GDTN-RXH","Birth","1323","Shropshire, England, United Kingdom"
"LHZ3-CWM","Birth","1295","Clay Hall, Tanworth, Warwickshire, England"
"LHZ3-CJY","Birth","1300","Weston under Lizard, Staffordshire, England"
"L5GZ-J7P","Birth","1321","Berkshire, England"
"L5G8-G76","Birth","1326","Stanford, Kent, England"
"GC46-HD7","Birth","1245","Of, Swynerton, France"
"L82V-RDM","Birth","1245","Swynnerton, Staffordshire, England"
"9W88-L93","Birth",NA,"France"
"9W88-L95","Birth","1290","France"
"LVF4-357","Birth","1292","Yorkshire, England"
"L6F7-CJB","Birth","1300","Suffolk, England"
"L6GQ-2Z8","Birth","1283","Cumberland, England"
"LVFC-NXK","Birth","1293","Scaleby, Cumberland, England"
"LJYQ-T6R","Birth","1270","Lancashire, England"
"GLHF-P94","Birth",NA,"Lancashire, England"
"LZJZ-3D8","Birth","1230","Samlesbury, Lancashire, England"
"LV4F-3H4","Birth","1230","Samlesbury, Lancashire, England, United Kingdom"
"LHCB-LLC","Birth","1230","Samlesbury, Lancashire, England, United Kingdom"
"GH4T-FL7","Birth","1245","Samlesbury, Lancashire, England"
"LV7M-47R","Birth","1255","Barton, Lancashire, England"
"GNYT-ZXH","Birth","1242","Preston, Lancashire, England"
"G6SN-M7P","Birth","1242","Lancashire, England"
"L1DR-DVJ","Birth","1240","Worsley, Lancashire, England"
"9Z8T-381","Birth","1232","Sefton, Lancashire, England"
"LD39-PLM","Birth of Child","1255","Sefton, Lancashire, England"
"LXMY-F1G","Birth","1230","Scarisbrick, Lancashire, England"
"MZMV-N25","Birth","1244","Lancashire, England"
"LY9N-KYP","Birth","1225","Yorkshire, England"
"LBP8-XCZ","Birth","1226","Skelton, Yorkshire, England"
"GFFG-XTB","Birth","1220","Salmesbury, Lancashire, England"
"GFFG-2TS","Birth","1220","Bolton, Lancashire, England"
"L8BF-FKW","Birth","1242","Ashby de la Zouche, Leicestershire, England"
"LD9K-WVV","Birth","1244","Salisbury, Wiltshire, England"
"LCZT-JZV","Birth","1238","Seagrave, Leicestershire, England"
"GKYX-G4G","Birth","1239","Copeland, Cumberland, England"
"LZY6-MZG","Birth","1225","Urswick, Lancashire, England"
"GGKF-ZK2","Birth","1280","Durham, England"
"M1SY-TY2","Birth","1277","Greystoke, Northumberland, England"
"M1SY-TBQ","Birth","1285","Scotton, Lincolnshire, England"
"9S9D-6WY","Birth","1234","England"
"HQ9K-M45","Birth","1236","England"
"M6FB-J43","Birth","1311","Salamanca, Castilla y León, España"
"KN65-F1J","Birth","1313","Évora, Évora, Portugal"
"LBMS-VXP","Birth","1282","Sevilla, Seville, Andalucia, Spain"
"G9Y1-QQS","Birth","1282","Henestrosa de las Quintanillas, Valdeolea, Santander, Spain"
"LRCW-631","Birth",NA,"Norton Disney, Lincolnshire, England"
"GLNT-VBH","Birth","1235","Nottinghamshire, England"
"GLYX-SSW","Death",NA,NA
"GC84-H1T","Birth","1195","Baynbridge Yorkshire England"
"MSTJ-MTZ","Birth","1238",", , Cumberland, Eng"
"L6ZX-DR8","Birth","1280","Sewerby with Marton, Yorkshire, England"
"L5NR-CQY","Birth of Child","1311","Yorkshire, England"
"GQB1-9LS","Birth","1292","Bacton, Norfolk, England"
"G7BK-HGZ","Birth","1290","England"
"GXGY-NWY","Birth","1295","England"
"GXGY-SWC","Birth of Child","1310","Yorkshire, England"
"L6ZX-DQY","Birth","1290","Kirby Sigston, Yorkshire, England"
"GQY3-3BQ","Birth","1285","Birdforth, Yorkshire, England"
"G8TG-47M","Birth","1266","Yorkshire, England"
"GMNX-Y9Q","Birth","1268","Hazlewood with Storiths, Yorkshire, England"
"G3PS-DG3","Birth",NA,"Burton Constable, Yorkshire, England"
"GSZM-6P6","Birth","1264","Yorkshire, England"
"LYS1-QVX","Birth","1291","Lincolnshire, England"
"9SL7-HJF","Birth","1315",NA
"GXRR-KGB","Birth","1313","Ingoldmells, Lincolnshire, England"
"LZLM-DRF","Birth","1304","of Hiltoft, Ingoldmells, Lincolnshire, England, United Kingdom"
"LK7S-RT9","Birth","1272","Boston, Lincolnshire, England, United Kingdom"
"LK7S-T3J","Birth","1275","Fen Ditton, Cambridgeshire, England, United Kingdom"
"GZYS-3SN","Birth","1278","Lincolnshire, England, United Kingdom"
"GZYS-8WM","Birth","1280",NA
"LCCN-84D","Birth","1250","Harewood, Yorkshire, England"
"LKNK-QNQ","Birth","1264",NA
"GF91-YG4","Birth","1286","Alwoodley, Yorkshire, England"
"GFL9-H43","Birth","1298","Yorkshire, England"
