"fid","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"LKP7-P3D","48.7825","9.1769","Stuttgart, Baden-Wurttemberg, Germany","48.77889","9.25083","Unterturkheim, Stuttgart, Baden-Wurttemberg, Germany"
"L8ZD-Q39","48.32317","8.66966","Vöhringen, Sulz, Württemberg, Germany","48.16786","9.45298","Grüningen, Biberach, Baden-Wuerttemberg, Germany"
"LZNG-5VG","50.26683","7.98344","Katzenelnbogen, Unterlahnkreis, Hesse-Nassau, Prussia, Germany","50.26683","7.98344","Katzenelnbogen, Unterlahnkreis, Hesse-Nassau, Prussia, Germany"
"LHNX-MZ8","49.5","10","Holy Roman Empire",NA,NA,NA
"LHK4-7LQ","48.95","10.58333","Oettingen, Oettingen in Bayern, Donau-Ries, Bayern, Deutschland",NA,NA,NA
"LHK4-726","47.96667","11.20833","Andechs, Starnberg, Bayern, Deutschland","49.37443","12.49012","Berg, Thanstein, Schwandorf, Bayern, Deutschland"
"LHN6-2LL","49.23333","11.95","<Of, Hirschberg, Oberpfalz, Bavaria>",NA,NA,NA
"LHNL-7PP","49.4333","12.1","Hirschberg, Oberpfalz, Bavaria, Tyskland",NA,NA,NA
"LWYB-N1P",NA,NA,NA,NA,NA,NA
"L5F6-SNR",NA,NA,NA,NA,NA,NA
"G924-MX3","48.55807","13.21966","Ortenburg,,Landkreis Passau,BAYERN,DEUTSCHLAND,","48.55807","13.21966","Ortenburg,,Landkreis Passau,BAYERN,DEUTSCHLAND,"
"2S3P-N69","50.3566","9.0505","Ortenberg, Bohemia",NA,NA,NA
"GL7N-Q9S",NA,NA,NA,NA,NA,NA
"KCZ3-KR7","48.76792","11.6152","Vohburg,Oberbayern,Bavaria",NA,NA,NA
"KGCG-TSL",NA,NA,NA,NA,NA,NA
"GLGQ-75Q",NA,NA,NA,NA,NA,NA
"2Z3Z-WVH","55.4","11.84","Sjælland, Denmark","54.96701","12.29699","Møn, Denmark"
"GLGQ-H14",NA,NA,NA,NA,NA,NA
"K2TD-5Z1","49","13","Europe",NA,NA,NA
"GLGQ-H16",NA,NA,NA,NA,NA,NA
"GNV4-88D",NA,NA,NA,NA,NA,NA
"KHL7-JL9","48.3525","10.7106","Augsburg, Bayern, Deutschland",NA,NA,NA
"LW54-PVJ","48.35215","10.87441","Augsburg, Schwaben, Bayern, Germany",NA,NA,NA
"LJT2-TW3","48.3525","10.7106","Augsburg, Schwaben, Bayern, Deutschland",NA,NA,NA
"LTP2-ZZJ","48.35215","10.87441","Augsburg, Augsburg, Schwaben, Bavaria, Germany",NA,NA,NA
"KZXM-P7T","48.35215","10.87441","Augsburg, Schwaben, Bayern, Germany","48.35215","10.87441","Augsburg, Schwaben, Bayern, Germany"
"L2QH-93Z","48.35215","10.87441","Augsburg, Augsburg, Bayern, Deutschland","49.1121","10.7318","Gunzenhausen District, Middle Franconia, Bavaria, Germany"
"G893-8FY","48.35215","10.87441","Augsburg, Schwahem, Germany",NA,NA,NA
"GQL2-MHS","51.5","10","Germany",NA,NA,NA
"LV96-SFX","48.3872","9.9622","Ulm, Stadtkreis, Baden-Württemberg, Germany","48.3872","9.9622","Ulm, Stadtkreis, Baden-Württemberg, Germany"
"LTKJ-XKB","48.3872","9.9622","Ulm, Stadtkreis, Baden-Württemberg, Germany",NA,NA,NA
"GQL2-M4Y","48.35215","10.87441","Augsburg, Augsburg, Bavaria, Germany","48.3525","10.7106","Augsburg Bayern Deutschland"
"GQL2-M4T","51.5","10","Germany",NA,NA,NA
"GGWD-LNK","48.3525","10.7106","Augsburg, Schwaben, Bayern, Germany","48.3525","10.7106","Augsburg, Schwaben, Bayern, Germany"
"GGKX-T7J",NA,NA,NA,"51.5","10","Germany"
"L2PF-XNV","47.78333","9.38333","Ausburg, Bayen, Deutschland",NA,NA,NA
"GM9G-RSP","51.5","10","Deutschland",NA,NA,NA
"KJ4M-GM3","48.35215","10.87441","Augsburg, Augsburg, Schwaben, Bavaria, Germany",NA,NA,NA
"G7F7-57D","48.35215","10.87441","Augsburg, Augsburg, Bayern, Deutschland","48.35215","10.87441","Augsburg, Augsburg, Bayern, Deutschland"
"KC12-WPN","51.3274","9.1674","Wolfhagen, Landkreis Kassel, Hesse.",NA,NA,NA
"K8KG-P2Y","51.3274","9.1674","Of Wolfhagen, Hessen, Germany",NA,NA,NA
"L67V-9RZ","51.42281","9.82962","Rosdorf, Niedersachsen, Germany",NA,NA,NA
"GK4B-VPW",NA,NA,NA,NA,NA,NA
"L7JZ-LVD","51.3056","13.7108","Schoenfeld bei Grossenhain, Saxony, Germany",NA,NA,NA
"L7LV-V52","51.3056","13.7108","Schoenfeld bei Grossenhain, Saxony, Germany",NA,NA,NA
"2781-37X",NA,NA,NA,NA,NA,NA
"9NRV-X1C",NA,NA,NA,NA,NA,NA
"LHVK-K48","53.95878","-1.08248","Yorkshire, England","53.8","-1.5514","Leeds, Yorkshire, England"
"GX1Z-FY2","53.74201","-0.35381","Hull, Yorkshire, England, United Kingdom","53.7686","-0.3274","Hull, Yorkshire, England, United Kingdom"
"9M7W-Z6Z",NA,NA,NA,NA,NA,NA
"9CCM-RL3","51.85739","-1.29353","Ottendon, Oxfordshire, England",NA,NA,NA
"MCV2-5PG","46.99087","6.79767","Neuchatel, Switzerland","46.9897","6.9288","Neuchâtel, Neuchâtel, Switzerland"
"M87S-526","46.9897","6.9288","Circa 1026   Neuchâtel, Neuchâtel, Switzerland",NA,NA,NA
"LYZ9-HQJ","47.5878","7.7737","Rheinfelden,Swabia,,Germany","51.15","12.08333","Hohenmölsen, Weißenfels, Freistaat Sachsen, Allemagne"
"MYBX-C2G","50.89472","12.58129","Schwaben, Chemnitzer, Sachsen, Germany","50.627","5.5846","Liège, Holy Roman Empire"
"L1TH-CHT","46.1184","6.3584","Faucigny, 74122, Haute Savoie, Rhône-Alpes, France","45.5031","6.5241","Faucigny, Savoie, France"
"L1TH-WV2","46.1184","6.3584","Faucigny, Haute-Savoie, Rhône-Alpes, France","46.1184","6.3584","Faucigny, Haute-Savoie, Rhône-Alpes, France"
"9SM1-17D","48.91022","11.76045","Schwaben, Kelheim, Bayern, Germany","51.9","10.43333","Goslar, Landkreis Goslar, Niedersachsen, Deutschland"
"G94J-CX3","45.2014","5.8386","Domène, Isère, Auvergne-Rhône-Alpes, France","45.2014","5.8386","Domène, Isère, Auvergne-Rhône-Alpes, France"
"GQTC-2K3","44.8213","4.4293","Albon- d'Ardèche, Ardèche, Rhône-Alpes, France","45.3775","7.5926","Canischio, Torino, Piémont, Italie"
"GMFF-4CK","45.2014","5.8386","Domène, Isère, Auvergne-Rhône-Alpes, France",NA,NA,NA
"GC4M-G24","46.99087","6.79767","Neuchâtel, Switzerland",NA,NA,NA
"GZRV-D3W","46.9897","6.9288","Neuchâtel, Canton de Neuchâtel, Suisse",NA,NA,NA
"LCM7-WVD","52.232","7.00405","Glane, France","47.042","7.2751","Aarberg, Seeland, Bern, Suisse"
"G84M-Z4B","47.0604","7.2257","Walperswil, Seeland, Bern, Suisse","47.042","7.2751","Aarberg, Seeland, Bern, Suisse"
"MWRM-L2T","47.2396","6.0209","Besançon, Doubs, Franche-Comté, France","31.91666","34.86666","Ramla, Israël"
"KHHM-6D7","46.76701","7.08229","Sarine, Fribourg, Switzerland","46.2746","4.0415","Marcigny, Saône-et-Loire, Bourgogne-Franche-Comté, France"
"GV2K-742",NA,NA,NA,NA,NA,NA
"G2Q7-TMN","48.47464","9.41643","Urach, Oberamt Urach, Württemberg, Deutschland",NA,NA,NA
"GXZS-56B","48.00509","8.25158","Urach, Neustadt, Baden, Germany","48.00509","8.25158","Urach, Schwarzwald-Baar-Kreis, Baden-Württemberg, Germany"
"L8P6-YWQ","48.02329","7.8588","Zähringen, Amt Freiburg, Baden","50.9","12.58333","Schwaben,"
"G6RX-6V9","47.5524","7.7912","Rheinfelden, Aargau, Schweiz","47.62862","7.68139","Lörrach, Amt Lörrach, Baden"
"G7PM-8QD","51.0545","12.556","Frohburg, Leipzig, Saxony, Germany","47.3812","7.8843","Froburg, Germany"
"G6TT-VPQ","47.42","4.68","of Burgogne, France","51.0545","12.556","Frohburg, Leipzig, Saxony, Germany"
"GGQ7-N2K","49.06","-0.11","Normandy, France",NA,NA,NA
"G2L1-QS1","49.85656","1.06939","Sauqueville, Seine-Maritime, Upper Normandy, France","51.70778","-4.94972","Neyland, Pembrokeshire, Wales"
"G2LB-XB9","51.75044","-1.26011","Oxford, Oxfordshire, England",NA,NA,NA
"9Z8K-YM6","51.9513","-2.8934","Ewyas Harold, Herefordshire, England","51.9513","-2.8934","Ewyas Harold, Herefordshire, England"
"97T7-SHD","53.2036","-2.9273","Blacon, Cheshire, England",NA,NA,NA
"LKQ7-KBR","51.39235","-2.04346","Wiltshire, England","51.927","-2.8459","Kentchurch, Herefordshire, England"
"G2KS-C2D","50.85","-1.1392","Portchester, Hampshire, England",NA,NA,NA
"GVB1-QLW","49.1193","6.1757","Metz, Moselle, Alsace-Champagne-Ardenne-Lorraine, France.","51.3291","-1.0616","Bramley, Hampshire, England"
"GV2Z-PTJ","49.06","-0.11","Saint Germain de Montgommerie, Normandy, France","52.64306","-2.71362","Shropshire, England, United Kingdom"
"GNXR-8BW","52.1913","-0.0644","Bourn, Cambridgeshire, England","52.21369","0.12631","Brunne, Cambridgeshire, England"
"GNXR-VDW","49.75912","0.37346","Fécamp, Seine-Maritime, Haute-Normandie, France","52.4379","-1.6496","England, United Kingdom"
"G3RW-Q69",NA,NA,NA,NA,NA,NA
"GH7B-GTK","52.0272","0.041","Barley, Royston, Hertfordshire, England",NA,NA,NA
"GWXJ-QSD",NA,NA,NA,NA,NA,NA
"GWXJ-3FP",NA,NA,NA,NA,NA,NA
"GSKL-TVF","51.6904","-2.4572","Berkeley, Gloucestershire, England","49.9167","2.5","Somme, Picardie, France"
"GSKG-9X9","51.6906","-2.4579","Berkeley, Gloucestershire, England","51.6904","-2.4572","Berkeley, Gloucestershire, England"
"9HB6-BRQ","52.93781","-2.23836","Swynnerton, Staffordshire, England","52.93781","-2.23836","Swynnerton, Staffordshire, England"
"L6YZ-2QN","51.67611","-4.91583","Pembroke, Pembrokeshire, Wales","51.81907","-4.96476","Prendergast, Pembrokeshire, Wales"
"LYJT-1N7","52.33022","-3.76641","Wales","52.33022","-3.76641","Wales"
"GW9Z-GVC","51.22608","0.75054",",Kent,England.",NA,NA,NA
"G3HY-234","53.8966","-0.9636","Wheldrake, Yorkshire, England","53.95887","-1.06697","York, Yorkshire, England"
"GMPV-RV6","53.95878","-1.08248","East Riding, Yorkshire, England","53.91673","-0.55638","Lund, Yorkshire, England"
"GXF1-11C","50.7274","-1.2323","of Wootton, Isle of Wight, Hampshire, England",NA,NA,NA
"GXF1-11D",NA,NA,NA,NA,NA,NA
"949H-RPM","48.6667","-1.1667","Avranches, Manche, Normandy, France","48.6667","-1.1667","Avranches, Manche, Normandy, France"
"9493-LZK",NA,NA,NA,NA,NA,NA
"G8QT-1QZ","51.11974","-2.9","Somerset, England",NA,NA,NA
"G25F-HH4","48.5823","-1.7389","Dol-de-Bretagne, Ille-et-Vilaine, Brittany, France",NA,NA,NA
"G25F-8MV","48.3524","-1.2028","Fougères, Ille-et-Vilaine, Brittany, France",NA,NA,NA
"GD2S-X3X","46","2","France",NA,NA,NA
"GV3N-G18",NA,NA,NA,NA,NA,NA
"MYV9-GS4","50.7505","2.2522","Saint-Omer, Nord-Pas-De-Calais, France","33.51306","36.29194","Damascus, Ottoman Empire"
"K87K-5W7","52.92576","-2.12633","Kibblestone, Staffordshire, England",NA,NA,NA
"MHY8-KS9","53.7824","-0.4143","Cottingham, Yorkshire, England",NA,NA,NA
"LZ2H-2B2","52.0274","-0.4252","Clophill, Bedfordshire, England",NA,NA,NA
"LW6L-S6X","51.11396","-1.90019","Wishford Magna, Wiltshire, England","51.11396","-1.90019","Wishford Magna, Wiltshire, England"
"G6TX-FDN","52.86667","-0.4","Folkingham, Lincolnshire, England","52.33781","-1.56089","Millent, Warwickshire, England"
"LC2D-GVB","52.854","-1.565","Willington, Derbyshire, England",NA,NA,NA
"9QQG-SJ8","53.11051","-1.62048",", DERBYSHIRE, ENGLAND",NA,NA,NA
"9QQM-S1K","51.39235","-2.04346","IMMERSMERE, WILTSHIRE, ENGLAND",NA,NA,NA
"9QQG-SVS","51.39235","-2.04346",", Wiltshire, England",NA,NA,NA
"G8CR-K72","49.081","-1.3854","Cambernon, Manche, Normandy, France, ","50.73646","-3.71887",", Devon, , England"
"9CW5-J43","51.454","-2.589","Bristol, Gloucestershire, England","49.0262","1.1512","Evreux, Eure, Haute-Normandie, France"
"99MZ-TDT","51.454","-2.589","Bristol, Gloucestershire, England","51.4608","-2.5877","Bristol, Gloucestershire, England"
"GGK7-Y14",NA,NA,NA,NA,NA,NA
"934R-ZBH","50.3302","-4.8152","St.Mewan, Cornwall, England, UK","50.3302","-4.8152","St.Mewan, Cornwall, England, UK"
"G7YG-7SW","50.48333","-4.98333","Trenowyth, Cornwall, England, UK",NA,NA,NA
"G2L1-177","54.58333","-1.78333","Raby, Durham, England","54.58333","-1.78333","Raby, Durham, England"
"G2NV-7GL","54.58333","-1.78333","Raby Keverstone Castle, Branchpeth, Durham, England","54.58333","-1.78333","Raby, Durham, England"
"LRMF-HB6","51.7985","-2.5849","West Dean, Gloucestershire, England","51.03333","-1.63333","West Dean, Wiltshire, England"
"G7BD-13G","46","2","France",NA,NA,NA
"LYWP-9HZ","48.8832","1.4588","Ivry La Bataille, Eure, Normandy, France","48.8832","1.4588","Ivry La Bataille, Eure, Normandy, France"
"LYKJ-3D4","48.8362","0.9174","Breteuil, Eure, Normandy, France","48.8832","1.4588","Ivry-la-Bataille, Eure, Upper Normandy, France"
"LY2R-4FW","49.05","-1.44","Coutances, Normandy, France","51.75","-1.25","Oxford, Oxfordshire, England"
"GDRP-LW1",NA,NA,NA,NA,NA,NA
"G66H-56G","50.55","-4.25","Sydenham Damerel, Devon, England","51.133","-2.9817","Sydenham, Somerset, England"
"G66H-VJK","50.55","-4.25","Sydenham Damerel, Devon, England","52.53312","-2.27668","Draycott, Hanbury, East Staffordshire district, Staffordshire, England, United Kingdom"
"L6QD-FWD","53.95871","-2.01505","Cravin, Yorkshire, England","53.963","-2.0163","Skipton, Yorkshire, England"
"GC4H-YNN","53.963","-2.0163","Skipton, Yorkshire, England","53.95878","-1.08248","Yorkshire, England"
"KNH6-GSX","51.85229","0.61466","Essex, England",NA,NA,NA
"KNHX-6RM","51.85229","0.61466",", , Essex, England, United Kingdom","52.4379","-1.6496",", , , England, United Kingdom"
"LKLR-LPT",NA,NA,NA,NA,NA,NA
"LBJ5-Q7J","51.13833","1.00083","Of Brabourne, Kent, England",NA,NA,NA
"GLWF-MD3","53.8301","-1.6852","of Calverley, Yorkshire, England",NA,NA,NA
"LH56-S87","50.73646","-3.71887","Devonshire, England","50.73646","-3.71887","Devon, England"
"GMGK-ZRX","51.3202","-0.3842","Stoke D'Abernon, Surrey, England",NA,NA,NA
"GVCM-Y6V",NA,NA,NA,NA,NA,NA
"L2WK-3PW","50.70446","-2.67419","Berwick, Dorset, England","50.70446","-2.67419","Berwick, Dorset, England"
"L2WK-QM8","50.70446","-2.67419","Berwick, Dorset, England","50.8108","-2.7424","Beaminster, Dorset, England"
"GZW7-VJ9",NA,NA,NA,NA,NA,NA
"GLPP-83X","52.4379","-1.6496","England",NA,NA,NA
"GXFS-C8D","52.5","5.75","Netherlands",NA,NA,NA
"GXT2-1H7","52.5","5.75","Netherlands",NA,NA,NA
"GCS6-6FP","51.4414","-2.7297","Wraxall, Somerset, England","51.4329","-2.6479","Wraxall Hall, Long Ashton, Somerset, England"
"9NRC-T71","53.76343","-2.70304","Preston, Lancashire, England","50.8033","-2.6114","Wraxall, Dorset, England"
"GV16-GND","50.73646","-3.71887","Devon, England",NA,NA,NA
"GK4Z-RF4","50.73646","-3.71887","Raleigh, Devon, England","50.8583","0.5803","Hastings, Sussex, England"
"GK48-W2F","51.133","-3.3485","Nettlecombe, Somerset, England, United Kingdom","51.133","-3.3485","Nettlecombe, Somerset, England, United Kingdom"
"M8NQ-LCW","49.1649","-1.3501","Saint-Martin-d'Aubigny, Manche, Normandie, Francia","49.63333","-1.63333","Saint-Sauveur, Manche, Lower Normandy, France"
"LBFC-H6J","46.6812","3.156","Aubigny, Allier, Auvergne, France","48.8469","-1.4439","Saint Sauveur, Manche, Normandie, France"
"GGLY-4XK","52.2083","-1.8794","Arrow, Warwickshire, England, United Kingdom",NA,NA,NA
"GGLT-1DD",NA,NA,NA,"52.64306","-2.71362","Shropshire, England"
"GGZK-LW8",NA,NA,NA,"52.4379","-1.6496","England"
"GGZK-XS5",NA,NA,NA,"52.4379","-1.6496","England"
"G661-CDN","50.6075","-3.6011","Chudleigh, Devon, England","52.4379","-1.6496","England"
"LVTL-TC2","50.6","-3.58333","Chudleigh, Devon, England","52.4379","-1.6496","England"
"GDZF-G5G","50.4635","-3.559","Cockington, Devon, England","50.4635","-3.559","Cockington, Devon, England"
"G8C8-HDF","52.4379","-1.6496","England","50.73646","-3.71887","Devon, England"
"G8YQ-C7Y",NA,NA,NA,"50.73646","-3.71887","Devon, England"
"GGPR-4ZZ","50.4392","-3.651","Berry Pomeroy, Devon, England","50.4392","-3.651","Berry Pomeroy, Devon, England"
"GGP5-YV6","51.95","-3.3833","Blaenllyfni, Brecon, Wales","50.4392","-3.651","Berry Pomeroy, Devon, England"
"GGPY-HJS","48.1285","-1.2115","Vitre, Ille-et-Vilaine, Bretagne, France","48.1285","-1.2115","Vitre, Ille-et-Vilaine, Bretagne, France"
"GGPY-D83","52.35","-0.85","Burton, Northamptonshire, England","48.1285","-1.2115","Vitré, Ille-et-Vilaine, Bretagne, France"
