"fid","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"GXJM-JXR","51.8609","-4.31153","Carmarthenshire, Wales",NA,NA,NA
"9331-HPF","53.25","-4.6","of,Rhoscolyn,Anglesey,Wales",NA,NA,NA
"933B-7V3","53.07344","-3.27409","Llanfair Tlhrn, Uwch Aled, Denbighshire, Wales",NA,NA,NA
"93QM-CTH","53.1847","-3.4228","of,Rhos ctf,Denbighshire,Wales",NA,NA,NA
"93QZ-T39","53.28","-3.58","of,Abergele,Denbighshire,Wales",NA,NA,NA
"GXBD-S7C","53.2833","-3.5833","Abergele, Denbighshire, Wales",NA,NA,NA
"LYFV-77X","51.03333","-1.76666","Longford, Wiltshire, England","-22.73333","29.46667","Longford, Soutpansberg, Transvaal, South Africa"
"G9PL-12X","52.1829","-0.8043","Horton, Northamptonshire, England","52.1829","-0.8043","Horton, Northamptonshire, England"
"GK67-FJV",NA,NA,"Gloucester, Gloucestershire, England",NA,NA,NA
"LB9J-7VW",NA,NA,NA,NA,NA,NA
"M4JV-MP7","50.73646","-3.71887","Fenne,Devon,Eng",NA,NA,NA
"MY7W-WNT","50.73646","-3.71887","Of Fenne,Devon,Eng",NA,NA,NA
"L4NB-KDV","50.73646","-3.71887","Fenne,Devon,Eng",NA,NA,NA
"M4JV-CVJ","50.73646","-3.71887","Of Fenne,Devon,Eng",NA,NA,NA
"GQ11-NPL","51.0587","-2.6605","Charlton Adam, Somerset, England, United Kingdom","52.0223","-2.8141","Hereford, Herefordshire, England, United Kingdom"
"GQ11-X28","53.1938","-2.8921","Chester, Cheshire, England, United Kingdom",NA,NA,NA
"G9X3-7F4","51.26778","-2.45305","Charlton, Somerset, England","52.02229","-2.81412","Hereford, Herefordshire, England"
"GS9M-GPC","53.2036","-2.9273","Chester, Cheshire, England",NA,NA,NA
"LYK6-VPJ","52.4379","-1.6496","Beverson, England, United Kingdom",NA,NA,NA
"LYKX-7S3","52.4379","-1.6496","England",NA,NA,NA
"LR85-3Z8","51.6243","-1.45","Denchworth, Berkshire, England","51.6243","-1.45","Denchworth, Berkshire, England"
"LR8P-Y3L","53.4534","-2.083","Hyde, Cheshire, England",NA,NA,NA
"G8QJ-X7X","52.7494","-1.4693","Ashby de la Zouch, Leicestershire, England",NA,NA,NA
"GJM5-1JY","51.0459","-2.5225","North Cadbury, Somerset, England",NA,NA,NA
"LCQZ-6ZQ","51.07809","-2.53347","Castle Cary, Somerset, England",NA,NA,NA
"GV78-6XM","52.4379","-1.6496","England",NA,NA,NA
"GLMB-GTX","52.4379","-1.6496","England",NA,NA,NA
"GWCV-H95","53.1","-0.2","Thorpe Manor, Tattershall, Lincolnshire, England","53.1","-0.2","Thorpe Manor, Tattershall, Lincolnshire, England"
"GZRV-DHZ","52.67827","0.97259","Norfolk, England","52.67827","0.97259","Norfolk, England"
"MMWC-HVZ","50.4098","-4.2163","Trematon Castle, Saltash, Cornwell, ENGLAND",NA,NA,NA
"L5ZN-T3K","52.67827","0.97259","Norfolk, England",NA,NA,NA
"GH6B-SCR","52.68303","0.46562","Wormegay, Norfolk, England","52.67754","0.45545","Wormegay, Downham, Norfolk, England"
"GCKF-BY9","51.91306","1.05129","Little Bromley, Essex, England",NA,NA,NA
"GKDP-X6G","51.9184","1.0397","Little Bromley, Essex, England","51.9184","1.0397","Little Bromley, Essex, England"
"G28V-2XL","51.51","-0.12","London, Middlesex, England","51.35","-0.03333","Addington, Surrey, England"
"G28V-RDR","51.28114","-0.40057","Surrey, England","51.3609","-0.0315","Addington, Surrey, England, United Kingdom"
"LDR2-C9V","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GMND-QR6","52.58228","0.56784","Oxburgh Hall, Oxborough, Norfolk, England",NA,NA,NA
"GGL1-YZX","52.4379","-1.6496","England",NA,NA,NA
"LKSP-JV8","52.50397","0.6516","Mundford, Norfolk, England, United Kingdom","52.50397","0.6516","Mundford, Norfolk, England, United Kingdom"
"LKSP-JK7",NA,NA,NA,"52.4679","0.56001","Wilton, Norfolk, England"
"GJM1-1K3","53.15812","-0.23925","Lincolnshire, England",NA,NA,NA
"9HZ3-1KP","52.4379","-1.6496","England",NA,NA,NA
"L4B2-SD1","52.4379","-1.6496","England",NA,NA,NA
"LCCF-NXK","53.1057","-0.1756","Coningsby, Lincolnshire, England","53.11051","-1.62048","Derbyshire, England"
"LXQV-Q4P","51.33333","0.78333","Tong Castle, Kent, England",NA,NA,NA
"KVFB-JC1",NA,NA,NA,NA,NA,NA
"GHJH-2C7","53.587","-2.6666","Standish, Lancashire, England","53.587","-2.6666","Standish, Lancashire, England"
"LJP3-VN5","51.07865","-1.31703","Hampshire, England",NA,NA,NA
"LJP3-KM1","52.4379","-1.6496","England",NA,NA,NA
"GSF5-VV4","51.89916","-8.48022","County Cork, Ireland",NA,NA,NA
"GSF5-GDJ","54.6546","-8.1094","Donegal, County Donegal, Ireland",NA,NA,NA
"9SLB-ZNV","57.63654","-4.92472","Ross-shire, Scotland","57.63654","-4.92472","Ross-shire, Scotland"
"GDDF-NWQ","56.81674","-4.18396","Scotland",NA,NA,NA
"GM8K-QM6","57.25","-2.45","Invercauld, Aberdeenshire, Scotland","57.01667","-3.35","Invercauld, Aberdeenshire, Scotland"
"GMVP-DQP","56.81674","-4.18396","Scotland",NA,NA,NA
"LX3R-YMN","46","2","France",NA,NA,NA
"G71F-FT4","53.11051","-1.62048","Derbyshire, England",NA,NA,NA
"G7K5-3HT","53.11051","-1.62048","Derbyshire, England",NA,NA,NA
"LB23-HBN","53.11051","-1.62048","Derbyshire, England","53.11051","-1.62048","Derbyshire, England"
"GZV8-2M8","52.4379","-1.6496","England",NA,NA,NA
"GS6T-VKT","52.4379","-1.6496","England","53.0804","-1.2454","Annesley, Nottingham, England"
"9QQ9-QMP","53.11546","-1.02722","NOTTINGHAMSHIRE, ENGLAND",NA,NA,NA
"9QQL-BNZ","53.11546","-1.02722","NOTTINGHAMSHIRE, ENGLAND",NA,NA,NA
"29YR-MPZ","53.4204","-2.1105","Bredbury, Cheshire, England","53.4204","-2.1105","Bredbury, Cheshire, England"
"GN79-11P","53.4667","-2.6667","Haydock, Lancashire, England",NA,NA,NA
"GN4Y-DZ7","53.4667","-2.6667","Haydock, Lancashire, England, United Kingdom",NA,NA,NA
"LB6H-FM6","52.4379","-1.6496","England",NA,NA,NA
"KHPR-8KH",NA,NA,"Newton-Peverell, Wimborne, Dorset, England","50.736","-2.4853","Bradford-Peverell, , Dorset, England"
"LHPV-4FK",NA,NA,NA,NA,NA,NA
"G6V4-6QY","51.08333","0.11666","Bolebrook, Sussex, England",NA,NA,NA
"KN1S-9B8","52.8","-2.83333","Walford, Shropshire, England",NA,NA,NA
"KN19-DT1","52.4379","-1.6496","England",NA,NA,NA
"LVJ1-JCD","45.7787","3.0852","Clermont, Auvergne, France",NA,NA,NA
"G8QG-3Z7","45.194","3.2926","Mercoeur, Haute-Loire, Auvergne-Rhône-Alpes, France","44.9305","4.8914","Valence, Drôme, Auvergne-Rhône-Alpes, France"
"GFQZ-9BQ","44.9305","4.8914","Valence, Drôme, Auvergne-Rhône-Alpes, France","44.9305","4.8914","Valence, Drôme, Auvergne-Rhône-Alpes, France"
"GC4Z-LV8","47","8.5","Switzerland",NA,NA,NA
"G7F6-DRF","50.4843","3.8353","Baudour, Hainaut, Belgique","50.454","3.9536","Mons, Hainaut, Belgique"
"GVQ7-D82",NA,NA,NA,NA,NA,NA
"G7RT-WDF","49.7456","2.4534","Mailly-Raineval, Somme, Picardie, France",NA,NA,NA
"G7RT-MYZ","49.1432","2.76034","Nanteuil-le-Haudouin, Senlis, Oise, Picardie, France",NA,NA,NA
"KZBY-DGC","50.10525","4.56988","of,Fagnolle,Namur,Belgium",NA,NA,NA
"9ZH3-74T",NA,NA,NA,NA,NA,NA
"LHTP-KM4","49.93","6.167","Vianden, Luxemburg","49.93","6.167","Vianden, Luxemburg"
"GX91-9GL","51.4111","9.3739","Neu-Isenburg, Hesse-Nassau, Germany","50.53333","7.43333","Neuerburg, Rheinland-Pfalz, Germany"
"99JV-Y8T",NA,NA,NA,NA,NA,NA
"G8NP-BBH",NA,NA,NA,NA,NA,NA
"G8NP-TRF",NA,NA,NA,NA,NA,NA
"GM42-NKN","50.4483","3.5935","Condé-sur-l'Escaut, Nord, Nord-Pas-de-Calais, France","50.1114","1.7706","Cambron, Somme, Picardie, France"
"9ZHY-BN3","43.21","2.35","Carcassonne, Aude, France",NA,NA,NA
"G41Z-S5K","50.84","3.6","Oudenaarde, Oost-Vlaanderen, België",NA,NA,NA
"LK5P-WCG","49.381","3.3244","of,Soissons,Aisne,France",NA,NA,NA
"KLF9-N9S","46","2","France","46","2","France"
"9CHW-LJ4","47.39917","-0.37802","Blaison, Maine-et-Loire, Pays de la Loire, France","46.7956","1.9861","Bommiers, Indre, Centre-Val de Loire, France"
"GG71-V7W","46.5684","0.6473","Chauvigny, Vienne, Nouvelle-Aquitaine, France","47.36632","3.19475","Donzy, Cosne-Cours-sur-Loire, Nièvre, Bourgogne, France"
"GV2F-5HQ","46","2","-,,,,FRANCE,",NA,NA,NA
"9C7F-YFF","48.2079","2.9409","of,Villebeon,Seine-et-Marne,France",NA,NA,NA
"9WQY-T9M","46","2","France","46","2","France"
"KN8N-ZZ3","50.7703","-3.5428","Upton Pyne, , Devonshire, England",NA,NA,NA
"G6SB-WWK","50.73646","-3.71887","devonshire, eng",NA,NA,NA
"GXQL-S16",NA,NA,NA,NA,NA,NA
"GK4L-HBX","55.8374","-4.4799","Castle Elderslie, Renfrewshire, Scotland",NA,NA,"Craigie Castle, Ayrshire, Scotland"
"GVL5-TT6",NA,NA,NA,NA,NA,NA
"KJWD-MR5","50.8647","-3.9432","Winkleigh, Devon, England","50.8647","-3.9432","Winkleigh, Devon, England"
"L7J4-Q6Y","50.7225","-3.5328","of Exeter, Devon, England","50.8565","-3.9458","Winkleigh, Devonshire, England"
"G83C-T2Z","51.1178","-4.004","Shirwell, Barnstaple, Devonshire, England, United Kingdom",NA,NA,NA
"GXQP-Q3P","50.8565","-3.9458","Winkleigh, Devon, England, United Kingdom",NA,NA,NA
"KP34-JDC","51.9706","-2.9009","Abbey Dore, Herefordshire, England",NA,NA,NA
"K4KL-5F8","51.9701","-2.9007","Abbey Dore, Herefordshire, England",NA,NA,NA
"GVY6-4VZ",NA,NA,NA,NA,NA,NA
"GVY6-X43",NA,NA,NA,NA,NA,NA
"GMNR-9MH","50.6727","-4.4951","Tremaine, Cornwall, England","50.25116","-5.06676","Cornwall, England"
"GMN5-GY5","50.1527","-5.0664","Falmouth, Cornwall, England",NA,NA,NA
"LVVQ-VCB","51.1828","-3.4453","Dunster, Somerset, England","51.1828","-3.4453","Dunster, Somerset, England"
"GZVZ-5TF","52.0581","-0.82","Wolverton, Buckinghamshire, England, United Kingdom",NA,NA,NA
"G8XR-4XL",NA,NA,NA,NA,NA,NA
"G8XR-4QZ","50.73646","-3.71887","Devon, England","50.4741","-3.5991","Compton, Devon, England, United Kingdom"
"GC7H-M4R",NA,NA,NA,NA,NA,NA
"GC7H-STX","49","13","Europe",NA,NA,NA
"LXQ7-NYY",NA,NA,NA,NA,NA,NA
"K1T8-NCL","57.41667","-3.25","Bothwell Castle, Morayshire, Scotland",NA,NA,NA
"GHTX-38N",NA,NA,NA,NA,NA,NA
"GJ9D-C58","52.4379","-1.6496","England",NA,NA,NA
"GJ9D-ZTT","52.8403","-2.0376","Weston, Staffordshire, England, United Kingdom",NA,NA,NA
"GJ9D-B19","50.76841","-3.60764","West Hall, High Leigh, Cheshire, England, United Kingdom","52.4379","-1.6496","England, United Kingdom"
"L4BD-38X","52.9686","-1.5519","Kedleston, Bepler, Derbyshire, England",NA,NA,NA
"KCDD-3G6","52.9688","-1.5527","Kedleston, Derbyshire, England",NA,NA,NA
"G2Z7-5MS","54.2697","-2.5798","Middleton, Westmoreland, England","54.38216","-2.77954","Westmorland, England"
"G2Z8-HMM","52.0267","-1.9408","Wormington, Gloucestershire, England","52.4379","-1.6496","England"
"LJY9-888","50.36398","-3.99965","Lyneham, Yealmpton, Devonshire, England","51.085","-3.2484","Lydeard St Lawrence, Taunton, Somerset, England"
"LTVP-7R8","51.07801","-3.24612","Lydeard St Lawrence, Taunton, Somerset, England",NA,NA,NA
"GDJR-DBY","52.69483","0.317","Tilney with Islington, Wisbech, Norfolk, England","50.766","-2.14508","Melbury Turberville Manor, Dorset, England"
"GDJR-8ZH","52.4379","-1.6496","England",NA,NA,NA
"GKNS-1PC","52.13436","-2.74917","Herefordshire, England","52.13436","-2.74917","Herefordshire, England"
"9CX7-JR9","52.4379","-1.6496","England",NA,NA,NA
"9ZCR-N16","52.4379","-1.6496","England",NA,NA,NA
"9ZCR-JMV","52.4379","-1.6496","England, United Kingdom",NA,NA,NA
"LY7Y-XWX","51.52445","-2.50447","Winterbourne, Gloucestershire, England, United Kingdom","51.52445","-2.50447","Winterbourne, South Gloucestershire, England"
"L4MM-Q89","51.449","-1.3452","Winterbourne, Berkshire, England","51.52445","-2.50447","Winterbourne, Gloucestershire, England"
"GNZ7-GRL",NA,NA,NA,NA,NA,NA
"GX3N-FH3","57.5167","-3.9333","Cawdor, Nairnshire, Scotland","56.81674","-4.18396","Scotland"
"GXLL-NR9","57.58333","-4.25","Black Isle, Highland, Scotland, United Kingdom",NA,NA,NA
"LC8R-945","57.5167","-3.9333","Cawdor, Nairnshire, Scotland",NA,NA,NA
"LV6G-TNS","53.92","-1.92","Yorkshire West Riding, England","53.18268","-2.53046","Cheshire, England"
"KGJV-BT5","51.40476","-0.21581","Merton, Merton, Surrey, England","51.40476","-0.21581","Merton, Merton, Surrey, England"
"KGJV-BYK","52.73333","0.16667","Tydd Saint Mary, South Holland, Lincolnshire, England","51.40476","-0.21581","Merton, Merton, Surrey, England"
"KHSK-C2L","51.20967","-0.54228","Great Tangley Manor, Wonersh, Surrey, England",NA,NA,NA
"LYB9-W31","51.20967","-0.54228","Tangley, Surrey, England",NA,NA,NA
"LCZL-SCX","55.9454","-4.5657","Dumbarton, Strathclyde, Scotland, United Kingdom",NA,NA,NA
"9W9Q-HD4","56.81674","-4.18396","Scotland",NA,NA,NA
"GKZD-5GN","49.6825","1.0934","Seine-Maritime, Upper Normandy, France",NA,NA,NA
"GXXH-FBP","46","2","França",NA,NA,NA
"GVSC-6X6","52.1397","1.2381","Clopton, Suffolk, England, United Kingdom","52.4379","-1.6496","England, United Kingdom"
"GVCY-RF6","52.4379","-1.6496","England",NA,NA,NA
"G25S-7G7","52.59761","1.47946","Buckenham, Norfolk, England",NA,NA,NA
"G25S-SXZ","52.59761","1.47946","of Buckenham, Norfolk, England",NA,NA,NA
"G3T4-YDT","52.4674","-0.9845","Marston Trussel, Northamptonshire, England, United Kingdom",NA,NA,NA
"G3T4-BYC","52.4379","-1.6496","England",NA,NA,NA
"GQ7Y-19C","53.41027","-1.55521","Loxley, Yorkshire, England",NA,NA,NA
"G3QP-2BP",NA,NA,NA,NA,NA,NA
"GVZS-NVT",NA,NA,NA,NA,NA,NA
"MR8M-29M","55.33405","-1.98349","Northumberland, England","55.33405","-1.98349","Northumberland, England"
"GLKP-46K","55.33405","-1.98349","Northumberland, England",NA,NA,NA
"GL62-1TM","50.7897","-1.7943","Avon, Hampshire, England",NA,NA,NA
"LK74-FZX","53.5356","-1.3764","Darfield, Yorkshire, England","50.9089","-1.4038","Southampton, Hampshire, England, United Kingdom"
"GHNK-28N","52.4379","-1.6496","England",NA,NA,NA
"GHNK-53F","52.4379","-1.6496","England",NA,NA,NA
"GQL7-T2G","52.3798","-1.3058","Long Lawford, Warwickshire, England","52.3915","-1.2851","Newbold on Avon, Warwickshire, England"
"G6L8-72V","52.3798","-1.3058","Long Lawford, Warwickshire, England","57.15081","-2.09477","Mar, Aberdeenshire, Scotland"
"LCRW-JKT","53.95878","-1.08248","Yorkshire, England","54.7377","-1.6553","Brancepeth, Durham, England"
"GGRL-VCG",NA,NA,NA,NA,NA,NA
"M85D-4D8","52.4379","-1.6496","Inglaterra",NA,NA,NA
"G6K4-2TY","54.6697","-2.8691","Greystoke, Cumberland, England","54.43333","-1.16667","Kirby, Yorkshire, England"
"M29P-XXS","55.33405","-1.98349","Northumberland, England",NA,NA,NA
"GLFN-ZY5","55.2568","-1.6008","Widdrington,Northumberland,England.","55.2568","-1.6008","Widdrington,Northumberland,England."
"LRG8-C96","51.11974","-2.9","Somerset, England","51.11974","-2.9","Somerset, England"
