"fid","ascendancy"
"L1DQ-TYL",25195
"9VTN-V4T",25196
"LZL1-1ZS",25197
"GKS7-5QC",25200
"KXVT-1XG",25206
"GK1B-GZH",25207
"G2MF-S6L",25208
"G2MF-CDT",25209
"9JYW-WHS",25210
"GKGK-ZXM",25211
"LTKT-52J",25212
"LTKT-P9B",25213
"KT7X-PKP",25216
"LBVY-244",25217
"MMYZ-HT2",25218
"WT1D-XTH",25219
"9FKN-5H5",25222
"LZ2D-JXC",25228
"M5WW-CCW",25229
"9C87-HZ1",25230
"LTBF-YTW",25231
"M265-5Y4",25232
"9JH9-XP4",25233
"LCVM-6DY",25234
"GHD6-2KX",25235
"GFYP-SR1",25236
"K235-NFJ",25237
"94WS-HLC",25238
"LHPP-S8M",25239
"LZJ9-HXT",25240
"G2J4-3FV",25241
"9ZZ1-54D",25242
"LZ29-B88",25243
"L4WK-4FQ",25244
"LH5P-Q1F",25245
"LZZJ-8GV",25248
"LZZJ-8FK",25249
"GGC8-QSR",25250
"GGCZ-YN5",25251
"LB4B-LZK",25256
"LR13-QDG",25257
"KZP5-PWC",25258
"LWVP-9GP",25259
"L1SV-ZNB",25268
"L1SJ-TSZ",25269
"MKRB-V2D",25270
"LJ18-FZT",25271
"MS6F-3XC",25276
"KD9D-JB3",25277
"LTDB-LWL",25278
"GKRM-MCJ",25279
"MFY5-NVG",50176
"G23P-D2Y",50177
"93KB-CNR",50180
"LDRG-ZBJ",50181
"LBQX-VSZ",50182
"G6S5-KMK",50184
"G6S5-SZN",50185
"LTLS-HQ6",50186
"GDMW-D51",50187
"GQ4N-PMZ",50190
"GQ4N-SGC",50191
"LXWQ-KTM",50200
"L2R5-ZDP",50201
"LZ6P-LZC",50208
"LZ4L-HP5",50209
"LTYX-1VP",50210
"LT2R-8GY",50211
"L18R-FWR",50212
"LB43-6KD",50213
"LWJL-HK7",50214
"24NS-LGZ",50215
"K2Q9-C5P",50216
"L87V-9GC",50217
"G4S8-N4W",50218
"G4S8-DYK",50219
"L87V-9GN",50220
"GM7T-D7R",50221
"LZPV-VM8",50240
"L7NY-MWF",50241
"L5XG-K5M",50242
"LTZS-BZ3",50243
"LCJ2-X3M",50248
"LCJ2-FNT",50249
"LYZC-77Y",50250
"GXMM-MMV",50251
"MM1X-TD8",50256
"LRDV-Y9F",50257
"G6HQ-Z47",50258
"GVHL-Z33",50259
"LZ64-GTQ",50264
"LTPM-56L",50265
"LZ6P-LZC",50272
"LZ4L-HP5",50273
"LTYX-1VP",50274
"LT2R-8GY",50275
"L18R-FWR",50276
"LB43-6KD",50277
"LWJL-HK7",50278
"24NS-LGZ",50279
"GZGF-S7S",50296
"GHS8-XP1",50297
"9CVJ-YD6",50298
"4XM6-ZRX",50299
"KZK1-D71",50300
"L1WR-XCB",50301
"K82C-1X3",50336
"GMHX-Z7L",50337
"GSBR-V8F",50338
"K4NR-NTK",50339
"GLT8-DJD",50352
"GXRB-5YD",50353
"LVKY-BKY",50356
"9NRB-2D3",50357
"LRWG-6DZ",50358
"LZFY-F6L",50359
"LBYM-19J",50364
"GS4K-XP3",50365
"LJRL-M69",50366
"GS9G-ND2",50367
"LDTQ-NVL",50368
"L4W1-2BX",50369
"LVG8-7RR",50370
"LVYF-8JJ",50371
"LR4B-WQJ",50372
"LZXD-4ZR",50373
"LHPJ-697",50374
"LZR4-VYQ",50375
"L3XJ-CLP",50376
"9X1Y-LFC",50377
"G28N-XGT",50378
"GLJH-DJF",50379
"LC81-GCD",50380
"LWGM-7JZ",50381
"GZJT-S8M",50384
"GW53-RVL",50385
"M438-Y8R",50386
"L1DQ-TYL",50387
"LB1V-L8K",50388
"LBB3-FLK",50389
"LZN7-W1G",50390
"M1Y6-26T",50391
"LVGJ-H9Y",50392
"LD39-Y3G",50393
"G2YR-JHW",50394
"GGQY-HM9",50395
"GKSW-XG8",50400
"KXXN-9B7",50412
"C4VX-WW8",50413
"GXKN-F1L",50416
"GXKN-FXP",50417
"GM58-W61",50420
"G76Z-4VW",50421
"LB4S-YND",50422
"G76Z-64Q",50423
"LJRG-YMM",50424
"LJRG-Y9J",50425
"LYVK-W23",50426
"LYVP-M8B",50427
"L67B-CT1",50432
"LKKM-H43",50433
"L8YQ-W51",50434
"MDNR-VYX",50435
"LKKM-H75",50436
"9F38-6JN",50437
"G3RG-3BD",50444
"GSP9-Z3G",50445
"L585-N2V",50456
"LTKG-61W",50457
"LBPL-HZ5",50458
"98F6-WM5",50459
"LZPN-7M8",50460
"LTY9-Q6T",50461
"9MGJ-YDQ",50462
"LVJG-BQ8",50463
"GFB9-876",50464
"G4RF-55T",50465
"LH39-4MT",50466
"KLLC-ZFZ",50467
"L6CW-CD4",50468
"LZTN-VZV",50469
"LLML-NB1",50470
"LLML-JQ1",50471
"L4WK-LPV",50472
"GVW8-KFK",50473
"93KF-J1Y",50474
"L6BG-X9Z",50475
"G9XC-LYF",50476
"M6WQ-ZHT",50477
"LH8R-6SH",50478
"MNFD-DK7",50479
"MRLQ-K8X",50484
"M62Z-PKG",50485
"KH6Z-32Z",50486
"LTBR-CQK",50487
"M6HQ-KNB",50488
"LL9M-ZFJ",50489
"MMV7-S6K",50490
"GXJJ-XG6",50491
"LZZJ-Z42",50496
"LZZJ-8MT",50497
"LHRH-WBT",50498
"LZZJ-DC6",50499
"M9XV-TXJ",50512
"L51N-VL7",50513
"G2Z5-519",50514
"LYBW-88F",50515
"L8RH-566",50516
"G265-SF9",50517
"GGLB-YVK",50518
"GGL1-MTQ",50519
"L5GG-1Z3",50537
"MJ41-JBC",50538
"MJ41-JB2",50539
"LBYX-XJR",50540
"LY11-FYY",50541
"GGZX-YCC",50542
"GL9X-ZCX",50543
"GLV6-X3X",50552
"GLV6-46Y",50553
"GDJV-QQH",50554
"G4HD-GQC",50555
"K8L6-YFV",50556
"LTDB-F8S",50557
"93KB-CNR",50558
"LDRG-ZBJ",50559
"GCHG-C4S",100352
"G23P-6PC",100353
"G23P-HRS",100354
"GCHG-78Y",100355
"LRLP-2S7",100360
"GVRM-WR9",100361
"LRLW-XLB",100362
"LRLW-N8J",100363
"MJWW-DQM",100364
"LTM3-7N5",100365
"G4HZ-3P2",100370
"LCZM-PQM",100371
"L67S-PVS",100400
"2718-TJP",100401
"LK6W-V7H",100416
"MBV2-KV9",100417
"GLJK-7QL",100418
"GLJV-VQT",100419
"GJWH-6YQ",100420
"GQNX-5F3",100421
"LZL8-5Z6",100422
"KNZQ-FRQ",100423
"L7FG-6JH",100428
"LZH2-RWN",100429
"GG23-5GX",100430
"L87V-9GH",100432
"L87V-9GC",100433
"99HJ-J2X",100434
"M4QF-74L",100435
"9XBL-CXN",100480
"MH14-CTV",100481
"G7DT-LZS",100482
"GWXJ-1ZG",100483
"KN6X-GBV",100484
"GG84-LWC",100485
"LZ6P-LZC",100496
"LZ4L-HP5",100497
"LTYX-1VP",100498
"LT2R-8GY",100499
"L18R-FWR",100500
"LB43-6KD",100501
"LWJL-HK7",100502
"24NS-LGZ",100503
"L2YT-NHC",100512
"L5DS-FSN",100513
"G9RJ-5FG",100514
"MS9N-8MN",100515
"GDY7-RFK",100528
"GMD3-3RC",100529
"LK6W-V7H",100544
"MBV2-KV9",100545
"GLJK-7QL",100546
"GLJV-VQT",100547
"GJWH-6YQ",100548
"GQNX-5F3",100549
"LZL8-5Z6",100550
"KNZQ-FRQ",100551
"L7FG-6JH",100556
"LZH2-RWN",100557
"GG23-5GX",100558
"G8RZ-G55",100592
"GLY4-P9T",100593
"L621-RXQ",100594
"LC4J-ZYP",100595
"KCPR-J3F",100597
"273N-T7T",100598
"273N-T41",100599
"GN1K-PQZ",100600
"GKXL-WFN",100601
"LZVG-KSX",100602
"G27X-MMY",100603
"KZNC-48Z",100672
"9W8Y-WGG",100673
"G2D6-2ZW",100674
"K2ZK-7Q2",100675
"LVX6-1YK",100676
"GSBR-8B6",100677
"GLT8-2HJ",100704
"GLTD-3DH",100705
"LY9Y-Z12",100706
"LH5C-BSG",100707
"GLX8-BPG",100712
"GLX8-1ZZ",100713
"LZK1-72Z",100714
"G8TQ-K58",100715
"LK48-VBT",100716
"MN8H-HD2",100717
"MM8G-XHB",100718
"LZKB-1PJ",100719
"L16F-QTR",100728
"L9HW-K68",100729
"GS4K-V16",100730
"GS4K-292",100731
"9VSZ-4ZF",100732
"KFLW-1QG",100733
"L58K-14S",100736
"LD22-MD8",100737
"LHMJ-FSZ",100738
"9W2R-6DQ",100739
"LHNR-ZPM",100740
"GFBZ-76B",100741
"LVG8-WQS",100742
"LD22-V48",100743
"LZXD-4BX",100744
"LZXD-4BJ",100745
"KNZH-TNV",100746
"GXLH-GPQ",100747
"LVG8-QFP",100748
"9NFH-5YJ",100749
"LZR4-VT5",100750
"LZR4-VTR",100751
"LH5X-FS5",100752
"LZXD-41C",100753
"LZXD-HMX",100756
"L5JR-S1D",100757
"GLJC-S24",100758
"GLJC-HLJ",100759
"L4B8-Q2V",100760
"9HYX-2CY",100761
"9HYX-HRB",100762
"9HYX-HRG",100763
"G67T-V6Y",100768
"GSBV-B5P",100769
"LB1V-L8K",100772
"LBB3-FLK",100773
"LZN7-W1G",100774
"M1Y6-26T",100775
"GG5Q-R3Q",100776
"GG5Q-H7M",100777
"LYLX-4K4",100780
"GGSS-V1P",100781
"LK7G-1VP",100782
"LVDY-HRW",100783
"KZKM-K1Z",100784
"LD39-Y4Q",100785
"LK17-VT1",100786
"LK17-KMS",100787
"2Z4Z-WFW",100788
"GGQY-4XP",100789
"GKSW-88R",100800
"MW5Z-TH4",100848
"KC7X-JF3",100849
"GQX2-GJH",100852
"2WNK-Q13",100853
"LBYX-S3P",100854
"LCVR-PLT",100855
"GCPC-46K",100864
"9374-5WF",100865
"KP3F-6ZX",100866
"LZJ6-5QN",100867
"GLWT-P21",100868
"L5BW-58F",100869
"GMXR-K1S",100870
"LCDQ-1R4",100871
"99FT-8K5",100872
"LXQV-Q4H",100873
"G821-PSR",100888
"G821-L9S",100889
"GLSF-FKN",100912
"LC5F-KQN",100913
"KGY7-YB9",100914
"G453-CQH",100915
"LBSM-X87",100916
"LB56-4GK",100917
"L8R6-LMD",100920
"G4MV-V1Q",100921
"GH8Q-WVH",100922
"2MRG-D8H",100923
"LVXB-HVX",100924
"MPV9-5SN",100925
"GSM4-KTH",100928
"GCYB-LPC",100929
"K8N4-1LJ",100932
"9VQW-Z4K",100933
"GLYS-ND7",100934
"G6T5-Q4S",100940
"GFBS-588",100941
"GMDQ-HWW",100942
"GMDQ-HWN",100943
"GDCG-F71",100944
"GVW8-XFV",100945
"G6CF-RPD",100946
"GD8K-34T",100947
"G9VJ-9HD",100948
"MWVL-LLN",100949
"GL6H-HHJ",100950
"LCJ8-WTM",100951
"LYGJ-ZFP",100956
"MNFD-D27",100958
"LB6Q-3GB",100959
"K2SN-Q91",100968
"K2SN-QSM",100969
"L296-L41",100972
"GWH4-2TV",100973
"GHX2-9JK",100974
"GHX2-7Z8",100975
"K198-J27",100976
"GS42-YRH",100980
"GS42-PK5",100981
"LCR7-1FB",100992
"LZT9-99F",100993
"G9WL-Z9K",101024
"GNHS-HVX",101025
"GHZ8-NBH",101026
"GHZ8-Z6D",101027
"L1ZL-QCL",101028
"GQRD-6QZ",101029
"KC62-QRD",101030
"G265-SMG",101032
"G2YT-FTH",101078
"GKQP-LHD",101079
"GCWK-MGL",101080
"GVMZ-9D2",101081
"GZLT-13P",101082
"9K64-JQM",101083
"GL96-TVN",101084
"GL9F-W2H",101085
"KJ5H-7W2",101086
"GLSB-VWY",101087
"GLK7-966",101106
"GLK7-SNG",101107
"LC7W-Q83",101110
"99K6-QWW",101111
"GQ6Z-TPL",101112
"G395-8Q6",101114
"GXVN-J5Q",101115
"LRLP-2S7",101116
"GVRM-WR9",101117
"LRLW-XLB",101118
"LRLW-N8J",101119
"GMGW-S5K",200704
"G2FG-NW8",200705
"LDZZ-793",200720
"LTCQ-MR2",200721
"GGNK-KMW",200722
"GK1J-D4W",200723
"GGGS-394",200724
"LZT4-M2L",200725
"GH3P-59X",200726
"L1D5-57Q",200727
"LZ6K-WCW",200728
"LTXK-L1X",200729
"L1CX-Y8H",200730
"G9XR-6T9",200731
"LZJY-PP3",200740
"MP51-KL6",200741
"G96W-TJT",200742
"GSGP-M9K",200743
"KC4X-J2B",200800
"94YG-LD9",200801
"GKTN-3HG",200832
"G869-8BZ",200833
"LDTX-6HQ",200834
"LY3V-Z3F",200835
"GLJK-8HB",200836
"GLJV-J2K",200837
"GJWH-762",200841
"9VTW-SJG",200844
"LH7D-NLJ",200845
"KN8N-L1P",200846
"KG8Y-D43",200847
"MQGL-CPH",200856
"MQGL-CBW",200857
"GLGH-SZR",200858
"GWXK-W46",200859
"G78F-MM9",200864
"LWBM-BMC",200865
"99HJ-J2X",200866
"M4QF-74L",200867
"L7S8-CJK",200868
"M4QF-8SH",200869
"G8F9-KSL",200870
"L68S-J2P",200871
"MN3R-3C4",200960
"MMRC-2HL",200961
"LZ4F-WY6",200962
"GQ2Q-LKM",200963
"LZZC-48J",200968
"L1S7-518",200969
"LK6W-V7H",200992
"MBV2-KV9",200993
"GLJK-7QL",200994
"GLJV-VQT",200995
"GJWH-6YQ",200996
"GQNX-5F3",200997
"LZL8-5Z6",200998
"KNZQ-FRQ",200999
"L7FG-6JH",201004
"LZH2-RWN",201005
"GG23-5GX",201006
"L6G8-KYW",201024
"LJL6-J6B",201025
"LTTG-6ZH",201026
"LDZR-NX4",201027
"LK5Z-F2H",201028
"M4SG-CN1",201029
"LHFM-D77",201030
"LHFM-D8G",201031
"GKTN-3HG",201088
"G869-8BZ",201089
"LDTX-6HQ",201090
"LY3V-Z3F",201091
"GLJK-8HB",201092
"GLJV-J2K",201093
"GJWH-762",201097
"9VTW-SJG",201100
"LH7D-NLJ",201101
"KN8N-L1P",201102
"KG8Y-D43",201103
"MQGL-CPH",201112
"MQGL-CBW",201113
"GLGH-SZR",201114
"GWXK-W46",201115
"LZZW-Y5K",201184
"9JFJ-RSK",201185
"GDK8-8VM",201188
"LZDT-1CK",201189
"GZGX-YKX",201196
"LHNR-ZS7",201197
"GHF2-NFR",201200
"G6NG-691",201201
"G6YF-47W",201202
"G6YF-B8Z",201203
"LC5W-ZQJ",201204
"M8HD-6NF",201205
"LK77-854",201206
"LK77-81D",201207
"GCWN-SJV",201344
"GCWN-SS1",201345
"G7MV-S82",201346
"LVXN-5CV",201352
"G7SV-WH5",201353
"LVXX-924",201354
"LVXX-91Q",201355
"K8XQ-HY6",201412
"LY9Y-K3X",201413
"LZPD-921",201428
"L6P5-DPH",201429
"GKZJ-FHH",201430
"9WNC-Y8D",201431
"LCJ7-3TQ",201434
"LZDZ-TDG",201435
"LZFD-JNR",201436
"LRHF-7L5",201437
"LBP3-T2S",201456
"GK5W-FG2",201457
"GSF7-D3N",201458
"GC8K-JGG",201459
"GNC9-2JG",201460
"GNC9-PYF",201461
"LL9G-LK1",201464
"LL9G-LT1",201465
"9MTF-MM9",201466
"L8WP-S93",201467
"KPC7-QDL",201472
"KPC7-7HB",201473
"GJ3T-RB4",201474
"GHT8-243",201475
"M57F-C24",201476
"M57F-CL8",201477
"GZGX-YKX",201480
"LHNR-ZS7",201481
"L6RB-C92",201484
"LKF5-2W8",201485
"GDMC-1CY",201486
"GHR7-V9H",201487
"LZXD-HHS",201488
"KNZH-TW5",201489
"KNZ4-69V",201490
"KNZ4-6SJ",201491
"GLJH-DF2",201492
"G88L-CLW",201496
"LVTF-H5G",201497
"GJG6-8Y3",201498
"G96C-R6J",201499
"G97J-J3Z",201500
"LZLQ-YBX",201501
"LH74-NRS",201502
"LH74-NP7",201503
"MTCH-CCY",201504
"MTCH-CZK",201505
"M67R-Z75",201506
"KPQM-PC3",201507
"LZXD-HHV",201512
"LZXD-HCS",201513
"L4NT-V6F",201514
"L4NT-VVR",201515
"L4B8-QY9",201520
"L4B8-78D",201521
"9HYX-HTG",201522
"L17J-XQY",201523
"9HYX-HRN",201524
"G8MR-SD3",201538
"LZJZ-QR1",201539
"GG5Q-R3Q",201544
"GG5Q-H7M",201545
"LYLX-4K4",201548
"GGSS-V1P",201549
"LK7G-1VP",201550
"LVDY-HRW",201551
"936R-RWB",201560
"MVQ5-65K",201568
"G2JX-Z4J",201572
"GVTM-V8C",201573
"G7V3-298",201574
"G7V3-KX2",201575
"L8MJ-Z22",201576
"LC2W-WPJ",201577
"GKSW-V9F",201600
"GDNT-WT5",201696
"GDNT-FJF",201697
"KG3M-JQJ",201704
"97M6-VVQ",201705
"GM9X-9ZZ",201706
"GKNY-RNG",201707
"GD65-Y75",201708
"LV5J-P28",201709
"LR8F-78R",201710
"GJNL-WZ8",201711
"LT7G-1TY",201728
"937V-MXJ",201729
"LZJ6-PRB",201730
"933T-X6H",201731
"L685-YWB",201732
"2W49-3CJ",201733
"LTXY-DD9",201734
"937V-PR6",201735
"G8SF-WHF",201736
"GX6Y-CHT",201737
"LB7W-MDF",201738
"LC6P-CWJ",201740
"G9M3-JST",201741
"GXDT-QRD",201742
"99FT-8K4",201744
"G61Z-TLD",201745
"LY1F-NY5",201824
"LB56-ZSC",201825
"L1WB-T7N",201826
"LH1J-RGW",201827
"LC5Q-2CM",201828
"GMNH-9VX",201829
"LC5Q-2CM",201832
"GMNH-9VX",201833
"L8R6-L4P",201840
"GGFT-4HY",201841
"G49F-6C4",201842
"G4MV-VD6",201843
"G4GZ-KWK",201844
"G62R-6WJ",201845
"L8B4-78T",201848
"9HQH-K7P",201849
"9NNB-HM7",201864
"G2BJ-ZLP",201865
"M44Z-2SF",201866
"G21L-4SP",201867
"LR8P-1V9",201888
"GXM9-97L",201889
"LZLB-TMP",201896
"LC3Q-GTN",201897
"G85Y-NZ2",201902
"M645-S76",201903
"LYGJ-NZV",201916
"GHK1-RHM",201917
"M1R9-ZK5",201936
"GQ2H-PX7",201937
"G86M-B1L",201938
"G86M-RHL",201939
"GXJL-6ZL",201944
"LR73-HHD",201945
"G8J8-TD3",201946
"G8J8-RCN",201947
"LKLW-WVW",201950
"L686-XK8",201951
"K198-VYC",201952
"K198-KMD",201953
"G2WJ-WKX",201960
"GLX7-H37",201984
"GJZY-L1L",201985
"GK29-T16",202048
"GJJD-DS3",202049
"G3LQ-DPN",202050
"LD4Q-K4T",202051
"LR5H-L66",202052
"LR5H-L6X",202053
"GN18-SPS",202056
"MMLH-MVB",202057
"GQRD-LL4",202058
"GXMZ-8F5",202059
"G21R-ZLG",202064
"GKKP-9CG",202065
"GDR1-D95",202160
"MFVQ-QWV",202161
"LHBR-MGQ",202164
"9ZH8-WVJ",202165
"L5KM-YGL",202166
"L5KM-YQD",202167
"29WW-2LP",202172
"LR8Y-27Q",202173
"GGHP-J9C",202174
"GGHP-2Y4",202175
"L2M4-Y4V",202220
"9FM4-6ZQ",202221
"G792-TR6",202222
"LV5V-6G2",202223
"GXVF-G71",202228
"GN9D-WHD",202229
"LDZZ-793",202232
"LTCQ-MR2",202233
"GGNK-KMW",202234
"GK1J-D4W",202235
"GGGS-394",202236
"LZT4-M2L",202237
"GH3P-59X",202238
"L1D5-57Q",202239
"L51B-YTG",401440
"MCCS-51D",401441
"GQFL-SVL",401442
"G96J-KFM",401443
"GM33-W94",401450
"LCTV-P76",401451
"LWFV-4XT",401452
"LVNJ-6NT",401453
"GMQV-Y1T",401454
"94KY-PT6",401455
"G3FT-9QX",401456
"GST8-W4L",401457
"LDQV-854",401458
"LDQV-8PK",401459
"GHZR-TM7",401460
"GSTL-ZY2",401461
"G3XJ-8XM",401462
"GGPH-72J",401463
"M7RB-MNR",401480
"G3J7-WJT",401481
"LZJY-5MJ",401482
"LZJY-P15",401483
"G61S-5HR",401487
"LTF6-3Q2",401664
"LVFW-PN5",401665
"L8SH-N2K",401668
"LY6P-GTP",401669
"LZPH-WSJ",401670
"LZPH-W3Z",401671
"9488-9SH",401688
"LB5N-FSF",401689
"LT5W-GDJ",401690
"2MGY-GL8",401691
"LZ99-NGT",401692
"GMLL-J9H",401693
"9C7M-B1Y",401694
"LDHD-56P",401695
"GQ5R-PX5",401714
"GFPW-L33",401715
"L2RR-HCN",401716
"GWHK-WLC",401717
"LHKL-B8C",401730
"LHKL-BX6",401731
"L7S8-CJK",401732
"M4QF-8SH",401733
"G8F9-KSL",401734
"L68S-J2P",401735
"K8VX-7B4",401736
"K41F-2VX",401737
"G33K-KDL",401740
"LZ8H-XQG",401741
"G29R-L81",401742
"L5LD-FDW",401743
"G7MR-X5T",401922
"LVNH-32D",401924
"GWP9-33T",401925
"GQ3M-MGQ",401936
"GQRC-JXQ",401937
"GKTN-3HG",401984
"G869-8BZ",401985
"LDTX-6HQ",401986
"LY3V-Z3F",401987
"GLJK-8HB",401988
"GLJV-J2K",401989
"GJWH-762",401993
"9VTW-SJG",401996
"LH7D-NLJ",401997
"KN8N-L1P",401998
"KG8Y-D43",401999
"MQGL-CPH",402008
"MQGL-CBW",402009
"GLGH-SZR",402010
"GWXK-W46",402011
"LH73-V7C",402048
"GVMX-VNZ",402049
"GVB3-5VQ",402050
"LYPC-RPX",402051
"GG6M-XQ5",402052
"GG6M-884",402053
"LLQL-6DK",402054
"LZT6-814",402055
"GKSV-XFL",402056
"LV9H-LDB",402057
"L2MK-8Z4",402058
"LRR4-JTS",402059
"GF1B-TCN",402060
"LTPF-HN8",402061
"9SFJ-YW1",402062
"L1F2-WQ2",402063
"LTF6-3Q2",402176
"LVFW-PN5",402177
"L8SH-N2K",402180
"LY6P-GTP",402181
"LZPH-WSJ",402182
"LZPH-W3Z",402183
"9488-9SH",402200
"LB5N-FSF",402201
"LT5W-GDJ",402202
"2MGY-GL8",402203
"LZ99-NGT",402204
"GMLL-J9H",402205
"9C7M-B1Y",402206
"LDHD-56P",402207
"GQ5R-PX5",402226
"GFPW-L33",402227
"L2RR-HCN",402228
"GWHK-WLC",402229
