"fid","ascendancy"
"LZ6T-WZ8",665796
"M72D-PDF",665797
"LTY4-96Z",665798
"LB19-5C1",665799
"GNDT-DJ7",665800
"MCRX-4W3",665801
"93YV-5WT",665802
"LDPZ-6PC",665803
"GLDS-WDN",665804
"GS62-4KH",665808
"L19B-8NT",665809
"LZ6T-WZ8",665810
"M72D-PDF",665811
"GXPM-CNR",665816
"L5KF-JS1",665817
"LJVS-J47",665818
"GKT4-7NJ",665819
"GFZK-9RR",665820
"M81Z-9LC",665821
"G6YS-2QJ",665822
"GFJ8-7KD",665823
"G342-ZRL",665824
"G2NF-WX2",665825
"LBJQ-CSS",665826
"GH11-WP8",665827
"GLT2-Z1R",665828
"LC35-LPD",665829
"LJG6-FQJ",665830
"LYTN-CJW",665831
"LB9W-M9D",665832
"LB97-J2L",665833
"L2CB-94Y",665834
"L6FB-RC8",665835
"LBJP-PQF",665836
"LBNP-WBR",665837
"L1Z5-PRR",665838
"GGRL-2Q5",665839
"LZBZ-3M4",665848
"GL1J-PD3",665849
"L1QW-K4L",665850
"LYL9-G4F",665851
"KLD5-MNR",665852
"LDMW-NFL",665853
"LB9W-M9D",665854
"LB97-J2L",665855
"GHQQ-N3T",670724
"GHQQ-N31",670725
"GCGL-228",670726
"GSQW-7T1",670727
"L1CV-VWY",670728
"LTLQ-V37",670729
"GW2G-MBL",670730
"GG8N-RYS",670731
"GLK5-5M6",670732
"G3NR-XDP",670733
"LVFZ-6NP",670734
"LD2L-DR1",670735
"G24H-H1X",670752
"GZ81-7V3",670753
"LJJ3-GFV",670754
"LB84-3RV",670755
"L25C-6GD",670760
"G8VK-KQ5",670761
"LJL7-1ZJ",670762
"G7YL-XNJ",670763
"MBX8-SQK",670764
"9Z7T-J22",670765
"GNVY-F45",670766
"L66C-T4B",670767
"LTY1-9QL",670816
"L6FH-RWC",670817
"GXPM-CNR",670818
"L5KF-JS1",670819
"LB97-25Z",670820
"LT82-R87",670821
"GLDS-P1S",670822
"GV3Y-ZKQ",670824
"LYTN-CJW",670825
"KP42-W21",670828
"MX3M-7HC",670829
"GW2G-MBL",670830
"GG8N-RYS",670831
"L7BD-BZ9",670832
"LR8X-YQZ",670833
"MFCX-2C9",670834
"L6LY-YZR",670835
"LZDC-8PB",670836
"LKM6-DPD",670837
"9WJH-RHY",670838
"LBL3-QV9",670839
"L1CP-BFQ",670844
"LYNV-2S3",670845
"LCSB-GL3",670846
"GDRM-LCL",670847
"L1Q3-HB5",1316872
"L1W2-YBG",1316873
"933R-84P",1316874
"GNX7-9ZD",1316875
"LB7W-MDF",1316876
"9379-XGJ",1316877
"L19R-7DB",1316878
"LRZ9-3CD",1316879
"G43L-WVW",1316888
"L7G5-RQV",1316889
"9ZC9-JGK",1316890
"LNZF-XN8",1316891
"GWSS-YLM",1316892
"9V65-3NY",1316893
"LHH4-CH5",1316894
"GKVC-R6L",1316895
"L14R-RBD",1317384
"L14R-1KC",1317385
"LYHT-JBH",1317386
"G747-QYC",1317387
"GG9C-L7T",1317424
"GCXF-1PB",1317425
"GQT7-VR8",1317456
"GL1H-TG9",1317457
"KP98-BJY",1317460
"GNZ3-XPL",1317461
"LV9R-S82",1317462
"LVNF-RB4",1317463
"LYH9-6HM",1317464
"LYX1-DB3",1317465
"L5GN-7SN",1317466
"G618-96K",1317467
"GQ3V-G48",1317468
"G2JM-BGQ",1317469
"LRDB-KKK",1317470
"LVBM-MG1",1317471
"GQT7-VR8",1317520
"GL1H-TG9",1317521
"KP98-BJY",1317524
"GNZ3-XPL",1317525
"LV9R-S82",1317526
"LVNF-RB4",1317527
"LYH9-6HM",1317528
"LYX1-DB3",1317529
"L5GN-7SN",1317530
"G618-96K",1317531
"GQ3V-G48",1317532
"G2JM-BGQ",1317533
"LRDB-KKK",1317534
"LVBM-MG1",1317535
"GGQT-7XH",1317952
"GGQT-228",1317953
"M6HP-5CZ",1317954
"M6HP-5H5",1317955
"LD5Z-Q25",1317956
"LD5Z-QPK",1317957
"LD5Z-W5Z",1317958
"LD5Z-WT2",1317959
"KLMZ-MPW",1317960
"KLMZ-SNL",1317961
"GZ6B-LHG",1317964
"MN6Y-HHY",1317965
"LRKH-ZP7",1317966
"G9T9-HZ7",1317967
"MMT5-TLP",1317972
"K8ZH-T34",1317973
"L9PW-ZSV",1317974
"GCWN-S6W",1317975
"L9P8-NGP",1317976
"LCX6-LBB",1317977
"LYFR-GTS",1317978
"LVL6-2NF",1317979
"LHF9-6N1",1317980
"MW9B-K88",1317981
"LT7X-WBY",1317982
"GSVK-7BQ",1317983
"KFY1-8G9",1318008
"LD5Z-ZDC",1318009
"M8LS-PJY",1318010
"GDQN-8RR",1318011
"K8PW-C1P",1318012
"KZXG-9T2",1318013
"M29F-25K",1318014
"218J-3ZW",1318015
"LKNB-1KS",1318272
"LKNB-1KH",1318273
"LZ12-HCV",1318280
"LZ12-HCK",1318281
"LR6F-431",1318282
"LR6F-82Z",1318283
"LKW7-DZX",1318288
"LKW7-DC5",1318289
"LR6F-4GC",1318298
"LR6F-CP4",1318299
"G3N9-H66",1318340
"G3NM-YZ5",1318341
"G3NM-1JS",1318342
"G3NM-1JQ",1318343
"GGSB-M5P",1318352
"GGZW-G5J",1318353
"GJG4-G2G",1318354
"GGZW-J1K",1318355
"GQP8-T2R",1318356
"G3Y3-BVK",1318357
"KGS3-TQF",1318358
"GQPD-STX",1318359
"GMDW-443",1318364
"GMD7-17Y",1318365
"GMDW-Z9C",1318366
"GQPD-4ZM",1318367
"G77R-9V4",1318368
"LTX6-TZF",1318369
"GM2L-111",1318370
"G7RB-ZN3",1318371
"GK5Q-Y8F",1318372
"GK5Q-KHV",1318373
"GX8T-4ZP",1318376
"K2S7-1G5",1318377
"GK5Q-Y8F",1318380
"GK5Q-KHV",1318381
"G3J3-GZW",1331216
"G355-XS7",1331217
"L7JR-GNR",1331218
"L7JR-L6H",1331219
"GZF5-4MH",1331220
"GZF5-HVZ",1331221
"GLP6-KZM",1331224
"GKSG-N1Y",1331225
"LBD8-5DW",1331226
"G95Q-ZV6",1331227
"G8W5-P6H",1331228
"GH1Y-XCM",1331229
"LB9W-M3M",1331230
"9HXV-P6B",1331231
"LZLJ-KL7",1331232
"L6CZ-PXR",1331233
"LB9C-CRW",1331234
"LY2Q-8ZM",1331235
"LZ6T-WZ8",1331236
"M72D-PDF",1331237
"LTY4-96Z",1331238
"LB19-5C1",1331239
"LBGS-DXH",1331240
"GDNL-TNW",1331241
"G7H6-79Q",1331242
"LVJ5-WC4",1331243
"GKWM-3FW",1331244
"LDQR-SSB",1331245
"GJ4Q-PTJ",1331246
"LDZ5-HMY",1331247
"L6R9-BS8",1331248
"GH5Q-1HZ",1331249
"GG8V-F3H",1331250
"G6F6-9BH",1331251
"GNDT-DJ7",1331256
"MCRX-4W3",1331257
"93YV-5WT",1331258
"LDPZ-6PC",1331259
"GLDS-WDN",1331260
"LT24-8RC",1331328
"LVC7-R1J",1331332
"LBD8-CL4",1331333
"LVWM-3S7",1331334
"LZ81-GHG",1331335
"GLFF-4W4",1331336
"GLNY-XCV",1331337
"GKVV-WTG",1331338
"LKJ7-1TG",1331339
"LVC7-R1J",1331340
"LBD8-CL4",1331341
"LVWM-3S7",1331342
"LZ81-GHG",1331343
"GGWM-KB2",1331360
"9M7T-WHH",1331361
"GZR5-4MV",1331362
"GN1N-827",1331363
"G71V-XHV",1331364
"G22Y-7M6",1331365
"L8WW-T3P",1331366
"GD5S-513",1331367
"LTXQ-2H1",1331368
"LZLB-PDC",1331369
"GWWS-FRL",1331370
"G4LF-7LQ",1331371
"GV3Y-ZKQ",1331372
"LYTN-CJW",1331373
"LYL9-KQ8",1331374
"G82D-4GP",1331375
"LRHJ-CT3",1331376
"LC5Y-GG2",1331377
"LVJR-DFK",1331378
"GJCK-BYC",1331379
"GVQH-TTZ",1331380
"GG6G-Y9T",1331381
"GNRD-KXC",1331382
"GNRD-VD3",1331383
"G8B1-HQY",1331384
"G25Q-CDY",1331385
"KHCK-1DP",1331388
"LQY3-RL3",1331389
"GJYB-HSL",1331390
"L511-7KV",1331584
"LL72-Q52",1331585
"GLKL-M2M",1331586
"LZDQ-MTT",1331587
"L2ZQ-GC9",1331588
"L1V6-YRY",1331589
"GLKK-TFG",1331590
"GK6F-5BG",1331591
"LZ86-T6V",1331592
"LZPK-KKT",1331593
"9HTZ-YQ8",1331594
"LD79-5VT",1331595
"G3Q5-9ML",1331596
"G2TD-MLZ",1331597
"GVF6-8NH",1331598
"LN1T-2HQ",1331599
"GJ5R-DFJ",1331600
"GJ5R-DJ2",1331601
"GJ5R-ZLK",1331602
"GDMF-KK2",1331603
"GZ4V-G4Q",1331604
"L17Q-8LG",1331605
"GHTP-394",1331606
"GZXS-71P",1331607
"GLDS-9XN",1331608
"GK6N-CNJ",1331616
"GK6N-CMP",1331617
"LCFS-P6D",1331618
"G3HS-6X6",1331619
"LZ86-T6V",1331620
"LZPK-KKT",1331621
"9HTZ-YQ8",1331622
"LD79-5VT",1331623
"LZ6T-WZ8",1331632
"M72D-PDF",1331633
"LTY4-96Z",1331634
"LB19-5C1",1331635
"LVF2-M3D",1331636
"LYXG-TBK",1331637
"GZ8J-L3N",1331638
"GZG7-44L",1331639
"LBGS-DXH",1331640
"GDNL-TNW",1331641
"G7H6-79Q",1331642
"LVJ5-WC4",1331643
"GKWM-3FW",1331644
"LDQR-SSB",1331645
"GJ4Q-PTJ",1331646
"LDZ5-HMY",1331647
"G2GF-5GV",1331648
"G2GF-19M",1331649
"MCSP-ZK8",1331650
"LZ5W-9RD",1331651
"L8MB-ZSF",1331652
"LT5V-LMN",1331653
"LBGP-MQJ",1331654
"GN6X-8VK",1331655
"L5Y2-GX4",1331656
"LV44-7RJ",1331657
"GHMV-FY9",1331658
"LXSG-ZSB",1331659
"GK71-BW5",1331660
"GM81-SWF",1331661
"LZ6T-WZ8",1331662
"M72D-PDF",1331663
"GKHC-V7B",1331664
"KN8B-6Z9",1331665
"MN5S-HWZ",1331666
"GNV2-SXL",1331667
"L4BK-SPH",1331668
"GZ8X-WW9",1331669
"LBC2-D1R",1331670
"LBSM-SFC",1331671
"LK8W-8PM",1331672
"L857-9QY",1331673
"GFZK-9RR",1331674
"M81Z-9LC",1331675
"GLVY-XN1",1331676
"L653-18F",1331677
"G93D-YD9",1331678
"GLQ3-95G",1331679
"LZJY-6SQ",1331696
"GWSH-R96",1331697
"L51P-R2K",1331698
"LY3J-J36",1331699
"KLG6-5F2",1331700
"LYCG-WFN",1331701
"GNH4-2R9",1331702
"L5Y4-JJ3",1331703
"GKZN-9PT",1331704
"LDMW-NFL",1331705
"GMVJ-5ZH",1331706
"GH8V-328",1331707
"GKHC-V7B",1331708
"KN8B-6Z9",1331709
"MN5S-HWZ",1331710
"GNV2-SXL",1331711
"GSPY-LXK",1341448
"GSPY-TP6",1341449
"GHFZ-HNL",1341450
"G8WR-G6S",1341451
"LTXQ-2H1",1341452
"LZLB-PDC",1341453
"GWWS-FRL",1341454
"G4LF-7LQ",1341455
"LTY1-9QL",1341456
"L6FH-RWC",1341457
"GXPM-CNR",1341458
"L5KF-JS1",1341459
"GFZK-9RR",1341460
"M81Z-9LC",1341461
"G6YS-2QJ",1341462
"GFJ8-7KD",1341463
"GW7K-S2S",1341464
"G92B-NKJ",1341465
"LB97-25Z",1341468
"LT82-R87",1341469
"GLDS-P1S",1341470
"LT24-D8X",1341504
