"fid","ascendancy"
"G6DC-11N",24705
"GKJV-FMW",24708
"LHLK-BX8",24720
"LHLK-BZN",24721
"LRLS-8LG",24722
"MK3B-XSG",24723
"MCFK-T9N",24732
"GJFR-M2Q",24733
"LC7W-ZPR",24734
"LH2Q-1MY",24735
"LZXP-2WK",24736
"LTK8-V33",24737
"G9SK-WZ8",24738
"G9SV-PY4",24739
"M3T9-LVN",24740
"G2KJ-8PF",24741
"LZ6D-WD8",24748
"9S2W-LND",24749
"G6F7-XRG",24750
"M3PQ-27S",24751
"L8B7-6B2",24752
"LRFR-2GS",24753
"LZ5J-XTK",24754
"LZ5J-FH9",24755
"LZ5J-FM3",24756
"L65Y-CLL",24757
"LZ6M-ZWR",24758
"G6RD-TVS",24759
"GZYQ-NQG",24760
"G6VW-957",24761
"LTXN-FBZ",24762
"LDV4-NYB",24763
"LRHP-ZFL",24764
"KCYJ-XRR",24765
"LYTN-GDT",24766
"LB2S-687",24767
"GQQS-PJK",49152
"GQQS-KBW",49153
"LVCF-72B",49154
"GJSG-2NN",49155
"G8JJ-H7M",49156
"G9JG-GH9",49157
"G93V-K88",49158
"LJBQ-T8S",49159
"LHL1-K57",49160
"LHGJ-56J",49161
"9KDM-3MZ",49164
"G38W-28T",49165
"LZJQ-V81",49166
"LCTN-GQR",49167
"KLGZ-38Q",49176
"KV2Y-HKM",49177
"GFWG-JZN",49178
"GFWG-NTY",49179
"LZR5-277",49408
"LZJC-NLB",49409
"LHRQ-5L1",49440
"LHRQ-5RR",49441
"GK7C-85K",49442
"M37G-TMJ",49443
"LBHB-H9T",49444
"L5VG-WD9",49445
"M448-LSN",49446
"G43L-CHS",49447
"LCC3-NLL",49464
"KHSM-6KM",49465
"G8LL-DQG",49468
"KZMW-NZZ",49469
"LHTQ-BFD",49470
"LC8B-RKJ",49471
"M521-V19",49472
"LZG1-NF7",49473
"G9NZ-C3N",49474
"G2K6-SRQ",49475
"LHKS-97K",49496
"LHKS-98P",49497
"MS19-HNM",49498
"GF1S-D4N",49499
"MVC5-NR4",49500
"G6X1-96S",49505
"G666-35G",49506
"LHDQ-C97",49507
"G6F4-HPK",49510
"G6X1-ZPJ",49511
"GXGW-GDQ",49512
"LDRW-Q37",49513
"LRMS-HN4",49514
"KCXN-3SK",49515
"L61P-32K",49516
"LKS3-XQ7",49517
"LVPR-MQ9",49518
"GZLX-MK2",49519
"LZ2M-WRL",49520
"LDK8-GMX",49521
"LB32-YLF",49522
"LB3L-MT6",49523
"LX7R-D8C",49524
"GN17-SVK",49525
"MCRR-WKX",49526
"L85B-TTX",49527
"M6BH-F73",49528
"M6YJ-47W",49529
"LKKM-HCX",49530
"GWP9-4RG",49531
"LTW9-JMB",49532
"MNQ9-FLQ",49533
"LTW9-XR6",49534
"L43D-YFP",49535
"LVZ6-GXG",98304
"GQQK-SPY",98308
"GWGT-RS9",98309
"LTB9-Z9J",98310
"G38Y-TP1",98311
"LTM2-36Y",98312
"G9GC-QKY",98313
"LCQN-LMQ",98314
"L4BR-9D4",98315
"LVCF-72B",98316
"GJSG-2NN",98317
"LH8N-MZL",98318
"GZ5Y-475",98319
"LD8D-N31",98320
"LD8D-N7S",98321
"LTC8-G1D",98322
"LVKZ-DR9",98323
"G4X1-DP8",98328
"LD58-HWK",98329
"9VGJ-CRV",98330
"GLSF-PCS",98331
"GDY2-J9D",98332
"LVC3-NS5",98333
"LRTC-B7R",98334
"GQD1-2SG",98335
"GJSP-QQ2",98352
"GK5Y-QB5",98353
"KHVS-98T",98354
"GVSF-F1Y",98355
"GD56-ZJY",98816
"2T1P-DW5",98817
"GW3W-GZT",98818
"L7X2-M3S",98819
"GSG1-5TW",98880
"G2G8-VHG",98881
"GK7C-XFJ",98884
"GK7C-667",98885
"G8K5-NR4",98888
"LKCY-RHZ",98889
"L1QT-6VR",98890
"G7SP-3KF",98891
"GHPK-7F1",98892
"GHPK-8NJ",98893
"GDWL-4JS",98928
"GDWL-F9M",98929
"LHNG-M8B",98930
"9JWV-2XJ",98931
"G8LL-DQ5",98936
"L6PH-8B7",98937
"LBHN-H4X",98944
"MS9G-GNT",98945
"LH5W-Q7K",98946
"LZDL-86R",98947
"GS4B-GMX",98992
"GS4B-55K",98993
"GHMH-QVS",98994
"LHC6-1ZG",98995
"KC69-8X5",98996
"L447-85L",98997
"G24Y-MC8",98998
"G24T-QZ7",98999
"MFMV-95D",99012
"G27R-4C4",99013
"GKDL-HNB",99014
"GKD2-LS7",99015
"GWBS-9XD",99020
"9HFM-F77",99021
"G7LR-2TB",99024
"L61P-7PQ",99025
"L25J-K5T",99026
"LR1X-MX6",99027
"9CSQ-FPV",99028
"GLWR-S8W",99032
"GZL6-1VY",99033
"GZL6-RTY",99034
"L1MP-BL7",99035
"MRXJ-YZ2",99036
"MRXJ-YZ1",99037
"MMKX-9C1",99040
"MMKX-9Z4",99041
"GV7G-5SG",99044
"GV7G-GDR",99045
"L4QZ-P4T",99048
"KNHQ-4KD",99049
"GDSF-4BQ",99052
"GDSX-TNM",99053
"LRLP-2S7",99054
"GVRM-WR9",99055
"L6P8-CNY",99058
"GGGS-ZPT",99059
"L1PZ-M3N",99060
"LJJQ-7KT",99061
"L6VN-373",99062
"LVDT-6CL",99063
"GVS7-PQC",99064
"GVSW-92N",99065
"MZNB-Z6G",99066
"L1H3-3WH",99067
"LJB5-4BT",99068
"GKT3-F26",99069
"KGC3-X25",99070
"KGC3-XWD",99071
"GQQS-RH6",196608
"GQQS-L6V",196609
"GS2F-4XZ",196616
"GQQS-R56",196617
"GJSP-QQ2",196618
"GK5Y-QB5",196619
"GM5Y-J13",196620
"LBHC-TS6",196621
"GLKK-KKT",196622
"G7MW-FQ5",196623
"G924-N48",196624
"G924-DP7",196625
"GC95-ZMN",196626
"LTB9-Z9J",196628
"K83R-LFV",196629
"GQQK-SPY",196632
"GWGT-RS9",196633
"LTB9-Z9J",196634
"G38Y-TP1",196635
"GJSG-TS9",196636
"GJSS-37Q",196637
"GJSG-1R2",196638
"GJSG-5C2",196639
"M8KZ-J94",196640
"LY8L-2KL",196641
"LTB9-Z9J",196642
"G38Y-TP1",196643
"GVW8-1JD",196644
"L5TT-PVJ",196645
"GF4G-2CG",196646
"LZVP-L1H",196647
"LDF2-QKC",196656
"G9TJ-7Y6",196657
"M8KZ-J94",196658
"LY8L-2KL",196659
"GXNN-2WD",196660
"KLYH-S2X",196661
"MM9D-MKJ",196662
"MP83-ZZW",196663
"G8DM-LRK",196664
"G3H7-BVH",196665
"LVC3-FLK",196666
"GJWN-KBG",196667
"LTB9-Z9J",196668
"G38Y-TP1",196669
"G8D1-7KZ",196670
"G796-QZY",196671
"GZJL-YQC",196704
"G8JW-QDD",196705
"GVSF-PT1",196706
"GWHK-W3C",196707
"LJGG-6RB",196708
"LJGG-6TP",196709
"LJGG-6BX",196710
"GM1Q-1GT",196711
"GK76-TWP",197632
"LHTG-S3N",197633
"27SD-TSK",197634
"GQSX-Z3Z",197635
"GCMX-ZMX",197636
"GCM6-1BQ",197637
"L25P-RFL",197638
"GSHQ-292",197639
"LVGB-F6N",197776
"LKCY-113",197777
"LTR4-TBH",197782
"9JFL-1Q8",197783
"GDWL-C57",197858
"GDWL-4SB",197859
"LNQZ-P5B",197860
"LHWG-QBV",197861
"GJWY-96D",197872
"GJWY-HND",197873
"9HTR-HSV",197874
"LBG4-PTQ",197875
"L1VT-RTF",197888
"GQ1R-D4L",197889
"L5T8-16C",197890
"LHFB-HCC",197891
"KHNV-XRK",197892
"LW65-JK7",197893
"LRTK-YCY",197894
"GLM6-CTP",197895
"GS4B-HP5",197984
"LFZD-P4S",197985
"LFZD-PC6",197986
"LFZD-PCB",197987
"G3YC-HCC",197990
"LZKJ-V6T",197991
"KLJR-3S8",197992
"LWCW-5H4",197993
"M4WT-R32",197994
"GWXK-CFC",198026
"HD41-74T",198027
"MFMV-95D",198028
"G27R-4C4",198029
"GKDL-7P5",198030
"GKDL-R26",198031
"GWBS-HFQ",198040
"LVXN-KV5",198048
"LVXN-K5B",198049
"G472-DV5",198052
"GW14-TNT",198053
"L6QT-G9R",198054
"L6QT-GW6",198055
"L1M5-C9Y",198064
"L1M5-6BY",198065
"GSGB-PFR",198068
"GLKN-3LQ",198069
"MRKZ-3PC",198074
"LVX6-GX7",198075
"GN17-S3W",198096
"G33H-9JL",198097
"GX3X-5CK",198098
"GXXV-41X",198099
"GDSF-6BK",198104
"GDSF-WR9",198105
"LDZZ-793",198108
"LTCQ-MR2",198109
"GGNK-KMW",198110
"GK1J-D4W",198111
"L6P8-D88",198116
"GH7H-Z8P",198117
"L43H-SWR",198120
"G9C6-9G9",198121
"LVDT-XCP",198124
"LVDT-6YN",198125
"LRNS-P8W",198132
"LKKM-48X",198133
"LC5B-9Z9",198134
"LKKM-4ZR",198135
"LJB5-H7S",198136
"LJB5-H4C",198137
"GX93-MNP",198140
"GM5M-YN7",198141
"G4F1-Q4Q",198142
"LT1W-VXK",198143
"99LT-LNP",393216
"MTR1-K8B",393217
"LT84-6KD",393232
"99QR-ZCM",393233
"L1FK-F1B",393234
"GX66-5NB",393235
"GZJL-YQC",393236
"G8JW-QDD",393237
"GVSF-PT1",393238
"GWHK-W3C",393239
"G2P3-W4L",393240
"G2P3-3XP",393241
"GZJL-YQC",393242
"G8JW-QDD",393243
"GSG3-XFX",393244
"GWHK-ZHL",393245
"L1BP-DPV",393246
"L1BP-8MW",393247
"G9JG-6VK",393248
"G9GC-QGM",393249
"GM5Y-J13",393256
"LBHC-TS6",393257
"GS2F-4XZ",393264
"GQQS-R56",393265
"GJSP-QQ2",393266
"GK5Y-QB5",393267
"GM5Y-J13",393268
"LBHC-TS6",393269
"GLKK-KKT",393270
"G7MW-FQ5",393271
"L1FK-F1B",393272
"GX66-5NB",393273
"GVWZ-R1B",393274
"GVW8-Q7N",393275
"GVSF-PT1",393276
"GWHK-W3C",393277
"LJL3-GY1",393280
"G4FJ-H1P",393281
"L1NT-R5R",393282
"GNV6-S45",393283
"GM5Y-J13",393284
"LBHC-TS6",393285
"GLKK-KKT",393286
"G7MW-FQ5",393287
"GJSP-QQ2",393288
"GK5Y-QB5",393289
"LZL1-7LR",393290
"L1WP-FTF",393291
"GVHD-JCP",393292
"GVWZ-RXK",393293
"GJSP-QQ2",393294
"GK5Y-QB5",393295
"LDF2-QTX",393312
"LCV2-SX6",393313
"GNV6-Q9G",393314
"G9YN-Q4M",393315
"LJL3-GY1",393316
"G4FJ-H1P",393317
"L1NT-R5R",393318
"GNV6-S45",393319
"LV41-JHQ",393320
"KLYH-S2Y",393321
"LZKL-N7Q",393322
"LDJG-4RV",393323
"G4ZH-4VX",393324
"LHKM-26Y",393325
"LZJQ-GQL",393328
"GCGP-FMK",393329
"LR37-QT5",393330
"21JJ-XXJ",393331
"LVC3-NHK",393332
"GKYN-H3K",393333
"LHJP-NP4",393334
"973X-7DK",393335
"GM5Y-J13",393336
"LBHC-TS6",393337
"GLKK-KKT",393338
"G7MW-FQ5",393339
"GZVW-3CG",393340
"GK31-YF9",393341
"93KC-VQ8",393342
"LCYM-XJ5",393343
"LHDY-CXN",393408
"GK3G-Y1T",393409
"GX1T-D11",393410
"GD7C-W8D",393411
"G6JS-J4G",393412
"G6J9-G7S",393413
"LL43-HYH",393414
"M52Y-4PT",393415
"LKDY-WT2",393416
"LKXD-BGQ",393417
"LLQW-ZL5",395264
"L87P-K59",395265
"L1WQ-Y8J",395266
"LRZ5-N6Z",395267
"G2BC-B3S",395272
"G2BZ-HVT",395273
"LJVS-J47",395276
"GKT4-7NJ",395277
"LR81-SXV",395278
"MY8T-7WK",395279
"LVGB-FYC",395552
"GXSH-ZFQ",395553
"LKRV-2NB",395564
"LB2F-KM3",395565
"GXBM-BKF",395566
"L1QT-29D",395567
"M4HT-MGK",395720
"LCMD-4SV",395721
"LZP9-RBC",395722
"GM21-QZP",395723
"GJWY-QW6",395744
"GJWY-SJ5",395745
"GZKG-HZ3",395748
"LH3Q-VK2",395749
"G6YL-LC5",395750
"MTD1-3W8",395751
"LRRW-LQT",395776
"LVX7-M6Y",395778
"GXRX-TN5",395779
"G3T7-3SR",395780
"L5TD-37C",395781
"LJ1D-8NH",395782
"LDWV-C4D",395783
"LRTK-PVL",395784
"LRTK-PV6",395785
"LZX2-LJ4",395786
"LZ4N-2SD",395787
"G9NX-Z6F",395788
"GLM6-5W1",395789
"G2MF-SL2",395968
"LKMB-8J7",395969
"K8YT-3B2",395970
"GHRW-5GB",395971
"LDQV-JSS",395981
"G3J6-41X",395982
"G4L5-Y4Q",395983
"LY2S-B45",396052
"L2M5-T52",396053
"LY51-MJ4",396054
"G8CR-T9P",396055
"GWXK-CFC",396058
"HD41-74T",396059
"GWBS-QTJ",396080
"LVXN-2JM",396096
"LVXN-229",396097
"GS9B-95L",396104
"L15K-SFX",396105
"L6G7-DD6",396108
"LT6B-5P1",396109
"MZ1M-VFJ",396110
"GW1L-QFF",396111
"GZW4-HYN",396128
"LVX6-55B",396148
"LVX6-RXN",396149
"LVX6-TXN",396150
"G9Q1-S2F",396151
"LB4N-8QB",396192
"GV45-7ZT",396193
"GDSF-W1B",396208
"L51B-YTG",396216
"MCCS-51D",396217
"GQFL-SVL",396218
"G96J-KFM",396219
"L6PD-4V9",396232
"G2KN-FFK",396233
"GMBS-91J",396240
"GMB9-Y2C",396241
"GQ1Q-8M3",396242
"GQ17-M3F",396243
"KDWS-P7P",396248
"LV6M-GGB",396249
"LYTN-VD7",396264
"LKKM-WGH",396265
"GQ6S-B5V",396266
"GQ63-9N7",396267
"MDRW-S73",396268
"LHSQ-SMG",396269
"G93X-W3F",396270
"GS2C-9HS",396271
"L2N6-N65",396280
"GWWX-1FT",396281
"L41Y-Y7Z",396282
"GZ53-MT3",396283
"GX9B-GDR",396284
"GHT3-YNG",396285
"G4F1-3W7",396286
"LC6L-X51",396287
"GK2D-YBJ",786432
"LVZX-SZW",786433
"LH1G-2CY",786464
"L1P1-8VF",786465
"GF64-4DS",786466
"LZQ5-118",786467
"LYHK-8JW",786468
"G7PS-4KZ",786469
"LHDY-CXN",786472
"GK3G-Y1T",786473
"GX1T-D11",786474
"GD7C-W8D",786475
"G6JS-J4G",786476
"G6J9-G7S",786477
"LL43-HYH",786478
"M52Y-4PT",786479
"GKDJ-HH3",786480
"GNP9-ZF8",786482
"LHDY-CXN",786484
"GK3G-Y1T",786485
"GX1T-D11",786486
"GD7C-W8D",786487
"LCC4-T89",786488
"LBN3-SPF",786489
"GWHK-6FK",786490
"GSQF-SBL",786491
"G3WH-CZ6",786492
"G91J-4JC",786493
"LZ2S-LR6",786494
"GD6Q-1CF",786495
"G9GC-W4S",786496
"G9GH-1RW",786497
"G2P3-W4L",786512
"G2P3-3XP",786513
"GZJL-YQC",786514
"G8JW-QDD",786515
"LT84-6KD",786528
"99QR-ZCM",786529
"L1FK-F1B",786530
"GX66-5NB",786531
"GZJL-YQC",786532
"G8JW-QDD",786533
"GVSF-PT1",786534
"GWHK-W3C",786535
"G2P3-W4L",786536
"G2P3-3XP",786537
"GZJL-YQC",786538
"G8JW-QDD",786539
"GSG3-XFX",786540
"GWHK-ZHL",786541
"L1BP-DPV",786542
"L1BP-8MW",786543
"LYHK-8JW",786544
"G7PS-4KZ",786545
"G6JS-J4G",786552
"G6J9-G7S",786553
"LL43-HYH",786554
"M52Y-4PT",786555
"GZ51-QP8",786560
"G892-N2H",786561
"G6P1-2HX",786562
"G6P1-YDG",786563
"GX7R-TR1",786564
"GK44-6M1",786565
"G2P3-W4L",786568
"G2P3-3XP",786569
"GZJL-YQC",786570
"G8JW-QDD",786571
"GSG3-XFX",786572
"GWHK-ZHL",786573
"L1BP-DPV",786574
"L1BP-8MW",786575
"GZJL-YQC",786576
"G8JW-QDD",786577
"GVSF-PT1",786578
"GWHK-W3C",786579
"GQQV-TJ7",786580
"GMYD-6C2",786581
"GVW8-TTK",786582
"M1CP-7Z7",786583
"L76L-LZC",786584
"G4HB-KHC",786585
"GX1T-D11",786586
"GVHD-22C",786587
"GZJL-YQC",786588
"G8JW-QDD",786589
"GVSF-PT1",786590
"GWHK-W3C",786591
"L255-C3B",786624
"LZKP-7ST",786625
"MXCJ-HCG",786626
"MXCJ-HH5",786627
"LBVD-L6J",786628
"LBVD-5VR",786629
"G9YN-3K1",786630
"L4Q6-X4L",786631
"GZ51-QP8",786632
"G892-N2H",786633
"G6P1-2HX",786634
"G6P1-YDG",786635
"GX7R-TR1",786636
"GK44-6M1",786637
"KLYH-SGQ",786640
"KLYH-SGH",786641
"GXNN-GC5",786644
"GXNN-HH8",786645
"GH52-QSD",786646
"G9YN-3K1",786648
"L4Q6-X4L",786649
"KFP3-92C",786650
"GD67-9FY",786651
"LZJ9-RS9",786656
"G91D-M8L",786657
"G3WH-CZ6",786658
"G91J-4JC",786659
"GZQT-RXN",786660
"LXW8-WS5",786661
"LZLZ-WXG",786662
"LHW6-X8T",786663
"LHB2-5SP",786668
"LHB2-5SV",786669
"LT83-N68",786670
"LT83-PZW",786671
"G2P3-W4L",786672
"G2P3-3XP",786673
"GZJL-YQC",786674
"G8JW-QDD",786675
"GSG3-XFX",786676
"GWHK-ZHL",786677
"L1BP-DPV",786678
"L1BP-8MW",786679
"LD5G-3HT",786680
"GJ9L-XL8",786681
"LZ6Z-4PJ",786684
"94PD-3LX",786685
"GMPX-MNN",786686
"GJYS-QYB",786687
"G8TV-HHB",786816
"GQCS-QCS",786817
"LB54-743",786818
"LTTY-J48",786819
"LTFX-M2Y",786820
"LX9M-9ZM",786821
"GQ1Y-6M4",786822
"GVL8-8Y8",786823
"G67K-9TT",786824
"G67K-4HV",786825
"LHDY-CXN",786826
"GK3G-Y1T",786827
"L1PB-C8K",786828
"L1PB-NP1",786829
"KJZ9-HD6",786832
"LLQW-8CV",790528
"GCMX-FGB",790529
"GV48-SBR",790530
"GLVN-VTG",790531
"LRZ5-K7P",790532
"LRZ5-JS3",790533
"L288-7BH",790534
"L28M-N8R",790535
"GS9K-D4L",790544
"GZGM-KSS",790545
"G82Y-6NJ",790546
"GS9K-NQ9",790547
"LVF2-M3D",790552
"LYXG-TBK",790553
"GZ8J-L3N",790554
"GZG7-44L",790555
"G65R-GWT",790556
"LCVK-YKR",790557
"GDSQ-DSS",790558
"GFRJ-X6M",790559
"GW9R-S8Q",791104
"GWSS-YLM",791128
"9V65-3NY",791129
"LHH4-CH5",791130
"GKVC-R6L",791131
"GXB9-6YY",791132
"GLTJ-K83",791133
"MJD9-1S3",791134
"LHXX-TYX",791135
"GXX2-QFM",791440
"GXXK-6G4",791441
"LTM6-22G",791442
"GGLP-8HB",791443
"LT2C-VJC",791444
"LZJ9-1V3",791445
"GMZD-R4L",791446
"GMZ6-MSK",791447
"GJWY-HVF",791488
"G2CT-YBT",791489
"LHTT-4YG",791490
"LYNL-W8J",791491
"9HTR-H39",791496
"M72X-JZK",791497
"LJV3-NNL",791498
"LY74-FMD",791499
"L1JD-CFK",791500
"LB9G-6GS",791501
"G884-SZK",791502
"GZDX-2Z6",791503
"LBHF-4PY",791552
"M794-Q4W",791553
"LBT5-WBY",791556
"GKFW-62M",791557
"L1VL-5JN",791560
"G7Q9-K36",791561
"KFY3-J2B",791562
"L2CN-257",791563
"G7H4-G78",791564
"G7F8-DCB",791565
"L565-L35",791566
"L565-N7L",791567
"GGXX-6QD",791568
"GGXX-HGM",791569
"LCZ4-QJ9",791572
"MF97-R9X",791573
"GW74-3X4",791574
"GHYB-CH1",791575
"GNH5-JJZ",791936
"GNH5-KRC",791937
"LDQV-JQP",791962
"LBW8-RNP",791964
"GQDP-HRC",791965
"LZN8-XX3",791966
"LBK5-793",791967
"LRX4-RH6",792104
"LJLT-861",792105
"L1JD-CFK",792106
"LB9G-6GS",792107
"LY53-TZ7",792108
"LY53-YDV",792109
"93JG-NYF",792110
"G8GL-71P",792111
"LY2S-B45",792116
"L2M5-T52",792117
"LY51-MJ4",792118
"G8CR-T9P",792119
"KZ3H-QD5",792216
"GW1L-MQT",792217
"GSHP-ZKP",792302
"G3CY-L6X",792303
"GN17-MXF",792384
"LTMY-BTR",792385
"LRF4-TF9",792432
"LC14-291",792433
"LCCN-H49",792434
"LCCN-HH9",792435
"G7C6-6L9",792436
"G7C6-4G2",792437
"G7Z9-FRY",792438
"GKFF-BDR",792439
"LTXR-K6G",792464
"L6PD-HVZ",792465
"GF4N-6LK",792480
"KDWS-P41",792496
"9XBS-J7H",792497
"L4B6-YC7",792528
"LKKM-WG3",792529
"GSTT-FCD",792530
"GZN3-36D",792531
"G28W-6B3",792536
"G28W-F9M",792537
"LV5W-P4J",792538
"M3CS-RM6",792539
"K19W-638",792540
"G3CG-S5M",792541
"G6NB-8SW",792542
"GXFZ-MW7",792543
"GXFZ-2GL",792560
"LVQZ-PYH",792561
"GXFZ-VHF",792562
"GLGK-2N7",792563
"G2BC-B3S",792564
"G2BZ-HVT",792565
"GV1N-HTM",792566
"GG6J-BVF",792567
"GQGZ-BB3",792568
"GQR1-QPS",792569
"GN1Z-R4Y",792570
"GN1Z-BV9",792571
"GVVC-V78",792572
"GG6R-W1N",792573
"LX3V-81G",792574
"LX3V-DSP",792575
"GK2D-4N6",1572864
"GSLF-7JK",1572865
"LT84-FN5",1572928
"LH1P-SKJ",1572929
"G4YV-PRY",1572932
"G4YV-PTQ",1572933
"LHDY-CXN",1572934
"GK3G-Y1T",1572935
"LH8W-6C8",1572936
"LDSC-K3S",1572937
"G8TV-HHB",1572944
"GQCS-QCS",1572945
"LB54-743",1572946
"LTTY-J48",1572947
"LTFX-M2Y",1572948
"LX9M-9ZM",1572949
"GQ1Y-6M4",1572950
"GVL8-8Y8",1572951
"G67K-9TT",1572952
"G67K-4HV",1572953
"LHDY-CXN",1572954
"GK3G-Y1T",1572955
"L1PB-C8K",1572956
"L1PB-NP1",1572957
"G2P9-18L",1572960
"LHGQ-7LQ",1572961
"G8TV-HHB",1572968
"GQCS-QCS",1572969
"LB54-743",1572970
"LTTY-J48",1572971
"LTFX-M2Y",1572972
"LX9M-9ZM",1572973
"GQ1Y-6M4",1572974
"GVL8-8Y8",1572975
"LCC4-T86",1572976
"LK5F-FF7",1572986
"GD6C-Z7L",1572987
"G3GP-FWX",1572992
"GKDJ-HH3",1573024
"GNP9-ZF8",1573026
"LHDY-CXN",1573028
"GK3G-Y1T",1573029
"GX1T-D11",1573030
"GD7C-W8D",1573031
"LH1G-2CY",1573056
"L1P1-8VF",1573057
"GF64-4DS",1573058
"LZQ5-118",1573059
"LYHK-8JW",1573060
"G7PS-4KZ",1573061
"LHDY-CXN",1573064
"GK3G-Y1T",1573065
"GX1T-D11",1573066
"GD7C-W8D",1573067
"G6JS-J4G",1573068
"G6J9-G7S",1573069
"LL43-HYH",1573070
"M52Y-4PT",1573071
"GKDJ-HH3",1573072
"GNP9-ZF8",1573074
"LHDY-CXN",1573076
"GK3G-Y1T",1573077
"GX1T-D11",1573078
"GD7C-W8D",1573079
"LCC4-T89",1573080
"LBN3-SPF",1573081
"GWHK-6FK",1573082
"GSQF-SBL",1573083
"G3WH-CZ6",1573084
"G91J-4JC",1573085
"LZ2S-LR6",1573086
"GD6Q-1CF",1573087
"LH8W-6C8",1573088
"LDSC-K3S",1573089
"G67K-9TT",1573104
"G67K-4HV",1573105
"LHDY-CXN",1573106
"GK3G-Y1T",1573107
"L1PB-C8K",1573108
"L1PB-NP1",1573109
"K2VY-NWR",1573120
"LBF2-RZZ",1573121
"G4MY-FCC",1573122
"G4MY-DJ9",1573123
"G6P1-BZQ",1573124
"G6P1-KRY",1573125
"GHH9-84L",1573128
"L1NT-4V5",1573129
"GKDJ-HH3",1573136
"GNP9-ZF8",1573138
"LHDY-CXN",1573140
"GK3G-Y1T",1573141
"GX1T-D11",1573142
"GD7C-W8D",1573143
"LCC4-T89",1573144
"LBN3-SPF",1573145
"GWHK-6FK",1573146
"GSQF-SBL",1573147
"G3WH-CZ6",1573148
"G91J-4JC",1573149
"LZ2S-LR6",1573150
"GD6Q-1CF",1573151
"LHDY-CXN",1573152
"GK3G-Y1T",1573153
"GX1T-D11",1573154
"GD7C-W8D",1573155
"G6JS-J4G",1573156
"G6J9-G7S",1573157
"LL43-HYH",1573158
"M52Y-4PT",1573159
"LL43-HYH",1573160
"M52Y-4PT",1573161
"GMYD-F7J",1573162
"G9HH-G33",1573163
"GJSP-QQ2",1573164
"GK5Y-QB5",1573165
"K483-DR3",1573166
"L1FK-VF2",1573168
"LT84-8VY",1573169
"GX1T-D11",1573170
"GSKG-3KW",1573171
"LTFX-M2Y",1573172
"LX9M-9ZM",1573173
"L5TN-M8N",1573174
"LHDY-CXN",1573176
"GK3G-Y1T",1573177
"GX1T-D11",1573178
"GD7C-W8D",1573179
"G6JS-J4G",1573180
"G6J9-G7S",1573181
"LL43-HYH",1573182
"M52Y-4PT",1573183
"LZJQ-WDD",1573248
"G661-K5D",1573249
"LZJ9-RS9",1573250
"G91D-M8L",1573251
"LHJ1-HL9",1573252
"LHJ1-HP7",1573253
"99W3-JKH",1573254
"GN75-B1B",1573255
"LB31-RMJ",1573256
"LB31-5XF",1573257
"9SF7-L86",1573258
"LB8Q-8L3",1573259
"LZKW-ZS6",1573260
"M19D-2ZG",1573261
"LBVD-KR3",1573262
