"QID","fs","article"
"Q93166","GF8W-2NQ","https://en.wikipedia.org/wiki/Milan_Kundera"
"Q111094","LK7P-9L1","https://en.wikipedia.org/wiki/Julius_Bien"
"Q111969","KCG9-2TQ","https://en.wikipedia.org/wiki/Lewis_Steenrod"
"Q112307","LJLT-8JV","https://en.wikipedia.org/wiki/Lena_Horne"
"Q113207","K635-PKZ","https://en.wikipedia.org/wiki/Ermine_Cowles_Case"
"Q113845","GSR5-FQP","https://en.wikipedia.org/wiki/Ludwig_Erdwin_Seyler"
"Q113865","G3J6-DNJ","https://en.wikipedia.org/wiki/Javidan_Hanim"
"Q113941","MJKT-BNJ","https://en.wikipedia.org/wiki/Maurice_Duplessis"
"Q113997","LLC6-MTR","https://en.wikipedia.org/wiki/Kurt_Kasznar"
"Q114496","97Z7-QTJ","https://en.wikipedia.org/wiki/Maurice_Bloomfield"
"Q116462","LBHT-9JS","https://en.wikipedia.org/wiki/Helen_Gahagan_Douglas"
"Q116728","LLW9-16X","https://en.wikipedia.org/wiki/Victoria,_Princess_Royal"
"Q132524","9723-7SR","https://en.wikipedia.org/wiki/Ayn_Rand"
"Q132589","LHNP-FSR","https://en.wikipedia.org/wiki/Camilo_Jos%C3%A9_Cela"
"Q157651","MPJB-28F","https://en.wikipedia.org/wiki/Gust%C3%A1v_Hus%C3%A1k"
"Q157701","M4PD-1Q6","https://en.wikipedia.org/wiki/Jaroslav_Heyrovsk%C3%BD"
"Q77556","LCJZ-QQP","https://en.wikipedia.org/wiki/Prince_Wilhelm_of_Prussia_(1906%E2%80%931940)"
"Q77826","GSDH-8WT","https://en.wikipedia.org/wiki/Paul_Wolfskehl"
"Q77937","LZN9-NM2","https://en.wikipedia.org/wiki/Princess_Kira_of_Prussia"
"Q78287","M8B4-XQK","https://en.wikipedia.org/wiki/Nathan_Marcus_Adler"
"Q78477","9NQV-JQZ","https://en.wikipedia.org/wiki/Joseph_Schumpeter"
"Q78480","G3L2-FDJ","https://en.wikipedia.org/wiki/Max_Perutz"
"Q88090","M7WQ-NJJ","https://en.wikipedia.org/wiki/Richard_Fall"
"Q88915","K4V6-GJK","https://en.wikipedia.org/wiki/Siegmund_George_Warburg"
"Q89261","G3PM-BCF","https://en.wikipedia.org/wiki/Anna_Gmeyner"
"Q89289","G3PM-RG7","https://en.wikipedia.org/wiki/Bertold_Wiesner"
"Q90898","L19P-VNJ","https://en.wikipedia.org/wiki/Emil_Bessels"
"Q91005","G5M6-176","https://en.wikipedia.org/wiki/Bartholom%C3%A4us_Scultetus"
"Q91025","MGBC-FHS","https://en.wikipedia.org/wiki/Willibrord_Benzler"
"Q91202","GXWS-148","https://en.wikipedia.org/wiki/Rudolf_Uhlenhaut"
"Q92141","L83Y-KGC","https://en.wikipedia.org/wiki/Wilhelm_Karl_Prinz_von_Preussen"
"Q92539","LH5Q-T49","https://en.wikipedia.org/wiki/William_Berczy"
"Q92629","GSRW-WNR","https://en.wikipedia.org/wiki/Kenneth_E._Iverson"
"Q92741","MWRT-F43","https://en.wikipedia.org/wiki/Alonzo_Church"
"Q92760","KLGC-4M9","https://en.wikipedia.org/wiki/Claude_Shannon"
"Q109062","LRJY-DS1","https://en.wikipedia.org/wiki/Roland_Sprague"
"Q109067","GX2D-GXG","https://en.wikipedia.org/wiki/Viktor_Dyk"
"Q110106","GSG8-9VK","https://en.wikipedia.org/wiki/Julius_Axelrod"
"Q111074","LZ6Q-RSS","https://en.wikipedia.org/wiki/John_Barry_(composer)"
"Q132232","LC7C-MP2","https://en.wikipedia.org/wiki/Clara_Schumann"
"Q132345","GXGF-WPZ","https://en.wikipedia.org/wiki/Shinzo_Abe"
"Q157176","K2V7-BC4","https://en.wikipedia.org/wiki/W%C5%82adys%C5%82aw_Szpilman"
"Q157224","GSB6-5GZ","https://en.wikipedia.org/wiki/Kary_Mullis"
"Q157255","GSBJ-G23","https://en.wikipedia.org/wiki/Merton_Miller"
"Q157259","MKC1-4BV","https://en.wikipedia.org/wiki/John_Russell,_1st_Earl_Russell"
"Q78492","9N79-2YK","https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Masaryk"
"Q78501","MR2M-NPF","https://en.wikipedia.org/wiki/Carl_Ferdinand_Cori"
"Q78504","9V3H-HFV","https://en.wikipedia.org/wiki/Ernst_Gombrich"
"Q78514","K4GQ-48W","https://en.wikipedia.org/wiki/Franz_Werfel"
"Q93354","28YV-75K","https://en.wikipedia.org/wiki/F._Scott_Fitzgerald"
"Q93397","LCXZ-BTG","https://en.wikipedia.org/wiki/Max_Adler_(Marxist)"
"Q93450","KF2B-RY9","https://en.wikipedia.org/wiki/Leo_Perutz"
"Q117026","GWH1-7BN","https://en.wikipedia.org/wiki/Thomas_Neill_Cream"
"Q117088","L6C8-TKW","https://en.wikipedia.org/wiki/Alain_C._White"
"Q117093","LH1G-FGW","https://en.wikipedia.org/wiki/Allan_Marquand"
"Q117633","9SZ7-ST1","https://en.wikipedia.org/wiki/Lulach"
"Q117647","LDZ2-8G7","https://en.wikipedia.org/wiki/Edward_the_Exile"
"Q132695","9KDG-4M2","https://en.wikipedia.org/wiki/Harry_Martinson"
"Q132701","G95V-4QN","https://en.wikipedia.org/wiki/Derek_Walcott"
"Q157776","L25P-RFL","https://en.wikipedia.org/wiki/John,_King_of_Denmark"
"Q157867","GSBZ-X3D","https://en.wikipedia.org/wiki/Vera_Menchik"
"Q157970","LJNT-SLR","https://en.wikipedia.org/wiki/Bo%C5%BEena_N%C4%9Bmcov%C3%A1"
"Q158143","LCFV-V6W","https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha"
"Q158140","94TF-TKG","https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom"
"Q78520","MTKK-FW8","https://en.wikipedia.org/wiki/Victor_Francis_Hess"
"Q78585","KHCL-JJP","https://en.wikipedia.org/wiki/Leo_Fall"
"Q78608","GS9P-9VT","https://en.wikipedia.org/wiki/Carl_Djerassi"
"Q78713","GSTQ-XFN","https://en.wikipedia.org/wiki/Ferdinand_Pi%C3%ABch"
"Q78719","9QVQ-MFX","https://en.wikipedia.org/wiki/Josef_von_Sternberg"
"Q78958","KZK9-CL8","https://en.wikipedia.org/wiki/Julius_Wiesner"
"Q93525","MFGZ-DSN","https://en.wikipedia.org/wiki/Marie_von_Ebner-Eschenbach"
"Q93709","MBH5-WW9","https://en.wikipedia.org/wiki/Henry_Clay_Frick"
"Q93996","K6Q5-55F","https://en.wikipedia.org/wiki/Ernst_Mach"
"Q94041","K89P-GRV","https://en.wikipedia.org/wiki/James_Cagney"
"Q94081","L82N-H8V","https://en.wikipedia.org/wiki/Bob_Hope"
"Q118253","LZFM-CBN","https://en.wikipedia.org/wiki/Eduard_Einstein"
"Q119775","G4CB-8NY","https://en.wikipedia.org/wiki/Norman_Kwong"
"Q120541","G69F-6TS","https://en.wikipedia.org/wiki/Alfred_E._Green"
"Q120699","LCVR-88Q","https://en.wikipedia.org/wiki/Alphonzo_E._Bell_Jr."
"Q121130","LZD6-P9H","https://en.wikipedia.org/wiki/Philip_of_Swabia"
"Q133054","MRVS-3BH","https://en.wikipedia.org/wiki/Sylvia_Plath"
"Q133622","LH3H-KBY","https://en.wikipedia.org/wiki/Thor_Heyerdahl"
"Q158486","L1Z6-HLN","https://en.wikipedia.org/wiki/Gene_Cernan"
"Q159227","L2WZ-B3Q","https://en.wikipedia.org/wiki/Karel_Kram%C3%A1%C5%99"
"Q159542","KFN7-5VG","https://en.wikipedia.org/wiki/Jan_Evangelista_Purkyn%C4%9B"
"Q159575","LD9R-RYR","https://en.wikipedia.org/wiki/Hugh_Capet"
"Q95034","LYVF-4YR","https://en.wikipedia.org/wiki/John_Barrymore"
"Q95050","LWFV-LTX","https://en.wikipedia.org/wiki/Paulette_Goddard"
"Q95068","GWDW-CN5","https://en.wikipedia.org/wiki/Olivia_de_Havilland"
"Q123022","K8Z3-LQD","https://en.wikipedia.org/wiki/Felix_Bloch"
"Q123280","LC24-B9C","https://en.wikipedia.org/wiki/Francis_Crick"
"Q123371","LZFM-C1J","https://en.wikipedia.org/wiki/Hans_Albert_Einstein"
"Q134661","LWTX-RN8","https://en.wikipedia.org/wiki/George_Boole"
"Q134982","LZZ7-89W","https://en.wikipedia.org/wiki/David_Lloyd_George"
"Q135151","9DM1-ZLJ","https://en.wikipedia.org/wiki/Donald_J._Cram"
"Q160270","KZ2T-8VN","https://en.wikipedia.org/wiki/David_Ricardo"
"Q160311","9SS7-5BT","https://en.wikipedia.org/wiki/Henry_III_of_England"
"Q164723","L784-DKC","https://en.wikipedia.org/wiki/Charles_Cornwallis,_1st_Marquess_Cornwallis"
"Q164889","LZZ9-V1D","https://en.wikipedia.org/wiki/Manfred,_King_of_Sicily"
"Q164908","L61L-LFT","https://en.wikipedia.org/wiki/Alois_Ra%C5%A1%C3%ADn"
"Q79111","GX6S-3RL","https://en.wikipedia.org/wiki/Emil_Weyr"
"Q94123","LTWH-7T9","https://en.wikipedia.org/wiki/Jack_Lemmon"
"Q94561","L61T-1NQ","https://en.wikipedia.org/wiki/Leone_Sextus_Tollemache"
"Q94577","G97J-P7R","https://en.wikipedia.org/wiki/Tom_Seidmann-Freud"
"Q94992","LHWP-3H3","https://en.wikipedia.org/wiki/Karl_Malden"
"Q95019","KNJG-63F","https://en.wikipedia.org/wiki/Norma_Shearer"
"Q121217","972Z-DTL","https://en.wikipedia.org/wiki/Georg_Hermann_Struve"
"Q122127","LTD1-1DS","https://en.wikipedia.org/wiki/Michael_Bond"
"Q122347","GWMD-G45","https://en.wikipedia.org/wiki/Kenojuak_Ashevak"
"Q122366","L8MQ-S9J","https://en.wikipedia.org/wiki/Daniel_Bernoulli"
"Q122522","K23S-7KT","https://en.wikipedia.org/wiki/Leslie_Hore-Belisha"
"Q122851","LY86-1G6","https://en.wikipedia.org/wiki/George_Edwin_Ellison"
"Q122986","KH3H-Q27","https://en.wikipedia.org/wiki/Johann_Jakob_Balmer"
"Q134333","LTWH-M1M","https://en.wikipedia.org/wiki/Roger_Moore"
"Q134549","LZNR-GY3","https://en.wikipedia.org/wiki/Ted_Kennedy"
"Q159597","999Y-LF2","https://en.wikipedia.org/wiki/Harold_Godwinson"
"Q159952","GM5P-7BT","https://en.wikipedia.org/wiki/Rudolf_Medek"
"Q159967","L4S5-C5J","https://en.wikipedia.org/wiki/Augusto_Roa_Bastos"
"Q160001","L7GH-MQM","https://en.wikipedia.org/wiki/Victoria_Eugenie_of_Battenberg"
"Q160030","GDMK-FY8","https://en.wikipedia.org/wiki/Pope_Pius_III"
"Q164173","K2H6-NWY","https://en.wikipedia.org/wiki/Katie_Johnson_(English_actress)"
"Q164546","L2W2-1S9","https://en.wikipedia.org/wiki/Alfredo_Di_St%C3%A9fano"
"Q95076","LCPV-D8K","https://en.wikipedia.org/wiki/Joan_Fontaine"
"Q135547","LB5L-XZ3","https://en.wikipedia.org/wiki/Laurent-D%C3%A9sir%C3%A9_Kabila"
"Q137634","LCFJ-P34","https://en.wikipedia.org/wiki/Jackie_Burroughs"
"Q137906","L1HN-PRR","https://en.wikipedia.org/wiki/James_IV_of_Scotland"
"Q138576","L4HK-KLY","https://en.wikipedia.org/wiki/Bea_Arthur"
"Q160318","L6QG-PY4","https://en.wikipedia.org/wiki/Norodom_Sihanouk"
"Q160341","GHFH-FRN","https://en.wikipedia.org/wiki/Edward_IV"
"Q160433","K2S1-KVZ","https://en.wikipedia.org/wiki/Gilbert_B%C3%A9caud"
"Q160627","KZ2D-5Y1","https://en.wikipedia.org/wiki/Alfred_Russel_Wallace"
"Q164985","L7P8-KLP","https://en.wikipedia.org/wiki/Henry_Jarvis_Raymond"
"Q165284","LZPK-PLF","https://en.wikipedia.org/wiki/Louis_VIII_of_France"
"Q165792","LCR9-TXW","https://en.wikipedia.org/wiki/Edmund_Burke"
"Q165883","MBMH-FJ9","https://en.wikipedia.org/wiki/Louis_VI_of_France"
"Q165969","GSDC-T7S","https://en.wikipedia.org/wiki/Isidor_Isaac_Rabi"
"Q354309","LVFM-L6F","https://en.wikipedia.org/wiki/William_Cecil,_1st_Baron_Burghley"
"Q354540","LCFW-XDF","https://en.wikipedia.org/wiki/Peter_Jennings"
"Q355125","LCBH-V5Z","https://en.wikipedia.org/wiki/Harry_Morgan"
"Q355348","LC8Q-WJ9","https://en.wikipedia.org/wiki/William_Clark"
"Q95361","MKFD-KH6","https://en.wikipedia.org/wiki/Karl_Freudenberg"
"Q95699","G8X1-93P","https://en.wikipedia.org/wiki/Ernst_Stahl-Nachbaur"
"Q96576","GMZZ-Q25","https://en.wikipedia.org/wiki/Friedrich_Simon_Archenhold"
"Q97002","GWK4-RRW","https://en.wikipedia.org/wiki/Wolfgang_Porsche"
"Q97107","GMX7-FTT","https://en.wikipedia.org/wiki/Robert_Saudek"
"Q97188","LRW7-KTJ","https://en.wikipedia.org/wiki/Eduard_Erkes"
"Q97256","MMYH-HZ7","https://en.wikipedia.org/wiki/Fritz_Oliven"
"Q97921","G8XB-GSR","https://en.wikipedia.org/wiki/Carola_Toelle"
"Q98559","G7SM-G2M","https://en.wikipedia.org/wiki/Hans_Grisebach"
"Q100440","LVQ5-T8M","https://en.wikipedia.org/wiki/Larry_Hagman"
"Q100937","K1WJ-BYK","https://en.wikipedia.org/wiki/Fred_Astaire"
"Q139396","LY93-36L","https://en.wikipedia.org/wiki/Zack_Whyte"
"Q139549","G398-3CQ","https://en.wikipedia.org/wiki/Zachris_Topelius"
"Q139655","GZ43-G83","https://en.wikipedia.org/wiki/James_E._Davis_(New_York_politician)"
"Q139712","LC2W-L4V","https://en.wikipedia.org/wiki/John_Le_Mesurier"
"Q142059","9N9N-6CN","https://en.wikipedia.org/wiki/Julius_Fu%C4%8D%C3%ADk_(journalist)"
"Q143230","GQGY-VKH","https://en.wikipedia.org/wiki/Lorenzo_Music"
"Q144050","GG4L-6GG","https://en.wikipedia.org/wiki/Josef_Fanta"
"Q144090","KH47-BRQ","https://en.wikipedia.org/wiki/E._E._Smith"
"Q144520","G7LK-PNP","https://en.wikipedia.org/wiki/Kurt_Wiese"
"Q144535","K4RH-LLJ","https://en.wikipedia.org/wiki/Herbert_Spencer"
"Q160770","LBT1-7J4","https://en.wikipedia.org/wiki/Prince_George,_Duke_of_Kent"
"Q160800","LZPB-NW1","https://en.wikipedia.org/wiki/Anna_Pavlovna_of_Russia"
"Q160852","LHL9-33G","https://en.wikipedia.org/wiki/William_Ewart_Gladstone"
"Q161154","LBZW-SXN","https://en.wikipedia.org/wiki/Lola_Montez"
"Q166159","GQHF-HQ5","https://en.wikipedia.org/wiki/Terry_Jones"
"Q166251","LVF1-XH6","https://en.wikipedia.org/wiki/George_Campbell_Munro"
"Q166635","2MGN-N4L","https://en.wikipedia.org/wiki/Stanley_Baldwin"
"Q356151","KCNP-PNG","https://en.wikipedia.org/wiki/Julius_Fu%C4%8D%C3%ADk_(composer)"
"Q356450","LCM6-XNL","https://en.wikipedia.org/wiki/Erskine_Hamilton_Childers"
"Q356769","LH6Y-ZWP","https://en.wikipedia.org/wiki/Clopton_Havers"
"Q356986","LZLQ-HVN","https://en.wikipedia.org/wiki/Levon_Helm"
"Q101384","9CS3-646","https://en.wikipedia.org/wiki/Henry_I_of_England"
"Q101437","MB1X-97B","https://en.wikipedia.org/wiki/Pope_Pius_II"
"Q146691","L5DX-DXR","https://en.wikipedia.org/wiki/Alphonse_Mucha"
"Q147811","LT9D-H3F","https://en.wikipedia.org/wiki/Hibari_Misora"
"Q149674","LD13-Q7V","https://en.wikipedia.org/wiki/Niklot"
"Q150320","L879-K4S","https://en.wikipedia.org/wiki/Ottokar_II_of_Bohemia"
"Q150543","MD7H-PHL","https://en.wikipedia.org/wiki/Alexander_Dub%C4%8Dek"
"Q161247","LCJL-DZC","https://en.wikipedia.org/wiki/Augusta_Victoria_of_Schleswig-Holstein"
"Q161841","KG33-96T","https://en.wikipedia.org/wiki/Edward_Gibbon"
"Q162005","GMSM-885","https://en.wikipedia.org/wiki/Paul_Allen"
"Q166646","M1BF-WKW","https://en.wikipedia.org/wiki/Ramsay_MacDonald"
"Q166663","LTRN-VJ3","https://en.wikipedia.org/wiki/Bonar_Law"
"Q166714","9V4K-J7N","https://en.wikipedia.org/wiki/H._H._Asquith"
"Q357336","G6V6-57Z","https://en.wikipedia.org/wiki/Adina_Mandlov%C3%A1"
"Q357473","L2NX-XT7","https://en.wikipedia.org/wiki/Joe_Davis"
"Q358079","KF5T-2YN","https://en.wikipedia.org/wiki/Robert_Chesebrough"
"Q358317","L4BH-S16","https://en.wikipedia.org/wiki/Victor_Mature"
"Q150651","L4Q8-BNT","https://en.wikipedia.org/wiki/George_Carlin"
"Q150747","LVJB-LKC","https://en.wikipedia.org/wiki/Wilhelmina_of_the_Netherlands"
"Q150782","L84Z-JV2","https://en.wikipedia.org/wiki/Empress_Elisabeth_of_Austria"
"Q162112","L48S-833","https://en.wikipedia.org/wiki/Norman_Bethune"
"Q162177","GQBL-B4P","https://en.wikipedia.org/wiki/Helen_of_Greece_and_Denmark"
"Q162389","LCFL-6FY","https://en.wikipedia.org/wiki/Tony_Curtis"
"Q167132","LVGW-V2C","https://en.wikipedia.org/wiki/George_Bellows"
"Q167423","G7BC-8R5","https://en.wikipedia.org/wiki/Alexandra_of_Yugoslavia"
"Q167521","MFBB-42S","https://en.wikipedia.org/wiki/Herbert_Wilcox"
"Q167821","L662-GWH","https://en.wikipedia.org/wiki/Gore_Vidal"
"Q168041","GZTQ-CRY","https://en.wikipedia.org/wiki/Zbigniew_Brzezinski"
"Q358410","GSSB-K85","https://en.wikipedia.org/wiki/Leon_Redbone"
"Q358519","LBN5-QVJ","https://en.wikipedia.org/wiki/Gordie_Howe"
"Q358641","KWZJ-78W","https://en.wikipedia.org/wiki/Tracy_Hall"
"Q358647","M4QC-YKK","https://en.wikipedia.org/wiki/George_H._Steuart_(brigadier_general)"
"Q358885","K8C7-KY2","https://en.wikipedia.org/wiki/Maximilian_Voloshin"
"Q359463","LT58-3B2","https://en.wikipedia.org/wiki/David_Manners"
"Q359470","LZ82-THH","https://en.wikipedia.org/wiki/Roger_B._Taney"
"Q359645","L1ZR-LWP","https://en.wikipedia.org/wiki/Bryan_Hextall"
"Q359653","9JW9-QTR","https://en.wikipedia.org/wiki/Tommy_Douglas"
"Q1064293","L8Y3-4FR","https://en.wikipedia.org/wiki/Charles_Evans_Hughes_Jr."
"Q1064378","LC2X-6PD","https://en.wikipedia.org/wiki/Charles_Floyd_(explorer)"
"Q1064750","LYFG-LRS","https://en.wikipedia.org/wiki/Charles_Hapgood"
"Q1064790","GQ3H-F9T","https://en.wikipedia.org/wiki/Charles_Hefferon"
"Q1064912","LRQT-9DP","https://en.wikipedia.org/wiki/Charles_Howard_Hinton"
"Q1065216","L13L-9X4","https://en.wikipedia.org/wiki/Charles_Krauthammer"
"Q1065314","G6WD-N47","https://en.wikipedia.org/wiki/Charles_Lee_Smith"
"Q1065881","GQRP-JRL","https://en.wikipedia.org/wiki/Charles_Lee_Remington"
"Q1065941","MSXW-YZJ","https://en.wikipedia.org/wiki/Charles_Rohlfs"
"Q1066439","LRFK-XFH","https://en.wikipedia.org/wiki/William_Guarnere"
"Q150872","9CW3-3SK","https://en.wikipedia.org/wiki/Empress_Matilda"
"Q151149","MVMT-WWG","https://en.wikipedia.org/wiki/Joseph_DeCamp"
"Q151564","L8R5-NTB","https://en.wikipedia.org/wiki/Frederick_Sanger"
"Q151742","K2XK-C5H","https://en.wikipedia.org/wiki/Alexander_of_Greece"
"Q151932","G4VY-F97","https://en.wikipedia.org/wiki/Irena_Sendler"
"Q162667","LT2F-HHW","https://en.wikipedia.org/wiki/Glen_Campbell"
"Q162819","LZP3-MJH","https://en.wikipedia.org/wiki/Catherine_of_Aragon"
"Q163366","KJPD-27S","https://en.wikipedia.org/wiki/Ezra_Pound"
"Q163936","LTDW-2Q1","https://en.wikipedia.org/wiki/Edward_Seymour,_1st_Duke_of_Somerset"
"Q168419","9MW5-W43","https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Lalande"
"Q168542","GD8Y-STV","https://en.wikipedia.org/wiki/Adalbert_Stifter"
"Q168616","LWJ5-JWD","https://en.wikipedia.org/wiki/Jotham_Post_Jr."
"Q168728","LHSW-XQP","https://en.wikipedia.org/wiki/Robert_Frost"
"Q359797","LWMW-ZD1","https://en.wikipedia.org/wiki/James_Roosevelt"
"Q360098","KWCQ-PFY","https://en.wikipedia.org/wiki/Philo_Farnsworth"
"Q360747","LZJQ-LDL","https://en.wikipedia.org/wiki/J%C3%A1n_Popluh%C3%A1r"
"Q360860","LTCZ-5RT","https://en.wikipedia.org/wiki/Bill_Bennett"
"Q360867","GNJR-HSK","https://en.wikipedia.org/wiki/Reginald_Ernest_Moreau"
"Q1066820","9X9D-S68","https://en.wikipedia.org/wiki/Charlie_Barnet"
"Q1074680","K2MC-BH9","https://en.wikipedia.org/wiki/Korn%C3%A9l_%C3%81br%C3%A1nyi"
"Q1081523","LRFD-68F","https://en.wikipedia.org/wiki/Lee_Radziwill"
"Q1083797","K4NM-YNJ","https://en.wikipedia.org/wiki/Joseph_Alsop"
"Q1084656","GM6K-Y55","https://en.wikipedia.org/wiki/Charles_Tatham_(fencer)"
"Q1089576","GM5J-JML","https://en.wikipedia.org/wiki/Chung_Ling_Soo"
"Q151935","GJXH-MRP","https://en.wikipedia.org/wiki/Kirstie_Alley"
"Q152099","LHKQ-BRD","https://en.wikipedia.org/wiki/Constantine_I_of_Greece"
"Q168847","LJGR-5KG","https://en.wikipedia.org/wiki/Brittany_Murphy"
"Q169066","GXQ8-MJY","https://en.wikipedia.org/wiki/Zden%C4%9Bk_S%C3%BDkora"
"Q169150","KXJS-13D","https://en.wikipedia.org/wiki/Alexandre_Dumas_fils"
"Q169303","L18V-HZW","https://en.wikipedia.org/wiki/Rob_Ford"
"Q169566","2SQX-8XR","https://en.wikipedia.org/wiki/H._P._Lovecraft"
"Q361128","LBD3-X58","https://en.wikipedia.org/wiki/Owen_Tudor"
"Q361238","GW7Q-84L","https://en.wikipedia.org/wiki/Robert_Loggia"
"Q361617","LZLZ-R77","https://en.wikipedia.org/wiki/E._B._White"
"Q361695","LLW5-TCQ","https://en.wikipedia.org/wiki/James_Holshouser"
"Q361859","KZ7X-BBZ","https://en.wikipedia.org/wiki/Alexander_Woollcott"
"Q361900","KZ32-FTL","https://en.wikipedia.org/wiki/Roderick_Murchison"
"Q361996","9N9B-5L5","https://en.wikipedia.org/wiki/William_Hartnell"
"Q1093792","K2QC-G4G","https://en.wikipedia.org/wiki/Kenneth_Williams"
"Q1094716","LVYH-JV9","https://en.wikipedia.org/wiki/Claiborne_Pell"
"Q1095394","K8LH-VMD","https://en.wikipedia.org/wiki/Clarence_Day"
"Q1097356","GQD2-WQ6","https://en.wikipedia.org/wiki/Claudia_Bryar"
"Q1099836","L2K3-GPT","https://en.wikipedia.org/wiki/Clem_McSpadden"
"Q1100506","L1SN-2GC","https://en.wikipedia.org/wiki/Alexander_Stewart,_4th_High_Steward_of_Scotland"
"Q1100898","L8MB-CP1","https://en.wikipedia.org/wiki/Walter_Stewart,_6th_High_Steward_of_Scotland"
"Q1101261","K4K4-CDD","https://en.wikipedia.org/wiki/Clifford_Gray_(athlete)"
"Q1108323","G7JN-MW6","https://en.wikipedia.org/wiki/Jos%C3%A9_B%C3%A9naz%C3%A9raf"
"Q1117163","LR5N-8X3","https://en.wikipedia.org/wiki/Ernest_B._Schoedsack"
"Q1119962","K4NJ-743","https://en.wikipedia.org/wiki/James_Cantlie"
"Q1120700","GQ6K-N3D","https://en.wikipedia.org/wiki/Orson_Bean"
"Q1123011","9S7W-9LY","https://en.wikipedia.org/wiki/William_the_Hardy,_Lord_of_Douglas"
"Q1125077","L2RN-22H","https://en.wikipedia.org/wiki/Fortunato_Depero"
"Q3141659","L3XB-BM4","https://en.wikipedia.org/wiki/Hoyt_Sherman"
"Q3142236","GW2M-DPL","https://en.wikipedia.org/wiki/Hugh_D._Auchincloss_Jr."
"Q3157246","LX7M-4KH","https://en.wikipedia.org/wiki/Jack_Leslie_(English_footballer)"
"Q3157630","G321-9R6","https://en.wikipedia.org/wiki/Pierneef"
"Q3160959","L6HB-XWV","https://en.wikipedia.org/wiki/James_Bullough_Lansing"
"Q3161121","93T4-L92","https://en.wikipedia.org/wiki/James_Grierson_(British_Army_officer)"
"Q3161239","LY77-FHZ","https://en.wikipedia.org/wiki/James_MacPherson_Le_Moine"
"Q3161467","LCJ7-RDM","https://en.wikipedia.org/wiki/James_W._Horne"
"Q3161469","KHYF-F9X","https://en.wikipedia.org/wiki/James_W._Quiggle"
"Q3161874","GZVC-83X","https://en.wikipedia.org/wiki/Jane_Lee_(actress)"
"Q3162702","LNNR-LTJ","https://en.wikipedia.org/wiki/Jared_French"
"Q3163893","GMXY-7DB","https://en.wikipedia.org/wiki/Jean-Baptiste_Boisot"
"Q3172235","G9V4-7RN","https://en.wikipedia.org/wiki/Jean_Gascon"
"Q3176807","GQ81-JRY","https://en.wikipedia.org/wiki/Jehane_Beno%C3%AEt"
"Q169902","K2XK-8PR","https://en.wikipedia.org/wiki/Prince_Aimone,_Duke_of_Aosta"
"Q169992","L5DP-J2M","https://en.wikipedia.org/wiki/John_II_of_France"
"Q170741","MJ74-6S7","https://en.wikipedia.org/wiki/Manne_Siegbahn"
"Q170899","LZZ1-336","https://en.wikipedia.org/wiki/N%C3%A9stor_Kirchner"
"Q362402","G7DK-W3T","https://en.wikipedia.org/wiki/Adolf_Hoffmeister"
"Q362406","LHQP-WHT","https://en.wikipedia.org/wiki/Ronnie_Drew"
"Q362919","GVRX-KZK","https://en.wikipedia.org/wiki/Franti%C5%A1ek_Kriegel"
"Q363055","GMNN-82K","https://en.wikipedia.org/wiki/Arlen_Specter"
"Q363383","LYDC-QPZ","https://en.wikipedia.org/wiki/Armand_Hammer"
"Q363708","LZPN-R31","https://en.wikipedia.org/wiki/Eddie_Fisher"
"Q363972","LR6L-KK1","https://en.wikipedia.org/wiki/Cecil_H._Underwood"
"Q364187","2WM8-571","https://en.wikipedia.org/wiki/Frederick_Law_Olmsted"
"Q1126725","GQJG-4RL","https://en.wikipedia.org/wiki/Conrad_Burns"
"Q1131481","LC24-V4M","https://en.wikipedia.org/wiki/Scipione_Borghese,_10th_Prince_of_Sulmona"
"Q1137821","LBX9-1GG","https://en.wikipedia.org/wiki/C._D._B._Bryan"
"Q1141121","L1J3-XYN","https://en.wikipedia.org/wiki/Anna_of_Kashin"
"Q1144884","L6XD-KSJ","https://en.wikipedia.org/wiki/Adam_Lanza"
"Q1146217","L244-467","https://en.wikipedia.org/wiki/Fernando_Lamas"
"Q1146649","GQ5F-J6Y","https://en.wikipedia.org/wiki/Elizabeth_Hawley_Gasque"
"Q1149854","L4WL-8PL","https://en.wikipedia.org/wiki/Addison_Brown"
"Q1157865","L2F3-LKZ","https://en.wikipedia.org/wiki/Dale_Robertson"
"Q1160780","GWGZ-BW1","https://en.wikipedia.org/wiki/Daniel_Frohman"
"Q1163817","LHWB-67Y","https://en.wikipedia.org/wiki/Margit_Makay"
"Q1164478","GHCQ-BZ5","https://en.wikipedia.org/wiki/Dannie_Abse"
"Q1165047","MY5S-71V","https://en.wikipedia.org/wiki/Margaret_Naumburg"
"Q1165511","GS9M-XKX","https://en.wikipedia.org/wiki/Daphne_Sheldrick"
"Q1165965","GXNW-Z8Q","https://en.wikipedia.org/wiki/Dario_Resta"
"Q1173832","G9L1-C7Q","https://en.wikipedia.org/wiki/David_Brion_Davis"
"Q1174233","G9MG-DD3","https://en.wikipedia.org/wiki/David_Diringer"
