"QID","fs","article"
"Q958743","LYV7-B6G","https://en.wikipedia.org/wiki/Gene_Gauntier"
"Q959249","KW8X-H89","https://en.wikipedia.org/wiki/Reed_Smoot"
"Q959520","GQGG-MJL","https://en.wikipedia.org/wiki/Henri_Richard"
"Q960207","KV29-7Y8","https://en.wikipedia.org/wiki/James_Murray_(lexicographer)"
"Q28445424","2M5Y-3XL","https://en.wikipedia.org/wiki/Ralph_de_Somery_I"
"Q28508501","G4NT-J6M","https://en.wikipedia.org/wiki/Charles_Nelan"
"Q28528823","GCZP-PBX","https://en.wikipedia.org/wiki/Adelaide_M._Cromwell"
"Q28531004","GNW6-P52","https://en.wikipedia.org/wiki/Thomas_Buckton"
"Q28531140","2MJQ-GH9","https://en.wikipedia.org/wiki/Millicent_Kittredge_Blake"
"Q28549762","9VL1-YF1","https://en.wikipedia.org/wiki/William_Ady"
"Q28599398","LKCN-CTF","https://en.wikipedia.org/wiki/Austin_K._Doyle"
"Q28606498","GQRC-NJ2","https://en.wikipedia.org/wiki/Amaryllis_Garnett"
"Q28648770","M9QT-TX4","https://en.wikipedia.org/wiki/Roger_de_Somery_II"
"Q28708249","9C1T-FLL","https://en.wikipedia.org/wiki/Platon_Gregoriewitch_Brounoff"
"Q28747701","KC8Z-8G2","https://en.wikipedia.org/wiki/Sigismund_Mohr"
"Q28777193","LRWC-3SM","https://en.wikipedia.org/wiki/Geraldine_Sherman"
"Q28791119","KZBK-6XC","https://en.wikipedia.org/wiki/Mariette_Leslie_Cotton"
"Q28793892","KCC5-6W9","https://en.wikipedia.org/wiki/James_Kinnear"
"Q28802519","KN71-PQC","https://en.wikipedia.org/wiki/William_East_(1695%E2%80%931737)"
"Q28862337","LBYC-5KS","https://en.wikipedia.org/wiki/Herbert_Vigar"
"Q28870210","9XK7-PDM","https://en.wikipedia.org/wiki/Allegra_Eggleston"
"Q28924063","HV7V-M3P","https://en.wikipedia.org/wiki/Arabella_Sullivan"
"Q28924236","KCKV-Q1V","https://en.wikipedia.org/wiki/Ross_T._Reid"
"Q28924262","LCD7-QZC","https://en.wikipedia.org/wiki/William_Forster_Lanchester"
"Q28954218","L9H3-215","https://en.wikipedia.org/wiki/Henry_Rose_Carter"
"Q28957339","KHC2-LGM","https://en.wikipedia.org/wiki/Ernest_Tennant"
"Q28962325","LCCD-K2B","https://en.wikipedia.org/wiki/Sumner_Gerard"
"Q28968050","GPML-P4F","https://en.wikipedia.org/wiki/Rudolph_Agnew"
"Q28976540","K4Z5-758","https://en.wikipedia.org/wiki/Letitia_Mumford_Geer"
"Q29007119","GSK4-3WP","https://en.wikipedia.org/wiki/Thomas_B._Walker_Jr."
"Q29027816","GS71-8Y7","https://en.wikipedia.org/wiki/Lonnie_Standifer"
"Q29050614","LVV4-BRB","https://en.wikipedia.org/wiki/Charles_Tindal_Gatty"
"Q29054748","MB6R-TGN","https://en.wikipedia.org/wiki/Edwards_A._Park_(doctor)"
"Q29157362","L2LP-67S","https://en.wikipedia.org/wiki/Cecil_F._Underwood"
"Q29167263","KHSJ-GLN","https://en.wikipedia.org/wiki/Norman_S._Dike"
"Q29329953","9VQT-1Q1","https://en.wikipedia.org/wiki/Tatiana_Tolstoy-Paus"
"Q264713","KG86-73L","https://en.wikipedia.org/wiki/Cathleen_Nesbitt"
"Q264730","G9G6-H2M","https://en.wikipedia.org/wiki/Gloria_Vanderbilt"
"Q264764","LYBY-HX2","https://en.wikipedia.org/wiki/Pierre_Charles_L%27Enfant"
"Q265603","G3P9-7B1","https://en.wikipedia.org/wiki/Eva_Ibbotson"
"Q265723","GFRJ-X6M","https://en.wikipedia.org/wiki/Anna_of_Brunswick-Grubenhagen"
"Q265726","L2YH-HDT","https://en.wikipedia.org/wiki/Teri_Shields"
"Q266266","LRWV-72J","https://en.wikipedia.org/wiki/Roy_Chapman_Andrews"
"Q266335","GMKP-9V2","https://en.wikipedia.org/wiki/Charlotte_Rae"
"Q266416","KLVX-MPP","https://en.wikipedia.org/wiki/Betsy_Blair"
"Q965138","L4WV-PZ8","https://en.wikipedia.org/wiki/Amelia_Edith_Huddleston_Barr"
"Q263765","LR27-59B","https://en.wikipedia.org/wiki/Betsy_Palmer"
"Q264269","M92P-16G","https://en.wikipedia.org/wiki/Anna_Atkins"
"Q264389","KVVH-PJ7","https://en.wikipedia.org/wiki/Wiley_Post"
"Q264400","LVCP-VRT","https://en.wikipedia.org/wiki/Maria_Tallchief"
"Q264418","GQGY-2GG","https://en.wikipedia.org/wiki/Russi_Taylor"
"Q264668","LCMN-84J","https://en.wikipedia.org/wiki/Brita_Borg"
"Q960737","LC3C-8BR","https://en.wikipedia.org/wiki/William_B._Bankhead"
"Q960792","GQK4-2HV","https://en.wikipedia.org/wiki/Joseph_A._LeFante"
"Q960949","KVLR-SGG","https://en.wikipedia.org/wiki/John_Philip_Holland"
"Q961145","KT4G-S84","https://en.wikipedia.org/wiki/Herbert_I,_Count_of_Vermandois"
"Q961790","LTJT-HP1","https://en.wikipedia.org/wiki/John_Seymour_(1474%E2%80%931536)"
"Q962762","LTJD-BPX","https://en.wikipedia.org/wiki/Princess_Louise_of_Orl%C3%A9ans"
"Q963703","L4BR-DX6","https://en.wikipedia.org/wiki/Mary_Seacole"
"Q963787","LY6K-LL2","https://en.wikipedia.org/wiki/Jim_Nabors"
"Q964384","G84J-9QR","https://en.wikipedia.org/wiki/William_H._Phelps_Jr."
"Q964833","L46N-R41","https://en.wikipedia.org/wiki/A._V._Alexander,_1st_Earl_Alexander_of_Hillsborough"
"Q965701","9MR7-LHF","https://en.wikipedia.org/wiki/Harry_Langdon"
"Q966067","GWC7-Z62","https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Mahen"
"Q966679","G3LV-8C8","https://en.wikipedia.org/wiki/Farley_Mowat"
"Q967062","GD47-YJF","https://en.wikipedia.org/wiki/Leonard_Rossiter"
"Q969082","MXKN-H1T","https://en.wikipedia.org/wiki/William_F._Friedman"
"Q969559","LZKL-ZWD","https://en.wikipedia.org/wiki/Charles_Gilbert_Heathcote"
"Q29346480","LZ8N-YBC","https://en.wikipedia.org/wiki/J._J._Webster"
"Q29349695","GSPT-DRG","https://en.wikipedia.org/wiki/John_C._Towler"
"Q29362484","LJWF-JV4","https://en.wikipedia.org/wiki/Janet_Aitken_(physician)"
"Q29389103","LT84-J6L","https://en.wikipedia.org/wiki/Toirdhealbhach_M%C3%B3r_%C3%93_Briain"
"Q29472999","LYF9-FH7","https://en.wikipedia.org/wiki/James_Jacobus_Roosevelt"
"Q29508211","KLV2-3SZ","https://en.wikipedia.org/wiki/Lizzie_P._Evans-Hansell"
"Q29533952","G7JN-7L9","https://en.wikipedia.org/wiki/Simone_D%27Aillencourt"
"Q29572300","M5MH-YSR","https://en.wikipedia.org/wiki/Anthony_Joseph_Drexel_Jr."
"Q29582140","MZ8S-BVL","https://en.wikipedia.org/wiki/Stanley_Ismay"
"Q29616937","K876-YWH","https://en.wikipedia.org/wiki/Catherine_Van_Rensselaer"
"Q29616969","LYVT-TW6","https://en.wikipedia.org/wiki/Max_Samuel_Grifenhagen"
"Q29840747","9CDW-P5K","https://en.wikipedia.org/wiki/Charlotte_Kellogg"
"Q29913555","KZHK-W6V","https://en.wikipedia.org/wiki/Alaska_P._Davidson"
"Q29949862","KD12-PKB","https://en.wikipedia.org/wiki/Catherine_Tylney-Long"
"Q29954085","L8T1-FMJ","https://en.wikipedia.org/wiki/Emma_Pike_Ewing"
"Q30006462","K4FX-LKN","https://en.wikipedia.org/wiki/Harris_C._Fahnestock"
"Q30015077","G8FK-J2S","https://en.wikipedia.org/wiki/Martha_R._Field"
"Q30017114","LD7C-7YT","https://en.wikipedia.org/wiki/Rudy_Rutherford"
"Q30069588","KWCT-D6X","https://en.wikipedia.org/wiki/J._Walter_Woodbury"
"Q30127595","L2FJ-FZL","https://en.wikipedia.org/wiki/Audley_Dean_Nicols"
"Q30237521","G9LK-ZT8","https://en.wikipedia.org/wiki/Eliza_D._Keith"
"Q30246143","L2C5-342","https://en.wikipedia.org/wiki/Anna_Henriette_Gossler"
"Q30281495","LYF5-9CD","https://en.wikipedia.org/wiki/Eleanor_Kieliszek"
"Q30311732","GKJX-5BV","https://en.wikipedia.org/wiki/John_de_Mirjian"
"Q30323882","94CQ-TND","https://en.wikipedia.org/wiki/Annie_D._Fraser_Tallent"
"Q30461109","9DMZ-S9C","https://en.wikipedia.org/wiki/Francis_B._Loomis_Jr."
"Q30505051","L51F-VJF","https://en.wikipedia.org/wiki/Alexander_Cushing"
"Q30505062","M458-6JW","https://en.wikipedia.org/wiki/Jesse_W._Curtis_Sr."
"Q47011232","KW8Z-16C","https://en.wikipedia.org/wiki/Max_A._Woodbury"
"Q47035177","LH3D-TJZ","https://en.wikipedia.org/wiki/Lucy_Elmina_Anthony"
"Q47044502","K81X-QLY","https://en.wikipedia.org/wiki/Ida_M._Eliot"
"Q47084600","9H8X-8YD","https://en.wikipedia.org/wiki/Elizabeth_Fisher_Read"
"Q47086871","K4B2-21T","https://en.wikipedia.org/wiki/Edwin_Forbes_Glenn"
"Q47087108","LKQ1-GKM","https://en.wikipedia.org/wiki/Theodosia_Burr_Shepherd"
"Q47088513","K8HM-5KG","https://en.wikipedia.org/wiki/Charles_Hammond_Gibson_Jr."
"Q47093093","LT4H-9H1","https://en.wikipedia.org/wiki/Charles_Ramsay_(British_Army_officer,_born_1936)"
"Q47117254","LZNS-DMW","https://en.wikipedia.org/wiki/Mary_Frances_Linder_Fitzpatrick"
"Q47196841","KHT8-9YX","https://en.wikipedia.org/wiki/Martha_Codman_Karolik"
"Q47491925","GQWY-MZQ","https://en.wikipedia.org/wiki/Cornelius_Jabez_Hughes"
"Q47515006","LHSQ-LGW","https://en.wikipedia.org/wiki/Frances_C._Houston"
"Q47516837","LW5B-7GX","https://en.wikipedia.org/wiki/Elizabeth_Townshend,_Viscountess_Sydney"
"Q47519849","L62Z-9R5","https://en.wikipedia.org/wiki/Charles_Asa_Francis"
"Q47520334","K19N-RLC","https://en.wikipedia.org/wiki/Pamela_Mitford"
"Q47528269","LTJ5-VK7","https://en.wikipedia.org/wiki/Harold_Edgeworth_Butler"
"Q47536194","LT7X-GTG","https://en.wikipedia.org/wiki/Thomas_E._Askew"
"Q47541659","K4VN-JD6","https://en.wikipedia.org/wiki/Hilda_Clark_(doctor)"
"Q47541773","MP4S-HCX","https://en.wikipedia.org/wiki/Louise_Brown_(historian)"
"Q47542318","GZ8C-CB9","https://en.wikipedia.org/wiki/Laurence_Lewin"
"Q47843212","LJ22-STY","https://en.wikipedia.org/wiki/James_M._Cox_Jr."
"Q47969761","L41M-9X4","https://en.wikipedia.org/wiki/Alma_Francis"
"Q47977069","KHQZ-CQ7","https://en.wikipedia.org/wiki/Marcus_Ames"
"Q48038824","K8DB-M4G","https://en.wikipedia.org/wiki/Mary_Elizabeth_Beauchamp"
"Q48069979","G9WH-Y8H","https://en.wikipedia.org/wiki/Margarita_Dawson_Stelfox"
"Q48186846","9SXP-KCK","https://en.wikipedia.org/wiki/Lee_Fritz_Randolph"
"Q60330109","G53X-WHN","https://en.wikipedia.org/wiki/Mary_Macpherson"
"Q60332351","KHXQ-JF2","https://en.wikipedia.org/wiki/Agnes_Blake_Poor"
"Q60379031","LBNL-4XS","https://en.wikipedia.org/wiki/Lawrence_Rowntree"
"Q60379125","L7Y2-S9G","https://en.wikipedia.org/wiki/Robert_James_Nicholl_Streeten"
"Q60429474","K4TK-BB3","https://en.wikipedia.org/wiki/Mary_Foley_Benson"
"Q60449748","G34G-7MQ","https://en.wikipedia.org/wiki/Ivy_Massee"
"Q60462187","L4WJ-FCH","https://en.wikipedia.org/wiki/Abraham_de_Peyster_(captain)"
"Q60526270","MH2F-57Y","https://en.wikipedia.org/wiki/Eliza_Bland_Smith_Erskine_Norton"
"Q60528892","GMN8-8N4","https://en.wikipedia.org/wiki/Edna_Libby_Beutenm%C3%BCller"
"Q60531133","LR2Z-2TQ","https://en.wikipedia.org/wiki/Ann_Cary_Randolph_Morris"
"Q60562814","L7FY-LK9","https://en.wikipedia.org/wiki/J._Randolph_Coolidge_Jr."
"Q60676131","M3RZ-NJF","https://en.wikipedia.org/wiki/Templeton_Crocker"
"Q60793182","L7G4-MLJ","https://en.wikipedia.org/wiki/Edward_Aylmer_Digby"
"Q60793279","KLFH-51G","https://en.wikipedia.org/wiki/Sidney_Dillon_Ripley_I"
"Q60798832","G6CS-T4D","https://en.wikipedia.org/wiki/Sophia_Susannah_Taylor"
"Q60808684","9V1Y-36K","https://en.wikipedia.org/wiki/Minnie_C._T._Love"
"Q60830328","98LJ-MM6","https://en.wikipedia.org/wiki/Curtis_Benton"
"Q61096896","9HPG-PMR","https://en.wikipedia.org/wiki/David_Edwin_Keir"
"Q61249092","LK4S-D51","https://en.wikipedia.org/wiki/John_R._Francis"
"Q61303358","9CDD-Q24","https://en.wikipedia.org/wiki/Isabella_von_Thurn_und_Vals%C3%A1ssina-Como-Vercelli"
"Q61314346","L8YY-CVK","https://en.wikipedia.org/wiki/Ragnhildis_Olafsdottir"
"Q61463050","L2DF-GTM","https://en.wikipedia.org/wiki/Thomas_Freeborn"
"Q61467255","KFDW-JDM","https://en.wikipedia.org/wiki/Emma_Crow"
"Q61474616","MFB5-RVB","https://en.wikipedia.org/wiki/Mary_J._Scarlett_Dixon"
"Q266452","KLFB-91P","https://en.wikipedia.org/wiki/Percy_Cox"
"Q266694","KVGS-4NN","https://en.wikipedia.org/wiki/Fay_Wray"
"Q266808","993K-8JS","https://en.wikipedia.org/wiki/Gilda_Radner"
"Q266959","LZGT-QT8","https://en.wikipedia.org/wiki/Margaret_Truman"
"Q267051","L5TP-B4M","https://en.wikipedia.org/wiki/Polly_Bergen"
"Q267178","LV73-3C6","https://en.wikipedia.org/wiki/Geoffrey_Studdert_Kennedy"
"Q267217","L7PV-WTM","https://en.wikipedia.org/wiki/Viveca_Lindfors"
"Q267242","LCC9-1LQ","https://en.wikipedia.org/wiki/Ivar_Lo-Johansson"
"Q267352","93VF-JGQ","https://en.wikipedia.org/wiki/Ethel_Thomson_Larcombe"
"Q267622","L7NH-55L","https://en.wikipedia.org/wiki/Taylor_Mitchell"
"Q267718","9NYG-WBV","https://en.wikipedia.org/wiki/Blanche_Sweet"
"Q267829","M1H9-X7F","https://en.wikipedia.org/wiki/Lucile_Watson"
"Q267836","LD18-SN8","https://en.wikipedia.org/wiki/Nancy_Carroll"
"Q267849","LBNJ-3C7","https://en.wikipedia.org/wiki/Helena_of_Serbia,_Queen_of_Hungary"
"Q268110","MD4M-5ZS","https://en.wikipedia.org/wiki/Kay_Francis"
"Q268326","L1S7-L27","https://en.wikipedia.org/wiki/Olga_San_Juan"
"Q971219","KCQ5-S9V","https://en.wikipedia.org/wiki/Charles_Lederer"
"Q973292","LVNC-1XT","https://en.wikipedia.org/wiki/Henry_Morgan_(humorist)"
"Q973327","MNYZ-QTJ","https://en.wikipedia.org/wiki/Fiske_Kimball"
"Q973344","LV2R-4B5","https://en.wikipedia.org/wiki/Lofton_R._Henderson"
"Q976166","L4ST-Z66","https://en.wikipedia.org/wiki/George_Herbert_Strutt"
"Q976773","GSSJ-XF4","https://en.wikipedia.org/wiki/Humberto_Sousa_Medeiros"
"Q977042","K8L7-MGN","https://en.wikipedia.org/wiki/Janet_Achurch"
"Q977815","LZJW-ZS1","https://en.wikipedia.org/wiki/Raymond_Unwin"
"Q978991","LH8L-BR1","https://en.wikipedia.org/wiki/Ephraim_McDowell"
"Q979347","LR13-FLZ","https://en.wikipedia.org/wiki/Tiny_Tim_(musician)"
"Q979583","LZND-WC8","https://en.wikipedia.org/wiki/Richard_de_Redvers"
"Q980778","K8NB-NF2","https://en.wikipedia.org/wiki/Samuel_Klingenstierna"
"Q981630","LCJD-2LS","https://en.wikipedia.org/wiki/Jay_Silverheels"
"Q982831","KJW1-FXX","https://en.wikipedia.org/wiki/Henry_J._Heinz"
"Q983356","L4SP-Y2T","https://en.wikipedia.org/wiki/Charles_MacArthur"
"Q983825","GQB3-YPH","https://en.wikipedia.org/wiki/George_Romanes"
"Q30535203","LBQS-Z34","https://en.wikipedia.org/wiki/Charles_D._Worthington"
"Q30643741","K2M8-PH1","https://en.wikipedia.org/wiki/Joseph_Stanley-Brown"
"Q30693497","KHGM-GCX","https://en.wikipedia.org/wiki/Hibbert_Newton_Binney"
"Q30775340","KC13-JW6","https://en.wikipedia.org/wiki/Lucy_Chaffee_Alden"
"Q30838536","MS6K-QNB","https://en.wikipedia.org/wiki/W._Tyrone_Power"
"Q30838536","KH4K-YT7","https://en.wikipedia.org/wiki/W._Tyrone_Power"
"Q30838536","94KL-LFF","https://en.wikipedia.org/wiki/W._Tyrone_Power"
"Q31270355","GSTT-Y11","https://en.wikipedia.org/wiki/Thomas_Henry_Barker"
"Q31340855","GQCR-W9F","https://en.wikipedia.org/wiki/Winifred_Hart-Dyke"
"Q31352432","K2M9-K7K","https://en.wikipedia.org/wiki/Warren_Olney_Jr."
"Q31832363","LTB7-KGY","https://en.wikipedia.org/wiki/Dorothy_Jardon"
"Q32860490","KD9K-2PJ","https://en.wikipedia.org/wiki/Ella_Maria_Ballou"
"Q32902027","LYL5-8SL","https://en.wikipedia.org/wiki/Elizabeth_Ann_Bartholomew"
"Q33082977","K8F5-CMB","https://en.wikipedia.org/wiki/Josephine_Corliss_Preston"
"Q33084679","M8RL-Q29","https://en.wikipedia.org/wiki/Geraldine_Morgan_Thompson"
"Q33127614","MLZJ-YHC","https://en.wikipedia.org/wiki/Edward_Wells_Bell"
"Q33128866","KCGL-J92","https://en.wikipedia.org/wiki/Rutherfurd_Stuyvesant"
"Q33508446","L1CP-DW9","https://en.wikipedia.org/wiki/Uschi_Elleot"
"Q33816327","GQ8G-G76","https://en.wikipedia.org/wiki/Lillie_Rose_Ernst"
"Q34336222","LVXV-4ZG","https://en.wikipedia.org/wiki/Leila_Roosevelt"
"Q34370682","K2JW-L6M","https://en.wikipedia.org/wiki/Joseph_B._Crockett"
"Q34385873","L14W-K5M","https://en.wikipedia.org/wiki/Edmund_Hazle"
"Q34495593","L71P-HP8","https://en.wikipedia.org/wiki/Helen_Huntington_Hull"
"Q34509504","G97K-7NC","https://en.wikipedia.org/wiki/Antoine_Dequindre"
"Q34637332","K8P3-3VV","https://en.wikipedia.org/wiki/Olive_E._Dana"
"Q34651368","GMSY-NQS","https://en.wikipedia.org/wiki/Charles_F._Bretzman"
"Q34681298","LR5J-JD7","https://en.wikipedia.org/wiki/Kate_E._Griswold"
"Q34862978","KZNK-N67","https://en.wikipedia.org/wiki/Waunetta_McClellan_Dominic"
"Q35160641","L681-8G1","https://en.wikipedia.org/wiki/Marjorie_Mestayer"
"Q35833275","KCKL-CZJ","https://en.wikipedia.org/wiki/M._Belle_Brown"
"Q36030128","LD34-8KY","https://en.wikipedia.org/wiki/Williamina_Parrish"
"Q36030316","LD34-C8V","https://en.wikipedia.org/wiki/Grace_Parrish"
"Q36501560","L5B4-6MG","https://en.wikipedia.org/wiki/Anna_Parker_Fessenden"
"Q36558217","M8RV-49B","https://en.wikipedia.org/wiki/Frances_Elizabeth_Tripp"
"Q48231460","MHF5-7FR","https://en.wikipedia.org/wiki/Joseph_Cummings_Chase"
"Q48622512","LC79-YXL","https://en.wikipedia.org/wiki/Sargent_Kahanamoku"
"Q48759655","L15K-744","https://en.wikipedia.org/wiki/Matsudaira_Daini"
"Q48889254","2QWJ-4S8","https://en.wikipedia.org/wiki/Lars_Schmidt_(producer)"
"Q49001160","LTC8-KS2","https://en.wikipedia.org/wiki/Grace_Leboy"
"Q49822556","M3QV-XN5","https://en.wikipedia.org/wiki/James_Bradshaw_(MP_for_Brackley)"
"Q50034289","M5NC-KB3","https://en.wikipedia.org/wiki/Henry_Peterson_(author)"
"Q50174223","LCZQ-2KF","https://en.wikipedia.org/wiki/Nathan_Crawford_Barnett"
"Q50285388","G9TW-5H4","https://en.wikipedia.org/wiki/Julie_Morrow_Deforest"
"Q50298702","G6VT-WLJ","https://en.wikipedia.org/wiki/Jeremy_Anderson_(artist)"
"Q50366060","KZJ6-14R","https://en.wikipedia.org/wiki/Theodore_Frelinghuysen_(New_York_socialite)"
"Q50374827","9CH6-XLT","https://en.wikipedia.org/wiki/Louise_Willis_Snead"
"Q50376384","MVW1-WJS","https://en.wikipedia.org/wiki/Helen_Hull_Law"
"Q50379336","9WJX-WBG","https://en.wikipedia.org/wiki/Isabelle_Evesson"
"Q50384336","KH22-Q1S","https://en.wikipedia.org/wiki/Nancy_M._Johnson_(inventor)"
"Q50409288","GH9M-QYQ","https://en.wikipedia.org/wiki/Rosamund_Fletcher"
"Q50413770","94CJ-VJT","https://en.wikipedia.org/wiki/Abby_Sage_Richardson"
"Q50526611","GMP8-KM7","https://en.wikipedia.org/wiki/Henrietta_Bingham"
"Q50551817","MDPG-SYP","https://en.wikipedia.org/wiki/John_Mack_(Serampore)"
"Q50675801","K2TN-NNP","https://en.wikipedia.org/wiki/Mary_Louisa_Bruce,_Countess_of_Elgin"
"Q50745528","GW28-RZC","https://en.wikipedia.org/wiki/Mabel_Ping-Hua_Lee"
"Q61569641","GZN3-LG6","https://en.wikipedia.org/wiki/Princess_Mathilde_of_Sch%C3%B6nburg-Waldenburg"
"Q61582442","K8R3-7FP","https://en.wikipedia.org/wiki/George_Lauder_Sr."
"Q61604698","94SK-269","https://en.wikipedia.org/wiki/Benjamin_Berl_Lipsner"
"Q61694298","G9SP-B9P","https://en.wikipedia.org/wiki/St._Croix_Johnstone"
"Q61699351","K85Q-11C","https://en.wikipedia.org/wiki/Burgess_J._Reeve"
"Q61741556","LC5M-9BC","https://en.wikipedia.org/wiki/Portia_Washington_Pittman"
"Q61747755","KJWT-M1F","https://en.wikipedia.org/wiki/Anna_Blackwell"
"Q61756023","LCGF-3FC","https://en.wikipedia.org/wiki/Elias_B._Sanford"
"Q61855967","LVDD-PZ3","https://en.wikipedia.org/wiki/Richard_Stevens_(lawyer)"
"Q61904874","GDLY-FSC","https://en.wikipedia.org/wiki/Lavinia_B._Sneed"
"Q61944617","GSDD-JPG","https://en.wikipedia.org/wiki/Aim%C3%A9e_Dalmores"
"Q61967661","GZXQ-M9R","https://en.wikipedia.org/wiki/Alfred_G._Wathall"
"Q271648","KCFS-1MZ","https://en.wikipedia.org/wiki/Marianne_North"
"Q271742","LHX4-JHK","https://en.wikipedia.org/wiki/Madeleine_Astor"
"Q271743","G4ZS-QCH","https://en.wikipedia.org/wiki/Toyen"
"Q271856","L634-HRT","https://en.wikipedia.org/wiki/Jean_Stapleton"
"Q271878","LH8M-4RN","https://en.wikipedia.org/wiki/George_Curzon,_1st_Marquess_Curzon_of_Kedleston"
"Q271879","G41L-136","https://en.wikipedia.org/wiki/Marion_Lorne"
"Q271995","LCRS-YVS","https://en.wikipedia.org/wiki/Edwina_Mountbatten,_Countess_Mountbatten_of_Burma"
"Q272092","KN4S-69Z","https://en.wikipedia.org/wiki/Ruby_Keeler"
"Q272111","GGDM-LG1","https://en.wikipedia.org/wiki/Elvira_of_Castile,_Queen_of_Sicily"
"Q272143","LDLN-LWW","https://en.wikipedia.org/wiki/Adriana_Caselotti"
"Q272194","L61Y-599","https://en.wikipedia.org/wiki/Ted_Hughes"
"Q272224","M2SC-Y8N","https://en.wikipedia.org/wiki/Norman_Angell"
"Q272326","L8WB-NGX","https://en.wikipedia.org/wiki/%C3%86thelwulf,_King_of_Wessex"
"Q272383","LQRZ-HBV","https://en.wikipedia.org/wiki/John_J._Pershing"
"Q272390","9HYH-BLK","https://en.wikipedia.org/wiki/Gruoch"
"Q272405","L7BR-Z1K","https://en.wikipedia.org/wiki/Sigrid_Hjert%C3%A9n"
"Q272498","LD9P-Q15","https://en.wikipedia.org/wiki/Brian_Boru"
"Q272510","KV2D-5P4","https://en.wikipedia.org/wiki/John_Harsanyi"
"Q272537","KH8V-V8S","https://en.wikipedia.org/wiki/Felicia_Hemans"
"Q272579","GXR6-LJS","https://en.wikipedia.org/wiki/Glynis_Johns"
"Q272706","M8ZX-R5W","https://en.wikipedia.org/wiki/Georgette_Heyer"
"Q55070601","GLWN-GN2","https://en.wikipedia.org/wiki/Pierre_Petit_(photographer)"
"Q55072523","L1RB-P4X","https://en.wikipedia.org/wiki/Herbert_Ferlando_Schwarz"
"Q55075556","L1H6-DXJ","https://en.wikipedia.org/wiki/W._Barklie_Henry"
"Q55082406","LQR5-72V","https://en.wikipedia.org/wiki/Eliza_Mazzucato_Young"
"Q55093638","M3FZ-YWC","https://en.wikipedia.org/wiki/Ruth_Holden"
"Q55098799","LHVK-VBJ","https://en.wikipedia.org/wiki/Chandos_Hoskyns_(British_Army_officer)"
"Q55099641","L5PR-6KW","https://en.wikipedia.org/wiki/Chaloner_William_Chute"
"Q55127804","299M-KYX","https://en.wikipedia.org/wiki/Jane_Sophia_Appleton"
"Q55219598","KVBN-D1R","https://en.wikipedia.org/wiki/Herry_Perry"
"Q55229221","MZSK-5XC","https://en.wikipedia.org/wiki/Ellen_Miller_(artist)"
"Q55262113","LJS2-RJX","https://en.wikipedia.org/wiki/John_Vinton_Dahlgren"
"Q55264793","KZSC-T2P","https://en.wikipedia.org/wiki/Lewis_Ezra_Hicks"
"Q55281920","KLFR-2DR","https://en.wikipedia.org/wiki/Ethel_Fleming"
"Q55348123","L18P-S91","https://en.wikipedia.org/wiki/Erwin_S._Christman"
"Q55364193","LBBF-5C7","https://en.wikipedia.org/wiki/Reuben_R._Sallows"
"Q55415726","GX9V-RSQ","https://en.wikipedia.org/wiki/Jessie_Mothersole"
"Q55418722","LB6H-W7T","https://en.wikipedia.org/wiki/G._Lauder_Greenway"
"Q55419073","LZFL-QBC","https://en.wikipedia.org/wiki/Charles_May_Oelrichs"
"Q55419309","L412-BW6","https://en.wikipedia.org/wiki/Ida_Wood"
"Q55419374","GHMV-TS7","https://en.wikipedia.org/wiki/Hugh_L._Willoughby"
"Q55450353","K6HR-LN9","https://en.wikipedia.org/wiki/Joseph_Wirt_Tillotson"
"Q55590260","9NQV-DMQ","https://en.wikipedia.org/wiki/Florence_Sundstrom"
"Q55615734","24M7-L43","https://en.wikipedia.org/wiki/Kate_Luard"
"Q55653116","L15Y-7XG","https://en.wikipedia.org/wiki/Koto_Matsudaira"
"Q63975107","MR18-ZYL","https://en.wikipedia.org/wiki/Emma_Bourne"
"Q63975260","KHRV-WKL","https://en.wikipedia.org/wiki/Mrs._Findley_Braden"
"Q63976792","9ZSW-6M2","https://en.wikipedia.org/wiki/Mary_A._Brinkman"
"Q63980049","L7HH-1Y2","https://en.wikipedia.org/wiki/Mary_K._Buck"
"Q63993411","LVHY-FWV","https://en.wikipedia.org/wiki/Mary_Ryerson_Butin"
"Q63994096","L4T7-K44","https://en.wikipedia.org/wiki/Thomas_Jackson_Charlton_(physician,_born_1833)"
"Q64006060","MXNC-LZY","https://en.wikipedia.org/wiki/Walter_Jekyll"
"Q64006089","GWBP-SL9","https://en.wikipedia.org/wiki/M._W._Wade"
"Q64006163","LHL7-C8S","https://en.wikipedia.org/wiki/William_A._Gaston"
"Q64006391","LDFV-KM2","https://en.wikipedia.org/wiki/Eliot_de_Pass"
"Q64006420","KHYX-3SQ","https://en.wikipedia.org/wiki/Howard_Duffield"
"Q64012032","MVB5-7W5","https://en.wikipedia.org/wiki/Alice_Barbee_Castleman"
"Q64013129","LDFF-MPQ","https://en.wikipedia.org/wiki/Mary_Chandler_Atherton"
"Q64013600","L2M2-XJ2","https://en.wikipedia.org/wiki/DeWitt_C._Smith_Jr."
"Q64019534","G34F-Y9G","https://en.wikipedia.org/wiki/Louise_L._Chase"
"Q64027500","KCCZ-D9H","https://en.wikipedia.org/wiki/Sarah_A._Colby"
